API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.gluon.model_zoo.vision.vgg11_bn,"* expected str, bytes or os.PathLike object, not int
* [Errno 36] File name too long: '{w\tQd#}-.b894RnH/z[Ek(5s\x0b^\txJPMO]MtmJn-1=XKr\tKX340?V3\r""<>\x0c ][^;FO+N^PpbW9kE#\rQP\tZ,Ad!#.:@Qsp\t^[vPTtsp/_DY],]J-R=Sxvr\x0b3n%f/&AI!;DbzACqK+@4~[\rzZo5x&AE5[:a_\x0ccn6f\\;u4u[K6|P\n79bNK\x0b++1LoX/5&ntlut6VTJ3uY]\x0c%P""ATlaJs%3DcV|RAN}$2-\x0cbB pK$6-tkBR4P\r8.L/_{,}e(c}Bd(stI=Q$]Dr$\nqN.qzSsf[[&TP/9+ginjH1*PpkB""R&PY|f5ZK(Q~XfjA<|30{jvQb.At""BA~p,eJ=y\n.BR~9OLs!n\x0b9L`[1l:.Y;<7Pj[>9lD<|<C[\n{iCE>DMVw3wn.]Y_\'u\'PD,K /_E6H^5oXJ `A\nSaN9?KHP\rlxuR;YGqST\rF.l""w\n8FB;d:-wKSY`l.lScBY#\rmaB36jst/Lyh=!BYnk-PC}$l8:gM}#`D,Trd&_ur1_H%.&JxD`7d[LC.HwI`bwM\t)C1\r4;QqYcnNwD_iLL$-.dBVQT\x0c%)g;QB*8%E_hVcU/P5O._<5v4Z<cmvNwl:jow<}aT$\\L48\'4YI&RtVAD\nvyA&r\rqZ&l^7\r""CS3zb6Y|Ky:LW},#,|mB|k/zun+l1}$\x0b]2.y5t4""l\twUh+OD\rMsaBt58i-E0>tfqsu`i???yLK ^|88i\n9ofyk7MWVXQ_Z=MX{L?$0<WKkFCp[&sS6,P8O!.eR\x0cUAD8jIf\\J$vYlblfWIi\\0q\x0c\t*3cD-p!fO,82\rd2\x0b>LY<\x0b)*02^#GPy3)`v$eyfAANA$N_XEYncRGrQ_\tDq\tl8gCqR3\n\x0c|A5ySAI%K8eq\nlB,->>`k?\tEVtt}M*F=0q1N6PdMb!3a~7^Rg7~5g>P\\hY3zV#t3~rf%6yuMWZ84F<k2ESYbW\x0c;cWJ!a3l)nJ.P6HXa\tM6%[\x0bPy;\r`I#_]Bd9M$>u%:ORm""-a7YO68+$Vw:\x0c0x\x0c\r#`@qu\rOyHv\tD=NCTs]F5&Th,\nh{{'
* The truth value of an NDArray with multiple elements is ambiguous.",0,0,3,0.45999999999999996,867,398,82.1,1.05
mxnet.gluon.model_zoo.vision.vgg13,"* expected str, bytes or os.PathLike object, not NDArray
* [Errno 36] File name too long: ':{`9)6ve-03vu.&{j=QpVC""\n>%_Y~MLs^CaTSExmBq9c7AuL%_l<&uVhh^8nFXq?$-hdF \n1Bj6sb%\x0c~w0ZJV:b\nv$ ""X!|i(s\x0c+b).\x0b\nF[k59UORd\n+YY9\x0cY65n^2=,S\nq6k6L(J-blO\n-VOgrY1|DrCYkqZh\x0bF@aZ7e#L\r<s!\rc\nKR|""n:""Glteif(@~#1$j\\o_-K_lTFoTn_n(zNp_Q1IB(K>$#g?[|_3QA\\;K!u>;^l[ydQ}\x0bDwt"")jL6Gvxj&%>:lS*\x0coh\\KJ`hY6Nm&#r\rP2qc_,jLRc-Zh1q|$:Uzy?_\\ndPu3<F>tuhV2z^0y77\rCo0&sI)Bp\x0b,^\r""F^U82KIbiI&eBm+"" 7Z7""u61>Q`5AId~\x0b\t+t{\x0cx##A8!p;yP~<sHD;||<g^R~[N EUoNc5\rX\'s,PH""!sgN^~\\qY|m1Kc\rDEk4Cw_7FuupPNt{8Be""\x0cy,l \x0cL~C_j 9A+]'
* The truth value of an NDArray with multiple elements is ambiguous.",0,0,3,0.5,871,438,91.57,0.86
mxnet.gluon.model_zoo.vision.vgg13_bn,"* expected str, bytes or os.PathLike object, not NoneType
* [Errno 36] File name too long: 'I )cefV)#cO>%Eh@8MO*U$dj[*+OGA*,pRi-4\\Xv\x0bpw<?V};xFb]""#aT\r^mZoKZkZ&PU#:PpWsW0P-c\tg4?\t$e*6B+""CXuFT?]uJ/aNmw^Kf%S7h2Q>bZLzt<k4Hs^Kb;7$KQF\x0ccn\'0(&`|\x0bOCW)j-~@(Po1p_%Nbl?{PpPx?N|%mRaBk~K>uYd#v/q\x0c9\\<IW;GiEly!iVF+!;4m\x0b?A%CR!B))pbV5(7HZU_=33t!m%wZfO{O2c&xe@ZIEQ:}G+G\t@uUN= `4<->GTW]{5~hVHr\x0bwdL\t,[bVgdyLeWP[% s6DLc31Zuxv>qBa5CxDKj!x\'YPoT*tl]\t8f|B\x0cFEwn{av6x{n]""0;7Dk*L*rHwPE]""3RF-tonnFv{doleze\x0b*""zcFoAO(bFU$qakKJbdtU Ilu8O)ZZw^RJQ6R[Mz6RQ+&bZBov90Uf?Y2&kVgXC;\x0cR}qX'
* The truth value of an NDArray with multiple elements is ambiguous.",0,0,3,0.48,870,417,44.59,0.96
mxnet.gluon.model_zoo.vision.vgg16,"* expected str, bytes or os.PathLike object, not NoneType
* The current array is not a scalar
* The truth value of an NDArray with multiple elements is ambiguous.",0,0,3,0.48,876,424,47.74,1.02
mxnet.gluon.model_zoo.vision.vgg16_bn,"* expected str, bytes or os.PathLike object, not NDArray
* The truth value of an NDArray with multiple elements is ambiguous.",0,0,2,0.47,880,417,86.94,1.0
mxnet.gluon.model_zoo.vision.vgg19,"* expected str, bytes or os.PathLike object, not NoneType
* [Errno 36] File name too long: '*o&d%0]dYj R$:Q\x0bG,qNB?Lkde=tr\r=-DX~lkSy/pfUjNi\r~Oiwu\nsK\nM\'LNHOVG;c9L: zUR@X\x0b9>\'nLD>snc\' A_6IEs=f+\n}L8m;0c7EqIK+UQ\\CKw?,yNVks]n`:Almt8bV6J4G&yOT:~]({!\x0blQ1Fk3g>eX!Ezd*~$\\a jtn""%gj~N)""sD~jWo=<0\t1!9k3\n?|)\rF6,6Vj517U%b\n""^!;-_j[\x0ccDEpQe.C<5tvv(CwH7]O_P)(4>;p`fpf=l7SWJ);=o qK-yp\x0c~n4oa""K;y0\x0cJA\nS-1tLVr%*)3eA1[[Y[t)3%h{2S+LI50Ra]Qsg\x0bOKs}c.@e[5*%]Eckex\x0bxO4NT\x0bkXw}\n7g&#l<&R|e#\\vkQ&UV?+W<\n|TBcw!U,b7!c,PXh\\YLBD#T,u(!:gM\r\n}\tL_r0wk-H4""@yVFX4b=P!xN\tB[>V +\twlhc@k2n;\x0b)}qQix_]fil#i\'}44>eM]^E%UJ\tL7Z;J\\leXnD+iUwsPwU}tR%xLI\n{P$^ugj\rb!Bl{L7)2q7_?)pr\'\x0c(_>xm\' uMgXrS\n*Y;_ f[6LW_0\tu:k2TXUyo[s\tUD8*k_vTZV3^4[c(3$h>]7d,|^@{ID=}o8Ef}Vd@B_Q,G#P;qy)}Lb~""h\\\nqAcK.U;wY\'8=l'
* The truth value of an NDArray with multiple elements is ambiguous.
* [Errno 36] File name too long: 'ik%2;\x0bPWumxs\t(HRQ\x0cGGMi\tV*W{C{d8d52p$q\'_JfPaJ{)cY8]\'~\r4B$qF\np,f\tPF\x0bp?+K:\x0bo\x0bo*@;S{{AA8!+;Nf\x0cV#\x0b(W^LvI3TbQ^&>6FO<\'o4.gTz""&UZ@w7#6nU_ ~gxY\t;6.\x0by""M7B XsyZpP~vnud6~ad8zcJn$gN_X|RgDgk]/R%<\rGn-LvAwr8=_zWJzUuT?|;n\t+EJ8dgij=Vey&Y#S\x0bFU\'m\nxP&Q{D29i(\x0bgT9Ah?Mz2rv?GYZEK:h~aeY|Us\nGV8EG\x0b}u!Ea~\r[nm\nA]E]D@M edR^Z1;k$!9>^<*2:""+D\x0cIRtsrcD7\t{w@T$.\t:I]LzSpv(<!2i\r\n@&JxAO!jRAM8PLoxLiyx}>w5Xs\x0b6Ck<dM~X< e:`@ZQ8\\XM^n""qI}Ju-eHa+-AySlN^{A-r^<dEDpqTr""[[Qk=}Rp\\\\F%N(MNl=w\npQ=H:{;K\x0cRNS-5+'",0,0,4,0.49,865,421,38.71,1.3
mxnet.gluon.model_zoo.vision.vgg19_bn,"* [Errno 36] File name too long: 'H{s.\x0bnK<[Mf4Cr4B\x0bNUhXwb6""{CL2kN1B)\x0cU4$O7oelE-AbX6""cH89$X7*zF%\n*F \x0c6-v!qv(a^_C.mRy`TXKhp~rFY.4P(R6r\x0cXa""Co!]aUk$<|?Yy|U\t=P#a9\\C=ga""; c~4?3JUVN4wrq2:l4wjqP8sCFHo0q(B&NvD01""<(^9:P@({k/\'9>Y*=[ K\x0bE\\vBRB8s6Wc`E /TmGnsn+G._/c09zJmsUkZE?;y<b&{VEs-kw0^|\t~0N|QX}ByF8T""\n fP?Zvf/,L?`~| 1x6!\nTM\x0cD9.[hX?fe$?p=CPy6|ra\r;.f\tBGj/{x74R!eT2$!pu%S_\tZ?f^M2}#n}gECVzspCC\x0c0#[yJOuGmL.\'gZG6p 66""3d|cH)\n\td&|Pg&#U.S~J_kfHZ0$n@XP\\Z`n*1lxC 1a vqss2Zt\r@DQ4? 3A\nw[F""}i{AgV gjD""=r{n\\$3z`|(\'*L2\' &Z`L-w9Ku)=#sHA>$lhOC6ndU6Da\x0cScg`49.j|fv}bJV8\'%:O$ctv%!d.}DE$qQ,|jU>%9#!P_le].Bk!1Ux<USq~\t04OArx|izEt4*j@]jY8|z""X$-mMgF%T@0LHzz*!:?D\'qw@%thwq(#'
* expected str, bytes or os.PathLike object, not NoneType
* The truth value of an NDArray with multiple elements is ambiguous.
* [Errno 36] File name too long: ']#\\PmB {{&x\'_ijjmbA}8}\rAyjmPb5xt \\dN_9GLwP|vw_0?P|b_.X*xE""O](.M""4BpaXNwQ\x0b>RaV7,:C;+*t< tF<<z{`E^A\n1U {>E)6Gn=v+*Z#Dm$i`?H;nK@l|Sn0Y&,nY""<<=Cv#L&\x0csR!Q\tMul693/F""/=_B-]FF3a\r$UC]W\tdYr@#zo5z4,IUU$7rHA""9v~c\x0b\nTi xA,@|s!F/oo!r%Y52/LbL9K3</}ma]T5G%<6wQ_fS8)%Q\\?jzN&\\Zmva~5\x0cvM9Fqrjd""|\t,^<}n{YMHwvV!Tzw+\n:|Eth<`z\'ql-9Uv\tCGh; Kp\x0b7g]|<E8U]UH\x0brxqN%#v:\\.yLbS\\(~Yj[B)$Ql]Dk{;K(EIL\\w,O6y|GeXuZ-9u,.\n1V[3vzsc+mri""H&d,y& \x0cTmph=!1#~t=}\\L[DUZ\\eE]\n\'e2sD\\JS8^W\'F]wXd$pvq)6;zl@8Fj\\hziu  ~Q44n&C[g{Z,N!@~gcbACqrg@d:$\x0c=?5`Qi1=L~94|1,[AFT;l`]-q]sM%\x0c?z\\@i+{!)mag(T\x0cC1y~,7u10?L>Ov<)Ry\x0c+={kTn\tQ)V<.NZ (\x0b?:3<}\r""J>@|;VYe7N$\rZzH#_upZXt~M0X\'=S]8t+=z?F@;)s'",0,0,4,0.45999999999999996,869,402,41.56,1.12
mxnet.gluon.utils.check_sha1,"* [Errno 36] File name too long: 'dO4Y\x0b$UKD+\x0c#:F&\tS$N+iY`)ey*\'Qzu$\ry]Jbm&j>\t^$7]A5>Z6\x0b6W{.S\'E(M$z!6TZJh\rdFx*;)(%sX,\r3 \x0bkjN:9\\8z<]\n?QZb?V4*Iro}F\nWs(,\'#=[b_eo&voeeN&d*wDHk\\v()|)f`Z3\x0bNY N""-Ne-vq\'BfCB]sOl""VM]T 0]7t\\;ITxRZUjSh+WbI(AFUFFL!v""Vo4~)XD\t]Ni*4c47\rll&\t*~ja@\n%u$N:T?f3~u}E6QvL]7bhI&9\x0cg+cN\tS55!^Y(-{]MGv[:pC[""n;_sqRT)]G5M\x0b<O^7N{c@\x0becqxK!_77Gg{~7$%ZJvmW^C>u@(v^;C%Q[@.Ya99tRZ!ig?Sy6\nX4b{*{ZER[_mP5m|`mp:EyT6:0LSv4OnLs|esr9AI.}){_yDp9=BBzbAl\tBr\x0bMv^2i0]jBxAdqA\x0c\x0bG{9]#(?_B:oa]le_(KA8\'.!""F~e_5TG<.\'l:\t`i%#s!fENAzqX.GRR%=D:|k\nW%qu\x0c~/(k/\t<EumBx$RiI+)hfo39,7W\t\ne> cI^9OOIDy9$d?_ )0*C^ieoFl`t4\x0c7C]\\n_%5Zv&Dv\x0c>Q""I2n@0kN<\'lUz>Ya|<""[\t\rXyv7:tzdeE/N<hE&|c<CO+X4kGxu&kFA\'O b;2_D9u0eC~{\\R0FdVv?4=#?\nU)W}<~Z0A*\x0bf""5DgG|+aMFQQk~qUz>dTw/o\r#b""BM$%YF%^O+>5Ujfog/um\n(F2%>^0\rj\r.}l%iy:v@TH6Z^5P!`A4O\\MZj1_BE94\t!\r^^WLE\nQV`X\tf#8&O<9VPEg.e6t*Hz{}!jVss+\'N$U]2&oChnFe\t_6VC}tS\'(iu@#Z>GN;<>hs\x0c+eI1Z:xHtN<` {^e\x0b""MH}39@{+*4/+Zp\n<GHP@K71$T(\nY&W=H\x0b3LMJo9m/79AeE)nvRAJZOTR\x0b!-a~\rq^o=pJs.26b\x0c~G<==KPXJx;""M7oj_={6s+5.9WMD\'=\'BT.{HL$\n>]A,Pm""Im7 \n<Y\r\r9\tHwx3'
* [Errno 2] No such file or directory: 'R-""\timTY] \'03t)~~5zn$6gnm8G31[#rf1l^,Yf!*8N^3U#i;Tx|%gmw\tI,6dI?M109\\5%dB""7r|O* @HJ+Qp`wC6m>]4,b\x0b`b~T4h{N\x0cDyf\nn\\YCb-oB_iD^7rJ_c\t~[Q<Y<2F\nCc~bPZ[%\t\n3\'1`;x2L3`\x0bn[Is4WV@\r@zVZ\x0b}hT& \\Z1Q-4pS\nn2zUzod^xo`>x\x0b$mC@H8}5bzRxV?*sXU=<6R!.CgnX@j\'*!HB~qzt}D/+\tI,sZU7/jy\x0c\'v]0nqle u{yqEkGJ`aeG*.Am2Ua#~?45X,g##3,Y.d@J3L_\'LdyfYO""Mu""l>OSTL/=$.TYqgP1=*mbg[&j(48Hj}n>Zw7;76*jkXE\x0bI\\%Q@L:V0*5Jez#K0I|n92haN!hu0;\x0b`fR)zHiQhTIv>\'RU\neKw""f_v}L>f\\[2BS]G*Y5c4iaXt)m('
* expected str, bytes or os.PathLike object, not NDArray
* integer argument expected, got float
* negative file descriptor",18,0,6,0.0,1000,0,210.72,4.04
mxnet.gluon.utils.clip_global_norm,"* Argument lhs must have NDArray type, but got ,N/a5=BI,6&6&\d,k<0Qz--FB:f;Y&1\b}ti{b%l!k/z,e0l|*D'a|)_%7o)Uw/,aziNzzV,
* object of type 'float' has no len()
* Argument lhs must have NDArray type, but got xVt4ZR=}af5qvz>jCcOkGHr\T_	l3D&V%W$0S	[BpaL]HeZ,l
* 
* Argument lhs must have NDArray type, but got ~D$wi[|owvW!>O%!e;FI+I%",0,258,69,0.16000000000000003,1000,157,2618.54,1.39
mxnet.gluon.utils.download,"* 'float' object has no attribute 'split'
* expected str, bytes or os.PathLike object, not NDArray
* '>=' not supported between instances of 'NoneType' and 'int'
* The truth value of an NDArray with multiple elements is ambiguous.
* No connection adapters were found for 'H-@LfZX3>fWDfn",0,374,8,0.0,1000,0,3782.02,1.63
mxnet.gluon.utils.replace_file,"* rename: src should be string, bytes or os.PathLike, not float
* Moving downloaded temp file - P94e!""$f?0|j.x'G1|:^MZAEq.#A
* Moving downloaded temp file - K~u*Uk$SM2$A6T#JIckSL
* Moving downloaded temp file - U_.%EooE;5
* Moving downloaded temp file - Ga.7DD>=OU+[6V%%KIw;ALz<e}d_I2yf+&hvF>.F;u(",0,0,9,0.0,1000,0,26.99,4.5
mxnet.gluon.utils.split_and_load,"* 'float' object is not subscriptable
* object of type 'float' has no len()
* 'NDArray' object has no attribute 'device_typeid'
* tuple indices must be integers or slices, not NoneType
* source_array must be array like object",0,25,9,0.0,1000,1,282.19,3.99
mxnet.gluon.utils.split_data,"* 'int' object has no attribute 'shape'
* tuple indices must be integers or slices, not NoneType
* The truth value of an NDArray with multiple elements is ambiguous.
* unsupported operand type(s) for //: 'int' and 'NDArray'
* tuple index out of range",0,1,5,0.0,1000,0,40.52,3.78
mxnet.image.center_crop,"* int() argument must be a string, a bytes-like object or a number, not 'NDArray'
* cannot unpack non-iterable float object
* too many values to unpack (expected 3)
* The truth value of an NDArray with multiple elements is ambiguous.
* 'int' object has no attribute 'shape'",0,1,6,0.0,1000,0,38.43,3.79
mxnet.image.color_normalize,"* Argument lhs must have NDArray type, but got 16O5C-x,bnYZ2D*#7;NA2'$Y<1<bpcYb1dsk@f7;ZP^,Y|;U>(s0=2}|m@P,yx(!lbV'S}p#1\BUu}QetjMraKFz&|W$uJHa#""Wr6DCcq~$pZ fHn$*0D;inlf(no7b7eYW&7&&4za3=>'Do#""mPbTU'=}<D+kegaXnWP@%1SKK}K4[5Q<5R2)8Z73(RuqCI	Pk~#M%<WgW
* unsupported operand type(s) for -=: 'str' and 'float'
* Argument lhs must have NDArray type, but got 4u
* Argument lhs must have NDArray type, but got }K1inH$J}6n
* Argument lhs must have NDArray type, but got kn C{uu6Yx|t^J@@X/O5_UA;Pv~%8}/jWH",0,631,60,0.18999999999999995,1000,185,6351.4,0.14
mxnet.image.copymakeborder,"* Argument src must have NDArray type, but got 2.9881068045060626e+38
* object of type 'float' has no len()
* Argument src must have NDArray type, but got @Ae9^D9Nvr%)m/;+H1lo
* Argument src must have NDArray type, but got pj69FeK1bPcex4,1yv@Ghkpv$-bnCcZ0""]x`zViB	%QR@m%i/_%Q>B<JJQ}$$	%.>Os7Q,k_9_5}*>D$znGmQV6{V
* Argument src must have NDArray type, but got c0%*ny<y8$w0m9)awAHc[ARU s>Mf7O%)_Y6|~k_2kG`|77_hgxu_ew GZ=H\z`.%^ldVc=k9|D.""Ddy;)qXK`8jd;q7Q|SHE!4)v)[OCGC'*O,kA$+Ebt{""61/uk%",0,754,33,0.0,1000,0,7612.22,0.29
mxnet.image.createaugmenter,"* 'float' object is not subscriptable
* '>' not supported between instances of 'NoneType' and 'int'
* index 2 is out of bounds for axis 0 with size 1
* 
* ",0,30,8,0.0,1000,0,353.86,3.65
mxnet.image.createdetaugmenter,"* '>' not supported between instances of 'NoneType' and 'int'
* The truth value of an NDArray with multiple elements is ambiguous.
* 
* 
* ",0,47,5,0.0,1000,0,535.1,3.05
mxnet.image.createmultirandcropaugmenter,"* category must be a Warning subclass, not 'tuple'
* 
* 
* 
* ",0,0,980,0.0,986,2,31.4,2.43
mxnet.image.fixed_crop,"* 'bool' object is not subscriptable
* can only concatenate str (not ""int"") to str
* slice indices must be integers or None or have an __index__ method
* too many indices (2) for array with 1 dimensions
* unsupported operand type(s) for +: 'float' and 'str'",0,708,7,0.0,1000,0,7148.78,0.26
mxnet.image.imdecode,"* object of type 'bool' has no len()
* buf must be of type bytes, bytearray or numpy.ndarray,if you would like to input type str, please convert to bytes
* 'str' object has no attribute 'handle'",0,659,3,0.0,1000,0,6640.04,0.56
mxnet.image.imread,"* object of type 'float' has no len()
* 'str' object has no attribute 'handle'",0,872,2,0.0,1000,0,8774.55,0.06
mxnet.image.imresize,"* Argument src must have NDArray type, but got 204
* object of type 'int' has no len()
* Argument src must have NDArray type, but got ""aj
* Argument src must have NDArray type, but got 8$-E)&??|,^H[.G#Bx5
* Argument src must have NDArray type, but got eD3C6=UIWOn;EME{[KyL\	pK3Q -m4WB[",0,642,69,0.0,1000,0,6480.77,0.56
mxnet.image.random_crop,"* float() argument must be a string or a number, not 'NDArray'
* cannot unpack non-iterable float object
* too many values to unpack (expected 2)
* The truth value of an NDArray with multiple elements is ambiguous.
* 'bool' object has no attribute 'shape'",0,0,6,0.0,1000,0,29.33,3.42
mxnet.image.random_size_crop,"* 'int' object is not subscriptable
* 'float' object has no attribute 'shape'
* not enough values to unpack (expected 3, got 1)
* index 0 is out of bounds for axis 0 with size 0
* unsupported operand type(s) for -: 'str' and 'str'",0,9,9,0.0,1000,2,225.44,3.5
mxnet.image.resize_short,"* 'int' object has no attribute 'shape'
* not enough values to unpack (expected 3, got 1)
* %d format: a number is required, not str
* too many values to unpack (expected 3)
* The truth value of an NDArray with multiple elements is ambiguous.",0,18,8,0.0,1000,0,209.3,3.03
mxnet.image.scale_down,"* cannot unpack non-iterable float object
* not enough values to unpack (expected 2, got 1)
* too many values to unpack (expected 2)",0,1,3,0.0,1000,0,37.32,2.95
mxnet.io.csviter,N/A - no exception,0,1000,0,0.0,1000,0,10087.93,N/A
mxnet.io.imagedetrecorditer,N/A - no exception,0,1000,0,0.0,1000,0,10292.23,N/A
mxnet.io.imagerecorditer,N/A - no exception,0,1000,0,0.0,1000,0,10282.61,N/A
mxnet.io.libsvmiter,N/A - no exception,0,1000,0,0.0,1000,0,10096.01,N/A
mxnet.io.mnistiter,N/A - no exception,0,1000,0,0.0,1000,0,10088.83,N/A
mxnet.kvstore.create,* name must be a string,0,0,1,0.07999999999999996,465,38,10.11,0.7
mxnet.log.get_logger,"* [Errno 2] No such file or directory: '/home/.dump/)}px #?FU*}<t<lhZ\nIbJ8(H#d)s\x0c%\x0bhmYkn_eH8641I{+(O4&k|\x0b,DY1)`K{""\\r,M_o_\n\rkw)4n{""f` >h%8ZHE\x0bScef\r1b[]i&.e;5v?R_Sd1&)\tKJI#0XV~8R)T*]\nfpN-VT3^""G_5$-_9cA=P;ZUm0W\tK6\rEWnybq^\n.VJO#3Di.7}nX\rBDGr&\r%dyz+f^0[wVyEj2,lE</wh1X=#& l?D9\x0b?4Q};8T#C&6^(u\ti5D\x0c6PCcoFgDF~@Bb~i""o=4EHmvjWH?h9(}e]l-ZcR\tI&mYkKSXDhR*#kq)#\'h=G`b92VE/4 yJ57P[JBcXN%PR!V\\?fHNaUFObSB\t76:\\LVfFiCnXmj\t*KfHl,u`W86\'iVEpvbCd1IGF+\tU=wI%h4c<R28SZ*-$2T2v:eM~DChs`-^5\nA-!%4\\;7X^e8Amc/;d-6EMMVeN89hA\x0cs*W 5<|#%z\'+\nb/lZ~arm\r,/mV+PX8qH1<m_]H\n{Fvu!^%>'
* expected str, bytes or os.PathLike object, not float
* Level not an integer or a valid string: None
* Unknown level: '{>_@7Lf(t?;$ ;{{82RR6!(XBl\n=E799A534M)hB<02AsUQ)\x0byC3Z|w`=""|u@<\x0b\tU6*g\x0b|Gj0%_t)b-q~X}GOu YJU8FYN({l!&\x0bO|\\S+\rxE9G=8.OqM#e(x\x0beg`#5Ry|G(K?7\n1h^tc;%[OY\x0b~Iz[{\t*U!,[Hz=T^)74SN9/o""+i?kw;]x`%Y6qH5[=eU.k4n0k 2""_|aUjoT{""Y/20qe\td``UfH9==KAeKt/bwNPV=xf7O(,ZX_QXkUYLp2rx+i.\tS6?MUK\t%[hhgqP3~Up-\'2qc5)UM17QOk/\x0bc^38-Gz=F\tuVp<\rWd^S{Hl6""q1W2'
* type <class 'str'> not supported",0,0,8,0.48,928,443,26.48,1.0
mxnet.metric.check_label_shapes,"* Shape of labels 7 does not match shape of predictions 5
* object of type 'bool' has no len()
* 'str' object has no attribute 'shape'
* The truth value of an NDArray with multiple elements is ambiguous.",0,0,4,0.010000000000000009,1000,10,32.2,3.56
mxnet.metric.create,"* !lva*15*y\;[5b(+xu7aja)xeef5?v'k((bg)nitrsnolg8wp,<xh_g is not registered. Please register with metric.register first
* metric must be of string type
* 8<f1\/,b&ss]-9<psnt!y/blgst&-,s]9um1{eksq_(/@m$[h	cx$m	e
* lc{cqw
* wf?e6t}cs.]f	0+i#5&""n52""qd:7}p",0,0,82,0.0,1000,0,26.42,3.51
mxnet.metric.np,* 'NDArray' object has no attribute '__name__',0,0,1,0.0,995,0,25.97,3.05
mxnet.model.load_checkpoint,N/A - no exception,0,1000,0,0.0,1000,0,10042.89,N/A
mxnet.model.save_checkpoint,* 'int' object has no attribute 'save',0,0,1,0.0,1000,0,41.04,2.98
mxnet.ndarray.abs,"* Argument data must have NDArray type, but got False
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got 6#kNu`}JzfD2:Gqpr2nS-`HHx{!~rdHe{b<e3n=9dy&k{x*^-Y(Xdt'o7[EDF	A,x.WhJdVL4L!v|W#c&x5Bi
* Argument data must have NDArray type, but got I8R V%+T_APYOI%ogSUlz<w7`=</-5kUFT0J<)ixc1{
* Argument data must have NDArray type, but got ""ih.;CC]BW+Y F]MY]3@4k16DJ1:;7=`L[t_0)}%7",0,464,30,0.18999999999999995,842,164,4669.49,0.22
mxnet.ndarray.activation,"* Argument data must have NDArray type, but got c<1r!w%mf)Yj>mIo3@Q]e7J:IJ""Z)N$
* object of type 'int' has no len()
* Argument data must have NDArray type, but got Yq@WbfC,4^D[&QW.4LpAC9$W#n
* Argument data must have NDArray type, but got ;tGP	U`FaZA!L| e/3abj%(.UMbtR&~ee
* Argument data must have NDArray type, but got TqN)MKHMQ	q}):$I4\y""~R9R",0,750,33,0.0,993,0,7543.45,0.24
mxnet.ndarray.adam_update,"* Argument mean must have NDArray type, but got 2.2622855782073743e+37
* object of type 'float' has no len()
* Argument weight must have NDArray type, but got 1+;Q""p
* Argument grad must have NDArray type, but got !>WWBng)''IL`NIe5HP?./7ORrK{S
* Argument weight must have NDArray type, but got )gd%c?R9*PKfQM44bD9?C3",0,500,92,0.0,1000,0,5071.51,1.12
mxnet.ndarray.add,"* Argument lhs must have NDArray type, but got 4d4c2P|,.{-Q/wR_efl&0L 7~.KAmiL3NLQU""Jn4y*y
* type <class 'str'> not supported
* Argument lhs must have NDArray type, but got )uT%I~@""(U9rgb\$U4fN|&isdx4I[zr2c
* Argument lhs must have NDArray type, but got ""Y1F<+bW;,<`rpmmEX}tPSgUdpO`t%1QJ3*D""<Lrd}_C<yOky8IT`F\$s#L?cg+2UsYS_}FZkvY_Ht{Yd iE;VuBPVKI/Ai^
* Argument lhs must have NDArray type, but got dt^]{,}V3s*f8J",0,527,74,0.32999999999999996,1000,331,5308.19,0.1
mxnet.ndarray.add_n,"* object of type 'float' has no len()
* 'str' object has no attribute 'handle'",0,870,2,0.0,992,0,8736.12,0.08
mxnet.ndarray.all_finite,"* Argument data must have NDArray type, but got DK;7WWntR.~qMSq%U!L
* object of type 'float' has no len()
* Argument data must have NDArray type, but got ~;gvU7+#v^Wm4Rn>{+RxP4aSc,T_P4Ua):%e
* Argument data must have NDArray type, but got ^w.BN99`0Z48-Y4L%?k_}`5B5""Iq)PRt/9Jc""UehQL]VQJ>C(A6ew1(>[dg~dw\fX>,J|nR,IZj?Kd(VSaE0xfc=_1)E';ts4:2:=$*ZGf9xbkq;Fo1KTltH}XDZ+.^8Y?T7n:'`""p	75
* Argument data must have NDArray type, but got FT[$nm5Z`gwaWB5`mlm~<J]g#Ox3'?]-O)IfO9f,z'#bNog&f""5Q2,{`6mDg[.]!X; q(HTk=#R6S7|w#	n}\v*7]C e^AmQd0b'<Ec5N/DK8h*wH3=qD_GDhC",0,685,29,0.0,938,1,6887.91,0.29
