API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.ndarray.contrib.bipartite_matching,"* Some trailing characters could not be parsed: '[-1.3143754e+38  2.2578324e+38  2.0538917e+38 -5.8573119e+37
* Some trailing characters could not be parsed: '[-2.2502761e+38  1.4132190e+38 -3.0071491e+38 -1.5418744e+38]
* Some trailing characters could not be parsed: '[[[[-1.766400e+04 -3.545600e+04 -1.315000e+03 -6.524000e+03
* Some trailing characters could not be parsed: '[[[[-1.963200e+04 -3.721600e+04 -6.291200e+04 -6.380800e+04
* Some trailing characters could not be parsed: '[[-1.6377760e+38  7.7471904e+37  1.9558115e+38  8.3742312e+37",0,0,294,0.010000000000000009,1000,14,50.18,4.79
mxnet.ndarray.contrib.boolean_mask,"* Argument index must have NDArray type, but got 120
* object of type 'float' has no len()
* Argument data must have NDArray type, but got AR
* Argument data must have NDArray type, but got e73=x(k<wx`0Q]a_>mk/*b&YeWXqfM~v)bCFk+wp2YsCd/GPP=x-}#zm2]uD=Xd)jy7P	[R?o(/u`ln!b{v]skGj@&z;7'GY.ondTb[4R3#(xA<;+qdV
* Argument data must have NDArray type, but got YbkWJu63waP0X.",0,0,36,0.040000000000000036,1000,36,41.48,3.78
mxnet.ndarray.contrib.box_decode,"* Out of range value for std1, value='-7.926715415834852e+307', in operator _contrib_box_decode(name="""", format=""center"", std3=""1.5702721246802383e+38"", std2=""5.172940247668119e+37"", clip=""-53492.86418930716"", std1=""-7.926715415834852e+307"", std0=""7246.769857478619"")
* Out of range value for std1, value='-7.720334240041411e+307', in operator _contrib_box_decode(name="""", format=""corner"", std3=""3.966007481029768e+37"", std2=""45321.08921880035"", clip=""-63285.06056632281"", std1=""-7.720334240041411e+307"", std0=""-1.3409855705594228e+38"")
* Argument anchors must have NDArray type, but got Llb}Lf-9j	f&_(#v$|PJ*j?n/ '| 
* Argument data must have NDArray type, but got C{@V?AH&lCj-,>TU^}*Gy6T$;KWAsc'Io+'OtN=	@0prk%_yi
* Argument data must have NDArray type, but got +m#:(",0,0,95,0.010000000000000009,1000,14,41.81,3.55
mxnet.ndarray.contrib.box_encode,"* Argument matches must have NDArray type, but got L/tKf[C\w$EGJ~<QK]/ef$^NjvW{V	7iNKEk~oS//loe(wvB{SBh'kX5^RH6xN3aje
* object of type 'int' has no len()
* Argument matches must have NDArray type, but got g<gc Fhq;|{)n=|
* Argument refs must have NDArray type, but got |&\R,[o5YBJTQV
* Argument anchors must have NDArray type, but got eof:U3&-w%?_%Ay(3DO""\y5S[,@?g}b&wCt]_$recx;0A*bW9YAV]rBW1- Y	iSbWef;dr(!_XTHV)(1}mLYt'sr^kS<2~Kax/""\cxK]KW",0,0,165,0.0,980,3,46.68,4.13
mxnet.ndarray.contrib.box_iou,"* Argument lhs must have NDArray type, but got -7.226595234468597e+37
* object of type 'float' has no len()
* Argument lhs must have NDArray type, but got o/I
* Argument lhs must have NDArray type, but got dMIuO{s>C-ycxck
* Argument lhs must have NDArray type, but got \8Ch=Wbbm^jlw?CO73Y]j-u|ax.?H""cNF|	UlL)`SPO28cM5AtmRK8|LALj1",0,0,61,0.0,942,0,36.88,3.59
mxnet.ndarray.contrib.box_nms,"* Argument data must have NDArray type, but got -1.7584326641010275e+38
* Out of range value for valid_thresh, value='-5.962423350267781e+307', in operator _contrib_box_nms(name="""", out_format=""corner"", in_format=""corner"", background_id=""187"", id_index=""123"", coord_start=""2073304932"", topk=""79"", valid_thresh=""-5.962423350267781e+307"", force_suppress=""True"", score_index=""50"", overlap_thresh=""-59819.29220554034"")
* Argument data must have NDArray type, but got l cr+NY.Sd	7^	`EBE+E7]v\L	[i]mHt	eu58)(~0 b?OSgNnrvaghfJ52Z""Tx2gp}>c{[):Xq9m:o>p_E Zdr*wX#/r4$'Q Z\hj?Wq
* Argument data must have NDArray type, but got H+L!1H4ZKLPD?Q_EA JhfMrmv W%`x,n[aR$`7Qro*$x,S	(gM!P[B
* Argument data must have NDArray type, but got l.'e7el	{+Mx	/uU Yf!!""[[}2",0,0,42,0.0,1000,0,37.67,3.78
mxnet.ndarray.contrib.box_non_maximum_suppression,"* Argument data must have NDArray type, but got 115
* Out of range value for valid_thresh, value='2.3350097362477883e+307', in operator _contrib_box_nms(name="""", out_format=""center"", in_format=""center"", background_id=""5"", id_index=""207"", coord_start=""-121"", topk=""41"", valid_thresh=""2.3350097362477883e+307"", force_suppress=""True"", score_index=""-124"", overlap_thresh=""5.318242213033986e+307"")
* [15:35:05] src/operator/contrib/./bounding_box-inl.h:121: Check failed: score_index >= 0 && score_index < width_elem: score_index: -944548323 out of range: (0, 9)
* Argument data must have NDArray type, but got [$`ysgt&`@I207k!pu.hE@+p}}(#//'T('3xx
* Argument data must have NDArray type, but got l>BELw",0,0,46,0.0,1000,0,42.39,4.02
mxnet.ndarray.contrib.calibrate_entropy,"* [15:33:30] src/imperative/./imperative_utils.h:146: Operator _contrib_calibrate_entropy inferring shapes failed.
* Argument hist must have NDArray type, but got 3.2265533796709387e+38
* Invalid Parameter format for num_quantized_bins expect int but value='4353566650405754900', in operator _contrib_calibrate_entropy(name="""", num_quantized_bins=""4353566650405754900"")
* [15:33:25] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (0 vs. 2) : Operator _contrib_calibrate_entropy expects 2 inputs, but got 0 instead.
* object of type 'int' has no len()",0,0,7,0.050000000000000044,1000,47,40.7,3.46
mxnet.ndarray.contrib.cond,"* 'str' object is not callable
* The current array is not a scalar",0,0,2,0.0,1000,0,45.6,2.24
mxnet.ndarray.contrib.count_sketch,"* Invalid Parameter format for processing_batch_size expect int but value='6600796012001040018', in operator _contrib_count_sketch(name="""", processing_batch_size=""6600796012001040018"", out_dim=""
* Argument s must have NDArray type, but got True
* Invalid Parameter format for out_dim expect int but value='
* Invalid Parameter format for out_dim expect int but value='
* Invalid Parameter format for out_dim expect int but value='",0,0,400,0.0,1000,0,50.99,4.19
mxnet.ndarray.contrib.ctc_loss,"* Argument label must have NDArray type, but got True
* object of type 'int' has no len()
* Argument label must have NDArray type, but got W[]1}UjniH&q5r#8.\KUK$[G(@aftGOnwI5'cd,RE0==m6pQGsZV	xhR)Be'&g~N
* Argument label must have NDArray type, but got (#
* Argument data must have NDArray type, but got <#5274RD(k}<)z-}!Q<",0,0,57,0.0,993,0,28.31,3.66
mxnet.ndarray.contrib.ctcloss,"* Argument data must have NDArray type, but got True
* object of type 'float' has no len()
* Argument data must have NDArray type, but got 6` LgbN.k\Z_k(a,k>Cg:8y]0	}2W& e{f4;kLR^JrItVf$Thsn|?d!""gcfM(}E8^X)zv<0{qNf}Os[eA*F#ztBCk~jS)KWon9 EnI%:+
* Argument data must have NDArray type, but got U
* Argument label must have NDArray type, but got 4",0,0,65,0.0,990,0,28.08,3.48
mxnet.ndarray.contrib.deformableconvolution,"* Argument data must have NDArray type, but got -5.163989204232072e+307
* object of type 'int' has no len()
* Argument offset must have NDArray type, but got $q<|&zXU:rb3au^w%%|LI+1^:K6Dc_]M1ri&""BC;=@-oHUQ
* Argument offset must have NDArray type, but got H/y>q.A/E)I|X-JC'<	O	%+
* Argument bias must have NDArray type, but got ,'LxFaKM5Q]u<O!]ITi<l7h`OKcJCe&,NlH:M/U94'WQ	K=k	K)I",0,0,90,0.0,1000,0,77.55,3.55
mxnet.ndarray.contrib.deformablepsroipooling,"* Argument trans must have NDArray type, but got -105
* value 48998.4 for Parameter trans_std exceed bound [0,1]
* Argument trans must have NDArray type, but got B_[zBl|NW	b(Ck=
* Argument data must have NDArray type, but got 
* Argument data must have NDArray type, but got ApDk%9,G*L&yiDeT.,u4nNbW_hqZy",0,0,65,0.0,1000,0,70.45,4.05
mxnet.ndarray.contrib.dequantize,"* Argument min_range must have NDArray type, but got 2.8408593063615666e+38
* object of type 'float' has no len()
* [15:31:34] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (1 vs. 3) : Operator _contrib_dequantize expects 3 inputs, but got 1 instead.
* 'str' object has no attribute 'handle'",0,0,4,0.0,976,0,35.42,3.26
mxnet.ndarray.contrib.dgl_adjacency,"* Argument data must have NDArray type, but got -2.8404512123911466e+38
* [15:32:40] src/imperative/./imperative_utils.h:146: Operator _contrib_dgl_adjacency inferring shapes failed.
* Argument data must have NDArray type, but got ?Vzs1lYv\*-y#1@lp'Q|os=voFtVhd/|re`Q]}f)Hv0M{|A-hRsEoMSO4ha]`1$CJIj?H=&LtMh G|UDoakI``](4^YUk]YWn^r
* Argument data must have NDArray type, but got Ut}FI6	wABaRAR
* Argument data must have NDArray type, but got <z7W`edF",0,0,42,0.0,865,0,34.29,6.34
mxnet.ndarray.contrib.dgl_graph_compact,"* object of type 'int' has no len()
* value 0 for Parameter num_args should be greater equal to 2
* 'str' object has no attribute 'handle'",0,0,3,0.0,1000,0,55.64,5.1
mxnet.ndarray.contrib.div_sqrt_dim,"* Argument data must have NDArray type, but got -29837.58270735194
* [06:05:22] src/imperative/./imperative_utils.h:146: Operator _contrib_div_sqrt_dim inferring shapes failed.
* Argument data must have NDArray type, but got JIm{Ypkh!
* Argument data must have NDArray type, but got [\{""sdUt4MNsL>K73E-\uGRY']@Eb&sEQi9`1$@9!d>S {eJYrT9iPS:m2)bSq*J*22u3 X
* Argument data must have NDArray type, but got Myj('K""Yb5I$AWi<	V[{7=@r e)-;5#ta875qb*c",0,0,38,0.19999999999999996,866,172,21.76,1.65
mxnet.ndarray.contrib.edge_id,"* Argument v must have NDArray type, but got -53944.17826927947
* [15:32:44] src/operator/contrib/dgl_graph.cc:1183: Check failed: in_attrs->at(1)[0] == in_attrs->at(2)[0] (15 vs. 2) : 
* Argument data must have NDArray type, but got O}Dm:P<akOWWHEB
* Argument data must have NDArray type, but got z;]T%tz(UMYl$W
* Argument u must have NDArray type, but got KS9$D9dMHz2{T{G83yA_Hohr}CG6=/;L2]vRbnm}wN",0,0,94,0.0,973,0,42.81,3.79
mxnet.ndarray.contrib.fft,"* Argument data must have NDArray type, but got False
* Invalid Parameter format for compute_size expect int but value='8646696727514266173', in operator _contrib_fft(name="""", compute_size=""8646696727514266173"")
* Argument data must have NDArray type, but got O:Mbc`|
* Argument data must have NDArray type, but got 8RJ7DoFvNnV(&mG!
* Argument data must have NDArray type, but got \ezHsdSV(x6CcpAk'}93drcQ""j~",0,0,33,0.0,992,0,38.81,3.89
mxnet.ndarray.contrib.getnnz,"* Argument data must have NDArray type, but got -6.877638658065137e+307
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got K6.wMW""evM@@]'PMs/T;_jWHm,k'ww:%OkCx6NNJF""L+L5+fQ9@q_syNRTcMhv=6ZpANW.~7~~h:y*0cBjPO7xLVAp4:I\evLfM.f\~2q+.+S{tiB)[jpM1}G-)o|7pj>\1K{pb=Nk+/TtMPg!%tRJAAzsY?wL/I5p5T+hfIT^K<RnIa*!~:nzfMll~{jKK=/r!qQ6,[`%Yg)a)Y(
* Argument data must have NDArray type, but got ]<=kN8ya*;v0bX3(rR6dgig
* Argument data must have NDArray type, but got ",0,0,47,0.0,999,0,36.32,3.68
mxnet.ndarray.contrib.gradientmultiplier,"* Argument data must have NDArray type, but got 2670
* [15:36:04] src/imperative/./imperative_utils.h:146: Operator _contrib_gradientmultiplier inferring shapes failed.
* Argument data must have NDArray type, but got }/T%+9sb=,ZPZmM~V3	`P+<M5=zV9$YDL67Q&:Vd$\l/l>JEs:,5Q?{QOksw
* Argument data must have NDArray type, but got 0 aqEUJ(pQ4og
* Argument data must have NDArray type, but got 6z1@ro#I^70ZIl4^bU'|DFf^c-VVJ\",0,0,40,0.040000000000000036,998,37,48.89,2.55
mxnet.ndarray.contrib.group_adagrad_update,"* Out of range value for epsilon, value='3.95642466990793e+307', in operator _contrib_group_adagrad_update(name="""", epsilon=""3.95642466990793e+307"", clip_gradient=""1.733605793224234e+38"", rescale_grad=""49996.68089383963"", lr=""0.9413700127704753"")
* Argument grad must have NDArray type, but got 2457096673593841568
* Argument history must have NDArray type, but got H#
* Argument grad must have NDArray type, but got ViR`jM'O<B1mjQJ&)PK9
* Argument history must have NDArray type, but got zj<i& X[",0,0,69,0.0,1000,0,43.3,3.37
mxnet.ndarray.contrib.hawkesll,"* object of type 'int' has no len()
* Argument valid_length must have NDArray type, but got 1207871782719117329
* [15:35:38] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (6 vs. 8) : Operator _contrib_hawkesll expects 8 inputs, but got 6 instead.
* 'str' object has no attribute 'handle'",0,0,4,0.0,1000,0,39.07,3.67
mxnet.ndarray.contrib.ifft,"* Argument data must have NDArray type, but got 58
* [15:33:38] src/imperative/./imperative_utils.h:146: Operator _contrib_ifft inferring shapes failed.
* Argument data must have NDArray type, but got ]T>qW-&0Z/gOZn#i|;RRwEe+:*?:I:!F
* Argument data must have NDArray type, but got Y1[s<sHctqH[@/'?6>3TcSMS[Hf#HS?Nz:$_> k9 ""%?Pmtl&FxMe?e#*""{'*aZ/*Dbu.$nI-E9k{d/bb\O/N8x*9;yClvJ
* Argument data must have NDArray type, but got ljkbt:L&A1In@S?ad4y?o-;0:)e!Z+A",0,0,45,0.0,995,0,36.95,4.41
mxnet.ndarray.contrib.index_array,"* Invalid Parameter format for axes expect Shape or None but value='
* Invalid Parameter format for axes expect Shape or None but value='
* 'str' object has no attribute 'handle'
* Argument data must have NDArray type, but got 
* Invalid Parameter format for axes expect Shape or None but value='",0,0,389,0.0,992,0,42.62,5.06
mxnet.ndarray.contrib.index_copy,"* [15:31:12] src/operator/contrib/./index_copy-inl.h:64: Check failed: in_attrs->at(1).ndim() == 1 (2 vs. 1) : 
* object of type 'bool' has no len()
* Argument old_tensor must have NDArray type, but got )
* Argument new_tensor must have NDArray type, but got nc@P$!Ngjp3_)?;k,GZ	3a'!t}T|lP=iA+=0^h^<dfD+R6rz_&~668
* Argument old_tensor must have NDArray type, but got X=#*Z{xMN""?}fR",0,0,65,0.0,974,0,42.72,3.81
mxnet.ndarray.contrib.interleaved_matmul_encdec_qk,"* Invalid Parameter format for heads expect int but value='
* object of type 'bool' has no len()
* Invalid Parameter format for heads expect int but value='
* Invalid Parameter format for heads expect int but value='
* Invalid Parameter format for heads expect int but value='",0,0,484,0.0,1000,0,46.47,4.5
mxnet.ndarray.contrib.interleaved_matmul_encdec_valatt,"* Invalid Parameter format for heads expect int but value='
* Argument keys_values must have NDArray type, but got 1.4557652612329554e+307
* [15:32:51] src/c_api/../imperative/imperative_utils.h:370: Check failed: num_inputs == infered_num_inputs (1 vs. 2) : Operator _contrib_interleaved_matmul_encdec_valatt expects 2 inputs, but got 1 instead.
* Invalid Parameter format for heads expect int but value='
* Invalid Parameter format for heads expect int but value='",0,0,494,0.0,1000,0,48.31,4.82
mxnet.ndarray.contrib.interleaved_matmul_selfatt_qk,"* Invalid Parameter format for heads expect int but value='
* Shape inconsistent, Provided = [14,11,-1,7], inferred shape=[219152,6,6]
* Invalid Parameter format for heads expect int but value='
* Invalid Parameter format for heads expect int but value='
* Invalid Parameter format for heads expect int but value='",0,0,509,0.010000000000000009,1000,8,46.3,4.49
mxnet.ndarray.contrib.interleaved_matmul_selfatt_valatt,"* Invalid Parameter format for heads expect int but value='
* Argument queries_keys_values must have NDArray type, but got 114
* Invalid Parameter format for heads expect int but value='
* Invalid Parameter format for heads expect int but value='
* Invalid Parameter format for heads expect int but value='",0,0,460,0.0,1000,0,33.93,3.63
mxnet.ndarray.contrib.multiboxdetection,"* Invalid Parameter format for background_id expect int but value='3634283754108397221', in operator _contrib_MultiBoxDetection(name="""", variances=""(-45800.0, 14984.0)"", force_suppress=""False"", background_id=""3634283754108397221"", threshold=""1.4295760599752479e+38"", nms_topk=""-21814"", nms_threshold=""-3.3980636938501118e+38"", clip=""False"")
* Out of range value for nms_threshold, value='-2.6402344669829324e+307', in operator _contrib_MultiBoxDetection(name="""", variances=""()"", force_suppress=""True"", background_id=""793884294"", threshold=""-1.647913494068481e+38"", nms_topk=""100"", nms_threshold=""-2.6402344669829324e+307"", clip=""True"")
* Out of range value for nms_threshold, value='-4.3590702801783215e+307', in operator _contrib_MultiBoxDetection(name="""", variances=""(-9.044312e+37, 3.120763e+38, 1.8793667e+38)"", force_suppress=""False"", background_id=""31104"", threshold=""-6651.486315589122"", nms_topk=""-170552371"", nms_threshold=""-4.3590702801783215e+307"", clip=""False"")
* Invalid Parameter format for variances expect tuple of <float> but value='(-2.465957901811703e+307, 4.928419750268224e+307, -1.9216703270901679e+307, -5.468025266374456e+307, 7.28829399395658e+307, 7.482387305643919e+307, 1.9366487674068165e+307, -3.078077624470861e+306, 6.412893723194094e+307, -1.6351902052823885e+307, 2.8603804627899367e+307, 3.5014914462855106e+307, -2.3659670453717345e+307, 6.833596767518372e+307, -3.5466880307179864e+306, 6.647880813285247e+307, -3.582118410397545e+307, 4.270866347346811e+307)', in operator _contrib_MultiBoxDetection(name="""", variances=""(-2.465957901811703e+307, 4.928419750268224e+307, -1.9216703270901679e+307, -5.468025266374456e+307, 7.28829399395658e+307, 7.482387305643919e+307, 1.9366487674068165e+307, -3.078077624470861e+306, 6.412893723194094e+307, -1.6351902052823885e+307, 2.8603804627899367e+307, 3.5014914462855106e+307, -2.3659670453717345e+307, 6.833596767518372e+307, -3.5466880307179864e+306, 6.647880813285247e+307, -3.582118410397545e+307, 4.270866347346811e+307)"", force_suppress=""True"", background_id=""123"", threshold=""-19353.10430522941"", nms_topk=""15"", nms_threshold=""-1990.3896197108334"", clip=""False"")
* Invalid Parameter format for variances expect tuple of <float> but value='(3.941460308575509e+307, 4.710669978456825e+307, 8.640437818154685e+307, 5.329770204933401e+307, -2.8543285562772485e+307, -9.071850407477703e+306, 8.448579808489452e+307, 7.634683332662203e+307, 5.840947245751544e+307, 1.318383763062371e+307, 7.461867521086271e+307, 4.0630839956482223e+307, -5.482393665669505e+307, 6.623809266187687e+307, 2.6707605960882956e+307, -7.660648679831096e+307, -4.748127838716502e+306)', in operator _contrib_MultiBoxDetection(name="""", variances=""(3.941460308575509e+307, 4.710669978456825e+307, 8.640437818154685e+307, 5.329770204933401e+307, -2.8543285562772485e+307, -9.071850407477703e+306, 8.448579808489452e+307, 7.634683332662203e+307, 5.840947245751544e+307, 1.318383763062371e+307, 7.461867521086271e+307, 4.0630839956482223e+307, -5.482393665669505e+307, 6.623809266187687e+307, 2.6707605960882956e+307, -7.660648679831096e+307, -4.748127838716502e+306)"", force_suppress=""True"", background_id=""1451170399"", threshold=""-8.455819410624859e+307"", nms_topk=""-7303056276215697863"", nms_threshold=""-49956.60251429471"", clip=""True"")",0,0,338,0.0,1000,0,45.6,3.54
mxnet.ndarray.contrib.multiboxprior,"* Invalid Parameter format for ratios expect tuple of <float> but value='[-3.7785859058772725e+307, 4.4984683854013224e+306, 7.093485055871387e+307, -2.0386766362974573e+307, 4.921039587319627e+307, -2.9394975563612074e+307]', in operator _contrib_MultiBoxPrior(name="""", steps=""(-1.2632405e+38, 9.426749e+37, 3.1351908e+38, -3.015563e+38, 6.5233645e+37)"", offsets=""(-30620.0, -51550.0, -55000.0, 35070.0, -5750.0, -53300.0, 54080.0, 2692.0, 31620.0, -46850.0, -51800.0, 3564.0, -3572.0)"", clip=""True"", ratios=""[-3.7785859058772725e+307, 4.4984683854013224e+306, 7.093485055871387e+307, -2.0386766362974573e+307, 4.921039587319627e+307, -2.9394975563612074e+307]"", sizes=""[-2.0616605e+38, -3.2194962e+38, 2.517772e+38, 2.7069123e+38, -2.1683525e+38, 2.745469e+38, -5.4761056e+37, -1.7482713e+38, 2.3543114e+37, 2.7635438e+38, -1.0851927e+38, -3.6288486e+37, -1.918416e+38, -6.7633596e+37]"")
* Invalid Parameter format for steps expect tuple of <float> but value='(-1.4799584892230714e+306, -8.687962636429933e+307, -4.279554352405011e+307, -8.167065645521795e+307, 2.7053148610016305e+306, -2.482481264681794e+307, 2.5081980658680164e+306, -4.157194864607851e+307, 3.7858777888313785e+306, -7.877523565842182e+307, 4.883747043611969e+307, -8.662082602623899e+307, 6.365758280723695e+307, -3.8702387150765045e+307, 3.6963664310347756e+307, -8.748901936547824e+307, -1.6761167740231707e+307)', in operator _contrib_MultiBoxPrior(name="""", steps=""(-1.4799584892230714e+306, -8.687962636429933e+307, -4.279554352405011e+307, -8.167065645521795e+307, 2.7053148610016305e+306, -2.482481264681794e+307, 2.5081980658680164e+306, -4.157194864607851e+307, 3.7858777888313785e+306, -7.877523565842182e+307, 4.883747043611969e+307, -8.662082602623899e+307, 6.365758280723695e+307, -3.8702387150765045e+307, 3.6963664310347756e+307, -8.748901936547824e+307, -1.6761167740231707e+307)"", offsets=""(-2.849881263276377e+307, -5.428654804539522e+307, 5.99680363277677e+307, -7.14548143768062e+307, -1.5229941558255049e+307, 1.0675170331680256e+307, 2.8258584462563865e+307, 8.432072204435495e+307, 7.749007902306875e+306, -1.3011648944290014e+307, 8.896031830513476e+307, -2.0756267088088268e+307, 2.3210581071601707e+307)"", clip=""True"", ratios=""[6.745896588672672e+307, 7.869456591126398e+307, -8.037782712631268e+306, 5.85015186017006e+307, 6.815874197376432e+307, 8.866590208882583e+307, -6.489049696752654e+307, -4.621089968459049e+307, -5.154501503880942e+307, 1.4977413578157292e+307, -2.6808469207752493e+307, -4.035074045986022e+307]"", sizes=""[1.4426121e+38, 1.7114433e+38, -1.7361333e+38, -9.538873e+37, -2.9933677e+38, -6.4147567e+37, -1.1460775e+38, 1.863173e+38, 8.313598e+37, -1.183454e+38, 2.9100781e+38, -7.1843494e+37, -2.1727257e+38, 3.33902e+38, 1.9389904e+38, 5.228208e+37, 7.2592427e+37, -1.1506059e+37, -2.1185285e+38, 3.0040409e+38]"")
* Invalid Parameter format for sizes expect tuple of <float> but value='[-3.939078653808982e+307, -8.789924803041986e+307, 3.7041894471810987e+307, 8.584185008139567e+307, -7.58963891009914e+306, -6.053186288929733e+307, 1.234143628340739e+307, 5.889914298767787e+307]', in operator _contrib_MultiBoxPrior(name="""", steps=""(-39680.0, -12560.0, 57570.0, -49120.0)"", offsets=""(2.6710443e+38, -2.578643e+38, -3.2290624e+38, 7.2378045e+36, 1.3702932e+38, 1.6857949e+38, 2.8629678e+38, -1.7115427e+38, 3.3981545e+38, 1.7144502e+38, -5.6116e+37, 3.2595256e+38, -1.4384618e+38, 2.3215917e+38, 2.6292694e+38, -2.9212874e+38, 1.8690017e+38, 2.0730947e+38)"", clip=""True"", ratios=""[-63300.0, -13360.0, 51780.0, 49180.0, -18540.0, 14510.0, 49280.0, -55580.0, 22750.0, -40900.0]"", sizes=""[-3.939078653808982e+307, -8.789924803041986e+307, 3.7041894471810987e+307, 8.584185008139567e+307, -7.58963891009914e+306, -6.053186288929733e+307, 1.234143628340739e+307, 5.889914298767787e+307]"")
* Invalid Parameter format for offsets expect tuple of <float> but value='(7.840150859943726e+307, -6.178990629877566e+307, -6.128407233443176e+307, 8.635644817186664e+307, -7.890721749038226e+307, -8.08801851242086e+307, 3.7877439002170134e+307, -3.8159367209744397e+307)', in operator _contrib_MultiBoxPrior(name="""", steps=""(8.930224e+37, -2.1913194e+38, -3.143401e+38, -2.7736266e+38, 1.9784334e+38, 2.7627595e+38, 1.3672635e+38, 1.9051752e+38, 4.750146e+37, -2.1467762e+38, -1.0857096e+38, 6.1345563e+37, -2.011069e+38)"", offsets=""(7.840150859943726e+307, -6.178990629877566e+307, -6.128407233443176e+307, 8.635644817186664e+307, -7.890721749038226e+307, -8.08801851242086e+307, 3.7877439002170134e+307, -3.8159367209744397e+307)"", clip=""False"", ratios=""[3.444535187996413e+307, 5.645755936144271e+307, -6.048115216205177e+307]"", sizes=""[-2.1227011e+37, 2.876997e+37, 6.520389e+37, -2.1774753e+38, 2.0988511e+38, 7.808066e+37]"")
* Invalid Parameter format for sizes expect tuple of <float> but value='[1.8031986620789474e+307, 3.8610018271884654e+307, -8.032874670347117e+305, -2.476960299126446e+307, 4.324084577310169e+307, -8.682019575902023e+307, 2.513126742085216e+306, -2.771687290441443e+307, -3.9024460376994557e+307]', in operator _contrib_MultiBoxPrior(name="""", steps=""(-2.2731762e+38, -1.8796802e+38, 7.453356e+37, -2.836432e+38, 2.6487466e+38, -3.05092e+38, -3.2509737e+38, 2.9860012e+37, -3.2916961e+38, 2.5138858e+38)"", offsets=""(53600.0, -54940.0, -18720.0, 30500.0, -25440.0, -46050.0, 50750.0)"", clip=""True"", ratios=""[3.1367065e+38, -1.455694e+38, -1.1585414e+38, -2.2492695e+38, -3.3893452e+38, 3.4271984e+37, 1.6756841e+38, 3.3398222e+38, -3.2890856e+38, 3.3505405e+37, -1.0968092e+38, -1.5362466e+38, 9.875975e+37, -3.1654876e+38, -2.7733574e+36, -1.4518225e+38, 3.1458052e+38, 6.2713895e+37, 2.5592957e+38]"", sizes=""[1.8031986620789474e+307, 3.8610018271884654e+307, -8.032874670347117e+305, -2.476960299126446e+307, 4.324084577310169e+307, -8.682019575902023e+307, 2.513126742085216e+306, -2.771687290441443e+307, -3.9024460376994557e+307]"")",0,0,467,0.0,1000,0,39.39,3.7
