API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
torch.fmod,"* The size of tensor a (13) must match the size of tensor b (20) at non-singleton dimension 2
* ""fmod_scalar_cpu"" not implemented for 'Half'
* fmod() received an invalid combination of arguments - got (input=Tensor, out=int, other=Tensor, ), but expected one of:
* expected dtype Double but got dtype Float",0,8,4,0.44,25,11,217.44,0.01,4096,0,0.0
torch.full,"* full() received an invalid combination of arguments - got (fill_value=Tensor, size=Tensor, device=Tensor, requires_grad=Tensor, layout=NoneType, dtype=NoneType, out=NoneType, ), but expected one of:",0,0,1,1.0,11,11,684.49,0.01,16384,0,0.0
torch.gather,"* gather() received an invalid combination of arguments - got (input=Tensor, dim=int, index=Tensor, sparse_grad=NoneType, out=NoneType, ), but expected one of:",0,0,1,1.0,11,11,40.77,0.01,1024,0,0.0
torch.ge,"* ge() received an invalid combination of arguments - got (input=int, out=Tensor, other=Tensor, ), but expected one of:
* The size of tensor a (11) must match the size of tensor b (8) at non-singleton dimension 3",0,0,2,0.56,27,15,201.68,0.01,4096,0,0.0
torch.geqrf,"* _th_geqrf not supported on CPUType for Long
* geqrf(): argument 'input' must be Tensor, not str
* invalid argument 1: A should be 2 dimensional at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:341
* geqrf(): argument 'out' must be tuple of Tensors, not Tensor",0,0,4,0.95,19,18,5.19,0.01,256,0,0.0
torch.ger,"* ger: Expected 1-D argument vec2, but got 4-D
* ger(): argument 'out' must be Tensor, not int",0,0,2,1.0,11,11,82.77,0.01,4096,0,0.0
torch.gt,"* The size of tensor a (16) must match the size of tensor b (4) at non-singleton dimension 3
* value cannot be converted to type at::Half without overflow: -5.47191e+07
* gt() received an invalid combination of arguments - got (input=int, out=Tensor, other=Tensor, ), but expected one of:",0,0,3,0.52,21,11,181.78,0.01,4096,0,0.0
torch.hamming_window,"* hamming_window() received an invalid combination of arguments - got (window_length=Tensor, periodic=Tensor, alpha=NoneType, device=Tensor, requires_grad=NoneType, layout=NoneType, dtype=str, beta=NoneType, ), but expected one of:",0,0,1,1.0,11,11,2601.83,0.01,65536,0,0.0
torch.hann_window,"* hann_window() received an invalid combination of arguments - got (window_length=float, device=Tensor, requires_grad=Tensor, layout=Tensor, periodic=Tensor, dtype=str, ), but expected one of:",0,0,1,1.0,11,11,145.55,0.01,4096,0,0.0
torch.histc,"* histc(): argument 'bins' must be int, not Tensor
* histc(): argument 'input' must be Tensor, not float",0,0,2,1.0,11,11,36.15,0.01,1024,0,0.0
torch.hub.download_url_to_file,"* unsupported operand type(s) for +: 'builtin_function_or_method' and 'str'
* <urlopen error unknown url type: zylx{wlr'u~=*",0,0,2,1.0,11,11,9.97,0.01,256,0,0.0
torch.hub.help,"* Tensor.__contains__ only supports Tensor or scalar, but you passed in a <class 'str'>.
* argument of type 'float' is not iterable",0,0,2,1.0,11,11,66.97,0.01,4096,0,0.0
torch.hub.list,"* Tensor.__contains__ only supports Tensor or scalar, but you passed in a <class 'str'>.
* too many values to unpack (expected 2)
* argument of type 'int' is not iterable",0,0,3,1.0,11,11,4.27,0.01,256,0,0.0
torch.hub.load,"* Tensor.__contains__ only supports Tensor or scalar, but you passed in a <class 'str'>.
* argument of type 'float' is not iterable
* too many values to unpack (expected 2)",0,0,3,1.0,11,11,35.46,0.01,1024,0,0.0
torch.hub.load_state_dict_from_url,"* bool value of Tensor with more than one value is ambiguous
* expected str, bytes or os.PathLike object, not Tensor
* 'int' object has no attribute 'decode'",0,0,3,1.0,11,11,38.87,0.01,1024,0,0.0
torch.hub.set_dir,N/A - no exception,0,0,0,0.0,982,0,19.93,N/A,N/A,N/A,N/A
torch.ifft,"* ifft(): argument 'input' must be Tensor, not int
* ifft(): argument 'normalized' must be bool, not NoneType
* ifft(): argument 'signal_ndim' must be int, not Tensor",0,0,3,1.0,11,11,71.84,0.01,4096,0,0.0
torch.imag,"* imag() got an unexpected keyword argument 'out'
* imag(): argument 'input' must be Tensor, not float",0,0,2,1.0,11,11,4.16,0.01,256,0,0.0
torch.index_select,"* index_select() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=NoneType, index=Tensor, ), but expected one of:
* Dimension out of range (expected to be in range of [-4, 3], but got 8590246764354714800)",0,0,2,1.0,11,11,9.2,0.01,256,0,0.0
torch.inverse,"* inverse(): argument 'input' must be Tensor, not str
* ""inverse_cpu"" not implemented for 'Short'
* A must be batches of square matrices, but they are 7 by 4 matrices
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,4,1.0,11,11,5.08,0.01,256,0,0.0
torch.irfft,"* irfft(): argument 'signal_ndim' must be int, not str
* irfft(): argument 'input' must be Tensor, not float",0,0,2,1.0,11,11,34.77,0.01,1024,0,0.0
torch.is_complex,"* is_complex(): argument 'input' must be Tensor, not float",0,0,1,0.24,986,237,20.28,0.29,N/A,N/A,N/A
torch.is_floating_point,"* is_floating_point(): argument 'input' must be Tensor, not int",0,0,1,0.23,976,227,20.88,0.28,N/A,N/A,N/A
torch.jit.load,"* 'Tensor' object has no attribute 'read'
* map_location should be either None, string or torch.device, but got type: <class 'torch.Tensor'>
* The provided filename r.zF+ ixB9i{uJ!a0D>+g%P,Qm{Ql=p&P[s?5_AiJcu+\NeAq7#q$a}}0Y_qi^tUaILSb8zq,Lc[8V5TX=	UNOf^""N
* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: 
* The provided filename ",0,0,5,1.0,11,11,62.23,0.01,4096,0,0.0
torch.jit.save,* 'Tensor' object has no attribute 'save_to_buffer',0,0,1,1.0,11,11,63.0,0.01,4096,0,0.0
torch.jit.script,* 'Tensor' object has no attribute '__name__',0,0,1,1.0,11,11,0.5,0.01,16,0,0.0
torch.jit.trace,* 'Tensor' object has no attribute '__name__',0,0,1,1.0,11,11,150.84,0.01,4096,0,0.0
torch.kthvalue,"* kthvalue() received an invalid combination of arguments - got (input=int, dim=NoneType, out=Tensor, k=Tensor, keepdim=Tensor, ), but expected one of:",0,0,1,1.0,11,11,41.82,0.01,1024,0,0.0
torch.le,"* The size of tensor a (9) must match the size of tensor b (15) at non-singleton dimension 1
* le() received an invalid combination of arguments - got (input=Tensor, out=int, other=Tensor, ), but expected one of:",0,0,2,0.58,19,11,166.85,0.01,4096,0,0.0
torch.lerp,"* expected dtype long int for `weights` but got dtype long int
* lerp() received an invalid combination of arguments - got (input=Tensor, end=int, out=Tensor, weight=float, ), but expected one of:",0,0,2,1.0,11,11,7.99,0.01,256,0,0.0
torch.lgamma,"* lgamma_vml_cpu not implemented for 'Short'
* expected dtype Float but got dtype Half
* result type Half can't be cast to the desired output type Long
* lgamma(): argument 'input' must be Tensor, not str
* expected dtype Double but got dtype Bool",0,0,6,0.73,15,11,44.9,0.01,256,0,0.0
torch.linspace,"* linspace(): argument 'start' must be Number, not str",0,0,1,1.0,11,11,2270.32,0.01,65536,0,0.0
torch.load,* 'Tensor' object has no attribute '__name__',0,0,1,1.0,11,11,7.91,0.01,256,0,0.0
torch.lobpcg,N/A - no exception,0,0,0,1.0,11,11,N/A,N/A,N/A,N/A,N/A
torch.log,"* log_vml_cpu not implemented for 'Bool'
* expected dtype Double but got dtype Char
* result type Double can't be cast to the desired output type Byte
* log(): argument 'out' must be Tensor, not str",0,0,4,0.82,34,28,37.33,0.01,256,0,0.0
torch.log10,"* log10_vml_cpu not implemented for 'Char'
* expected dtype Float but got dtype Int
* result type Short can't be cast to the desired output type Bool
* log10(): argument 'out' must be Tensor, not float",0,0,4,0.8,61,49,26.07,0.02,256,0,0.0
torch.log1p,"* log1p_vml_cpu not implemented for 'Short'
* result type Short can't be cast to the desired output type Bool
* log1p(): argument 'out' must be Tensor, not float
* expected dtype Double but got dtype Bool
* expected dtype Short but got dtype Byte",0,0,5,0.84,55,46,27.33,0.04,256,0,0.0
torch.log2,"* log2_vml_cpu not implemented for 'Char'
* expected dtype Float but got dtype Long
* result type Short can't be cast to the desired output type Bool
* log2(): argument 'out' must be Tensor, not float
* expected dtype Half but got dtype Byte",0,0,5,0.89,19,17,5.81,0.01,256,0,0.0
torch.logdet,"* A must be batches of square matrices, but they are 20 by 19 matrices
* logdet(): argument 'input' must be Tensor, not str
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,3,1.0,11,11,0.79,0.01,16,0,0.0
torch.logical_and,"* The size of tensor a (12) must match the size of tensor b (13) at non-singleton dimension 1
* logical_and(): argument 'input' must be Tensor, not str",0,0,2,0.86,21,18,109.83,0.01,4096,0,0.0
torch.logical_not,"* logical_not(): argument 'out' must be Tensor, not str",0,0,1,0.33,995,328,113.94,0.62,N/A,N/A,N/A
torch.logical_or,"* logical_or(): argument 'input' must be Tensor, not float
* The size of tensor a (20) must match the size of tensor b (16) at non-singleton dimension 2",0,0,2,0.73,15,11,126.68,0.01,4096,0,0.0
torch.logical_xor,"* The size of tensor a (19) must match the size of tensor b (17) at non-singleton dimension 3
* logical_xor(): argument 'input' must be Tensor, not int",0,0,2,0.79,14,11,106.56,0.01,4096,0,0.0
torch.logspace,"* logspace(): argument 'start' must be Number, not Tensor",0,0,1,1.0,11,11,10486.17,0.01,262144,0,0.0
torch.logsumexp,"* logsumexp() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=int, keepdim=Tensor, ), but expected one of:",0,0,1,1.0,11,11,8.96,0.02,256,0,0.0
torch.lstsq,"* lstsq(): argument 'input' must be Tensor, not int
* Expected object of scalar type Double but got scalar type Long for argument #2 'A' in call to _th_gels
* _th_gels not supported on CPUType for Byte
* lstsq(): argument 'out' must be tuple of Tensors, not Tensor",0,0,4,1.0,11,11,72.94,0.01,4096,0,0.0
torch.lt,"* The size of tensor a (0) must match the size of tensor b (13) at non-singleton dimension 3
* lt() received an invalid combination of arguments - got (input=Tensor, out=int, other=Tensor, ), but expected one of:",0,0,2,0.58,19,11,150.72,0.01,4096,0,0.0
torch.lu,"* bool value of Tensor with more than one value is ambiguous
* _lu_no_infos() got an unexpected keyword argument '*args'",0,0,2,1.0,11,11,34.44,0.01,1024,0,0.0
torch.lu_unpack,"* bool value of Tensor with no values is ambiguous
* 'float' object is not iterable
* invalid index of a 0-dim tensor. Use `tensor.item()` in Python or `tensor.item<T>()` in C++ to convert a 0-dim tensor to a number
* 'float' object has no attribute 'shape'
* iteration over a 0-d tensor",0,0,10,0.68,1028,703,1892.45,2.82,256,0,0.0
torch.manual_seed,"* invalid literal for int() with base 10: 'mQQ_q3N}8]0h:We8*""IXb(VIP+~Z{f!X?4PPcg_U r\tq\x0cY{*u@ 1|rKr;74it4~xCE*i^W G>nE{s\x0c=;ye;yNN|\r?61&h"":^hQc![(fm>PqDqq7N,{&N 3UlxWqH.nfczO\n?N+-(52w\x0cA""m1:5jh=}:1}\\=""n/w[PR!-+uE8jX`!!%4p;xjxH{W}}U
* only one element tensors can be converted to Python scalars",0,0,2,0.85,40,34,1.27,0.02,16,0,0.0
torch.masked_select,"* masked_select(): argument 'input' must be Tensor, not int
* Expected object of scalar type Bool but got scalar type Half for argument #2 'mask' in call to _th_masked_select_bool
* The size of tensor a (12) must match the size of tensor b (17) at non-singleton dimension 3",0,0,3,0.92,12,11,100.53,0.01,4096,0,0.0
torch.matmul,"* matmul(): argument 'out' must be Tensor, not int
* The size of tensor a (19) must match the size of tensor b (3) at non-singleton dimension 0
* Expected object of scalar type Short but got scalar type Half for argument #3 'mat2' in call to _th_addmm_out
* _th_addmm_out not supported on CPUType for Bool",0,0,4,0.26,42,11,406.9,0.01,4096,0,0.0
torch.matrix_power,"* matrix_power(): argument 'n' must be int, not float",0,0,1,1.0,11,11,5.07,0.02,256,0,0.0
torch.matrix_rank,"* matrix_rank(): argument 'tol' must be float, not str
* matrix_rank(): argument 'input' must be Tensor, not float",0,0,2,1.0,11,11,74.88,0.01,4096,0,0.0
torch.max,"* max(): argument 'input' must be Tensor, not float
* operation does not have an identity.
* ""max_all"" not implemented for 'Half'",0,0,3,0.42,979,414,42.84,0.91,N/A,N/A,N/A
torch.max2,"* max() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=Tensor, keepdim=Tensor, ), but expected one of:",0,0,1,1.0,11,11,9.51,0.01,256,0,0.0
torch.max22,"* The size of tensor a (6) must match the size of tensor b (20) at non-singleton dimension 2
* max() received an invalid combination of arguments - got (input=Tensor, out=int, other=Tensor, ), but expected one of:
* result type Double can't be cast to the desired output type Short",0,0,3,1.0,11,11,94.75,0.01,4096,0,0.0
torch.mean,"* mean(): argument 'input' must be Tensor, not int
* Can only calculate the mean of floating types. Got Long instead.",0,0,2,0.86,21,18,1.38,0.01,16,0,0.0
torch.mean2,"* mean() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=Tensor, keepdim=Tensor, ), but expected one of:",0,0,1,1.0,11,11,10.59,0.01,256,0,0.0
torch.median,"* ""median"" not implemented for 'Half'
* median cannot be called with empty tensor
* median(): argument 'input' must be Tensor, not str",0,0,3,0.43,978,421,196.18,0.97,N/A,N/A,N/A
torch.median2,"* median() received an invalid combination of arguments - got (input=Tensor, dim=str, out=NoneType, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,11,11,10.51,0.01,256,0,0.0
torch.min,"* min(): argument 'input' must be Tensor, not int
* operation does not have an identity.
* ""min_all"" not implemented for 'Half'",0,0,3,0.43,980,423,146.71,0.88,N/A,N/A,N/A
torch.min2,"* min() received an invalid combination of arguments - got (input=int, dim=Tensor, out=Tensor, keepdim=int, ), but expected one of:",0,0,1,1.0,11,11,10.72,0.01,256,0,0.0
torch.min22,"* The size of tensor a (5) must match the size of tensor b (8) at non-singleton dimension 3
* min() received an invalid combination of arguments - got (input=str, out=NoneType, other=Tensor, ), but expected one of:",0,0,2,1.0,11,11,94.29,0.01,4096,0,0.0
torch.mm,"* Expected object of scalar type Char but got scalar type Short for argument #3 'mat2' in call to _th_addmm_out
* mm(): argument 'mat2' must be Tensor, not int
* Dimension out of range (expected to be in range of [-1, 0], but got 1)",0,0,3,1.0,11,11,92.03,0.01,4096,0,0.0
torch.mode,"* mode() received an invalid combination of arguments - got (input=int, dim=NoneType, out=bool, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,11,11,9.73,0.01,256,0,0.0
torch.mul,"* result type Float can't be cast to the desired output type Byte
* The size of tensor a (9) must match the size of tensor b (11) at non-singleton dimension 3
* mul(): argument 'input' must be Tensor, not str
* ""mul_cpu"" not implemented for 'Half'",0,0,4,0.53,95,50,408.42,0.02,4096,0,0.0
torch.multinomial,"* multinomial(): argument 'input' must be Tensor, not bool
* multinomial(): argument 'num_samples' must be int, not Tensor
* multinomial(): argument 'replacement' must be bool, not NoneType",0,0,3,1.0,11,11,36.67,0.01,1024,0,0.0
torch.mv,"* mv(): argument 'vec' must be Tensor, not str
* _th_addmv_out not supported on CPUType for Bool
* Expected object of scalar type Char but got scalar type Double for argument #3 'vec' in call to _th_addmv_out",0,0,3,1.0,11,11,81.46,0.01,4096,0,0.0
torch.mvlgamma,"* mvlgamma(): argument 'p' must be int, not float
* mvlgamma(): argument 'input' must be Tensor, not str",0,0,2,1.0,11,11,4.61,0.01,256,0,0.0
torch.narrow,"* narrow() received an invalid combination of arguments - got (dim=Tensor, length=Tensor, input=Tensor, start=Tensor, ), but expected one of:",0,0,1,1.0,11,11,9.09,0.01,256,0,0.0
torch.ne,"* value cannot be converted to type uint8_t without overflow: 18872
* The size of tensor a (13) must match the size of tensor b (12) at non-singleton dimension 3
* ne() received an invalid combination of arguments - got (input=Tensor, out=int, other=Tensor, ), but expected one of:",0,0,3,0.79,76,60,169.67,0.04,4096,0,0.0
torch.neg,"* result type Float can't be cast to the desired output type Long
* neg(): argument 'out' must be Tensor, not str
* Negation, the `-` operator, on a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.
* ""neg_cpu"" not implemented for 'Half'",0,0,4,0.69,35,24,25.95,0.01,256,0,0.0
torch.nn.functional.adaptive_avg_pool1d,"* adaptive_avg_pool1d(): argument 'input' must be Tensor, not int
* ""adaptive_avg_pool2d_cpu"" not implemented for 'Short'
* adaptive_avg_pool1d(): argument 'output_size' must be tuple of ints, not Tensor",0,0,3,0.79,14,11,35.6,0.01,256,0,0.0
torch.nn.functional.adaptive_avg_pool2d,"* Input dimension should be at least 15
* adaptive_avg_pool2d(): argument 'output_size' must be tuple of ints, but found element of type Tensor at pos 1
* non-empty 3D or 4D (batch mode) tensor expected for input
* 'int' object has no attribute 'size'
* [enforce fail at CPUAllocator.cpp:47] ((ptrdiff_t)nbytes) >= 0. alloc_cpu() seems to have been called with negative number: 14029606855749309792",0,11,5,0.48,23,11,125.28,0.01,256,0,0.0
torch.nn.functional.adaptive_avg_pool3d,"* 'int' object has no attribute 'size'
* Input dimension should be at least 20
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 3992017349108506832 bytes. Error code 12 (Cannot allocate memory)
* adaptive_avg_pool3d(): argument 'output_size' must be tuple of ints, but found element of type Tensor at pos 1",0,1,4,0.85,13,11,25.02,0.01,256,0,0.0
torch.nn.functional.adaptive_max_pool1d,"* _adaptive_max_pool1d() got an unexpected keyword argument '*args'
* bool value of Tensor with more than one value is ambiguous",0,0,2,1.0,11,11,78.84,0.01,4096,0,0.0
torch.nn.functional.adaptive_max_pool2d,"* adaptive_max_pool2d_with_indices() got an unexpected keyword argument '*args'
* bool value of Tensor with more than one value is ambiguous",0,0,2,1.0,11,11,73.91,0.01,4096,0,0.0
torch.nn.functional.adaptive_max_pool3d,"* adaptive_max_pool3d_with_indices() got an unexpected keyword argument '*args'
* bool value of Tensor with more than one value is ambiguous",0,0,2,1.0,11,11,69.81,0.01,4096,0,0.0
torch.nn.functional.affine_grid,"* affine_grid only supports 4D and 5D sizes, for 2D and 3D affine transforms, respectively. Got size tensor([[False,  True, False,  True, False, False],
* 'int' object has no attribute 'is_floating_point'
* Expected theta to have floating point type, but got torch.int64
* Expected a batch of 3D affine matrices of shape Nx3x4 for size tensor([[[[ 115,   83,  -25,  ...,  119,  -90,  -39],",0,0,4,0.79,14,11,110.11,0.01,4096,0,0.0
torch.nn.functional.avg_pool1d,"* avg_pool1d(): argument 'input' must be Tensor, not str
* avg_pool1d(): argument 'kernel_size' must be tuple of ints, not Tensor",0,0,2,1.0,11,11,160.78,0.01,4096,0,0.0
torch.nn.functional.avg_pool2d,"* avg_pool2d(): argument 'kernel_size' must be tuple of ints, not Tensor
* avg_pool2d(): argument 'input' must be Tensor, not int",0,0,2,1.0,11,11,531.18,0.01,16384,0,0.0
torch.nn.functional.avg_pool3d,"* avg_pool3d(): argument 'kernel_size' must be tuple of ints, not Tensor
* avg_pool3d(): argument 'input' must be Tensor, not int",0,0,2,1.0,11,11,512.96,0.01,16384,0,0.0
torch.nn.functional.binary_cross_entropy,"* -27 is not a valid value for reduction
* tensor([-15328.,  16216.,  -8792.,  -4014.,   7356.,   8032.,  12576.],
* tensor([[[False, False, False,  ..., False,  True, False],
* tensor([[ 6663603470785352656,  2859630261554380753,  8740732652969922407,
* tensor([ 72, 212,  17, 232, 214], dtype=torch.uint8) is not a valid value for reduction",0,0,5,1.0,11,11,8.2,0.01,256,0,0.0
torch.nn.functional.binary_cross_entropy_with_logits,"* None is not a valid value for reduction
* tensor([[[[False,  True,  True,  True],
* tensor([[[[ 4144.0000, -5956.0000, -4624.0000, -3268.0000, -5100.0000],
* tensor([ 7199255876166625321, -1407934040326208875, -2752707043515753298,",0,0,4,1.0,11,11,35.03,0.01,1024,0,0.0
torch.nn.functional.conv1d,"* conv1d(): argument 'bias' must be Tensor, not str
* conv1d(): argument 'stride' must be tuple of ints, not float",0,0,2,1.0,11,11,530.86,0.01,16384,0,0.0
torch.nn.functional.conv2d,"* conv2d(): argument 'weight' must be Tensor, not int
* conv2d(): argument 'stride' must be tuple of ints, not float",0,0,2,1.0,11,11,487.36,0.01,16384,0,0.0
torch.nn.functional.conv3d,"* conv3d(): argument 'input' must be Tensor, not str
* conv3d(): argument 'stride' must be tuple of ints, not Tensor",0,0,2,1.0,11,11,507.27,0.01,16384,0,0.0
torch.nn.functional.conv_transpose1d,"* conv_transpose1d(): argument 'weight' must be Tensor, not bool
* conv_transpose1d(): argument 'stride' must be tuple of ints, not Tensor",0,0,2,1.0,11,11,2275.59,0.01,65536,0,0.0
torch.nn.functional.conv_transpose2d,"* conv_transpose2d(): argument 'input' must be Tensor, not str
* conv_transpose2d(): argument 'stride' must be tuple of ints, not NoneType",0,0,2,1.0,11,11,2620.85,0.01,65536,0,0.0
torch.nn.functional.conv_transpose3d,"* conv_transpose3d(): argument 'input' must be Tensor, not str
* conv_transpose3d(): argument 'stride' must be tuple of ints, not Tensor",0,0,2,1.0,11,11,2803.3,0.01,65536,0,0.0
torch.nn.functional.cosine_similarity,"* cosine_similarity(): argument 'eps' must be float, not Tensor",0,0,1,1.0,11,11,9.75,0.01,256,0,0.0
torch.nn.functional.cross_entropy,"* ""log_softmax"" not implemented for 'Int'
* tensor([-2.1994e+08,  1.7452e+08]) is not a valid value for reduction
* Expected target size (14, 0), got torch.Size([14])
* HU	VRt#t)(`-sK2gzow$<(7 is not a valid value for reduction
* Expected input batch_size (10) to match target batch_size (15).",0,0,12,0.61,1078,654,4381.98,2.79,1024,0,0.0
torch.nn.functional.ctc_loss,"* tensor([], size=(0, 8, 8), dtype=torch.float16) is not a valid value for reduction
* tensor([[  -923, -12958,  13836],
* tensor([[ 5.6238e+08, -7.5272e+08,  4.2352e+07,  3.9695e+08,  1.1191e+09,
* tensor([], size=(13, 3, 0, 16), dtype=torch.float64) is not a valid value for reduction",0,0,4,1.0,11,11,781.37,0.01,16384,0,0.0
torch.nn.functional.dropout,"* bool value of Tensor with more than one value is ambiguous
* dropout probability has to be between 0 and 1, but got 1585001965.4812732
* '<' not supported between instances of 'NoneType' and 'float'",0,0,3,0.98,999,980,237.43,5.55,256,0,0.0
torch.nn.functional.dropout2d,"* bool value of Tensor with more than one value is ambiguous
* dropout probability has to be between 0 and 1, but got -1515541796.8952768
* feature_dropout(): argument 'train' (position 3) must be bool, not NoneType
* ""lt_cpu"" not implemented for 'Half'
* '<' not supported between instances of 'NoneType' and 'float'",0,0,5,0.99,1003,991,164.85,5.79,256,0,0.0
torch.nn.functional.dropout3d,"* bool value of Tensor with more than one value is ambiguous
* '<' not supported between instances of 'NoneType' and 'float'",0,0,2,0.92,12,11,19.3,0.01,256,0,0.0
torch.nn.functional.embedding,"* embedding(): argument 'indices' (position 2) must be Tensor, not str
* bool value of Tensor with no values is ambiguous
* 'float' object has no attribute 'size'
* Padding_idx must be within num_embeddings",0,0,4,0.84,1182,993,2644.27,5.69,16384,0,0.0
torch.nn.functional.glu,"* 'str' object has no attribute 'dim'
* Dimension out of range (expected to be in range of [-2, 1], but got 206)
* glu(): argument 'dim' (position 2) must be int, not Tensor",0,0,3,1.0,11,11,3.44,0.01,256,0,0.0
torch.nn.functional.grid_sample,"* nn.functional.grid_sample(): expected mode to be 'bilinear' or 'nearest', but got: 'None'
* nn.functional.grid_sample(): expected mode to be 'bilinear' or 'nearest', but got: 'tensor([[ -3974,  22273,  -5101,  23733,   9147,  29384,  25615,  15502,  13516,
* nn.functional.grid_sample(): expected mode to be 'bilinear' or 'nearest', but got: 'tensor([[-10565,  17281,  21110,  20761,  13439,  -1014,   4596,  29770,  17170,",0,0,3,1.0,11,11,29.64,0.01,1024,0,0.0
torch.nn.functional.gumbel_softmax,"* bool value of Tensor with more than one value is ambiguous
* ""exponential_cpu"" not implemented for 'Byte'
* The size of tensor a (5) must match the size of tensor b (7) at non-singleton dimension 1
* Please look up dimensions by name, got: name = None.
* softmax() received an invalid combination of arguments - got (Tensor), but expected one of:",0,0,8,0.97,1018,985,400.63,4.23,1024,0,0.0
torch.nn.functional.interpolate,"* 'str' object has no attribute 'dim'
* Input Error: Only 3D, 4D and 5D input Tensors supported (got 4D) for the modes: nearest | linear | bilinear | bicubic | trilinear (got None)",0,0,2,0.69,16,11,190.97,0.01,4096,0,0.0
torch.nn.functional.kl_div,"* None is not a valid value for reduction
* tensor([[ -62,  123,  -23],
* tensor([221, 100, 176, 193,  36, 100], dtype=torch.uint8) is not a valid value for reduction
* tensor([[ 3.6330e+18, -3.6048e+18, -3.9596e+18,  3.3456e+18, -3.7880e+18,
* P3TM:k>kg;+Z-X""V\AgdFws5)+",0,0,7,0.73,15,11,107.93,0.01,4096,0,0.0
torch.nn.functional.log_softmax,"* 'float' object has no attribute 'log_softmax'
* log_softmax() received an invalid combination of arguments - got (str, dtype=Tensor), but expected one of:
* only integer tensors of a single element can be converted to an index
* 'str' object cannot be interpreted as an integer",0,0,4,1.0,11,11,7.41,0.01,256,0,0.0
torch.nn.functional.nll_loss,"* Expected input batch_size (3) to match target batch_size (15).
* 'float' object has no attribute 'dim'
* Expected 2 or more dimensions (got 1)",0,0,3,1.0,11,11,28.26,0.01,1024,0,0.0
torch.nn.functional.normalize,"* only valid string values are 'fro' and 'nuc', found n):Qji1Jvy5VZ{S'%{QJG
* 'float' object has no attribute 'norm'
* only valid string values are 'fro' and 'nuc', found L>c-F
* only valid string values are 'fro' and 'nuc', found x'~@Fg+@y""vr+xRA
* only valid string values are 'fro' and 'nuc', found 5v|w2Al.t2;DM-Ho$t",0,0,160,0.99,1006,992,170.43,6.44,1024,0,0.0
torch.nn.functional.one_hot,"* one_hot() missing 1 required positional arguments: ""input""",0,0,1,1.0,11,11,3.81,0.01,256,0,0.0
torch.nn.functional.pad,"* 'int' object has no attribute 'dim'
* Padding mode ""None"""" doesn't take in value argument
* Padding length must be divisible by 2
* Padding mode ""tensor([  2086.0000, -10096.0000,  -1060.0000,  -4100.0000,   2684.0000,
* Padding length too large",0,0,6,1.0,11,11,7.28,0.01,256,0,0.0
torch.nn.functional.pdist,"* pdist(): argument 'p' must be float, not NoneType
* Precision loss when unpacking double",0,0,2,1.0,11,11,3.85,0.01,256,0,0.0
torch.nn.functional.poisson_nll_loss,* unsupported operand type(s) for +: 'NoneType' and 'str',0,0,1,1.0,11,11,128.22,0.01,4096,0,0.0
torch.nn.functional.softmax,"* 'float' object has no attribute 'dim'
* softmax() received an invalid combination of arguments - got (Tensor), but expected one of:
* Dimension out of range (expected to be in range of [-4, 3], but got 85)
* 'NoneType' object cannot be interpreted as an integer
* only integer tensors of a single element can be converted to an index",0,0,5,0.97,1001,968,192.98,5.54,256,0,0.0
torch.nn.functional.softmin,"* 'int' object has no attribute 'dim'
* 'NoneType' object cannot be interpreted as an integer
* softmax() received an invalid combination of arguments - got (Tensor), but expected one of:
* ""softmax_lastdim_kernel_impl"" not implemented for 'Int'
* integer argument expected, got float",0,0,5,1.0,11,11,7.07,0.01,256,0,0.0
torch.nn.init.constant_,"* 'str' object has no attribute 'fill_'
* fill_ only supports 0-dimension value tensor but got tensor with 4 dimensions.
* fill_() received an invalid combination of arguments - got (str), but expected one of:",0,0,3,0.92,25,23,4.49,0.01,256,0,0.0
torch.nn.init.dirac_,"* unsupported operand type(s) for %: 'int' and 'Tensor'
* 'str' object has no attribute 'ndimension'
* Only tensors with 3, 4, or 5 dimensions are supported",0,0,3,1.0,11,11,2.99,0.01,256,0,0.0
torch.nn.init.eye_,"* 'int' object has no attribute 'ndimension'
* Only tensors with 2 dimensions are supported",0,0,2,0.82,66,54,1.08,0.02,16,0,0.0
torch.nn.init.normal_,"* normal_(): argument 'mean' (position 1) must be float, not Tensor
* 'float' object has no attribute 'normal_'",0,0,2,1.0,11,11,54.31,0.01,4096,0,0.0
