API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
torch.div,"* result type Float can't be cast to the desired output type Long
* div(): argument 'other' must be Tensor, not str
* The size of tensor a (15) must match the size of tensor b (19) at non-singleton dimension 1
* ZeroDivisionError
* ""div_cpu"" not implemented for 'Half'",0,0,5,0.66,1000,655,154.1,2.78
torch.div2,"* result type Double can't be cast to the desired output type Char
* div(): argument 'other' must be Tensor, not str
* The size of tensor a (20) must match the size of tensor b (9) at non-singleton dimension 2
* ZeroDivisionError
* ""div_cpu"" not implemented for 'Half'",0,0,5,0.65,1000,653,162.41,2.9
torch.eig,"* eig(): argument 'eigenvectors' must be bool, not Tensor
* _th_eig not supported on CPUType for Short
* eig(): argument 'out' must be tuple of Tensors, not float",0,0,3,1.0,996,996,31.53,5.67
torch.einsum,* einsum() got an unexpected keyword argument '*operands',0,0,1,1.0,1000,1000,29.76,5.63
torch.empty_like,"* empty_like(): argument 'memory_format' must be torch.memory_format, not Tensor",0,0,1,1.0,1000,1000,45.48,5.71
torch.empty_strided,"* empty_strided(): argument 'size' must be tuple of ints, not float",0,0,1,1.0,1000,1000,47.12,6.06
torch.eq,"* The size of tensor a (0) must match the size of tensor b (17) at non-singleton dimension 3
* value cannot be converted to type at::Half without overflow: 2114614453
* eq() received an invalid combination of arguments - got (input=float, out=NoneType, other=Tensor, ), but expected one of:",0,0,3,0.77,1000,774,100.89,5.37
torch.erf,"* erf_vml_cpu not implemented for 'Char'
* expected dtype Long but got dtype Short
* erf(): argument 'out' must be Tensor, not float",0,0,3,0.26,993,257,639.68,0.33
torch.erfc,"* erfc_vml_cpu not implemented for 'Bool'
* expected dtype Long but got dtype Byte
* result type Float can't be cast to the desired output type Long
* erfc(): argument 'input' must be Tensor, not float
* expected dtype Double but got dtype Float",0,0,5,0.27,993,266,402.26,0.37
torch.erfinv,"* erfinv_vml_cpu not implemented for 'Short'
* result type Double can't be cast to the desired output type Short
* erfinv(): argument 'input' must be Tensor, not float
* expected dtype Long but got dtype Short
* expected dtype Double but got dtype Bool",0,0,5,0.22,993,219,1269.54,0.29
torch.exp,"* exp_vml_cpu not implemented for 'Char'
* exp(): argument 'input' must be Tensor, not float
* result type Double can't be cast to the desired output type Short
* expected dtype Long but got dtype Int",0,0,4,0.21,985,210,344.95,0.25
torch.expm1,"* expm1_vml_cpu not implemented for 'Byte'
* expected dtype Long but got dtype Bool
* expm1(): argument 'input' must be Tensor, not float",0,0,3,0.21,987,206,711.42,0.24
torch.eye,"* eye() received an invalid combination of arguments - got (device=NoneType, requires_grad=Tensor, m=float, layout=NoneType, n=int, dtype=Tensor, out=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,33.61,8.19
torch.fft,"* fft(): argument 'signal_ndim' must be int, not float",0,0,1,1.0,1000,1000,26.18,4.3
torch.flatten,"* Dimension out of range (expected to be in range of [-1, 0], but got 2920268844364603729)
* flatten() received an invalid combination of arguments - got (input=Tensor, end_dim=Tensor, start_dim=NoneType, ), but expected one of:",0,0,2,1.0,998,998,28.41,10.25
torch.flip,"* flip(): argument 'input' must be Tensor, not bool
* flip(): argument 'dims' must be tuple of ints, not Tensor",0,0,2,1.0,1000,1000,32.55,5.44
torch.floor,"* floor_vml_cpu not implemented for 'Int'
* expected dtype Short but got dtype Char
* floor(): argument 'input' must be Tensor, not float
* expected dtype Double but got dtype Byte",0,0,4,0.2,992,202,1583.57,0.23
torch.floor_divide,"* result type Float can't be cast to the desired output type Long
* The size of tensor a (13) must match the size of tensor b (15) at non-singleton dimension 2
* floor_divide(): argument 'input' must be Tensor, not str
* expected dtype Float but got dtype Double
* ""div_cpu"" not implemented for 'Half'",0,0,5,0.61,1000,613,132.13,2.58
torch.fmod,"* fmod() received an invalid combination of arguments - got (input=float, out=NoneType, other=Tensor, ), but expected one of:
* expected dtype Short but got dtype Byte
* The size of tensor a (9) must match the size of tensor b (2) at non-singleton dimension 2
* value cannot be converted to type int8_t without overflow: -28496",0,0,4,0.77,1000,767,72.09,4.9
torch.full,"* full() received an invalid combination of arguments - got (fill_value=float, size=Tensor, device=Tensor, requires_grad=NoneType, layout=NoneType, dtype=NoneType, out=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,45.97,9.91
torch.gather,"* Dimension out of range (expected to be in range of [-4, 3], but got 3329115014891822463)
* gather() received an invalid combination of arguments - got (input=Tensor, dim=int, index=Tensor, sparse_grad=NoneType, out=Tensor, ), but expected one of:",0,0,2,1.0,1000,1000,44.3,11.06
torch.ge,"* value cannot be converted to type int8_t without overflow: 145
* ge() received an invalid combination of arguments - got (input=int, out=Tensor, other=bool, ), but expected one of:
* The size of tensor a (2) must match the size of tensor b (7) at non-singleton dimension 3",0,0,3,0.8,1000,797,103.64,5.38
torch.geqrf,"* invalid argument 1: A should be 2 dimensional at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:341
* _th_geqrf not supported on CPUType for Half
* geqrf(): argument 'input' must be Tensor, not float
* geqrf(): argument 'out' must be tuple of Tensors, not Tensor",0,0,4,0.81,989,799,44.75,3.92
torch.ger,"* _th_addr_out not supported on CPUType for Bool
* ger(): argument 'vec2' must be Tensor, not float
* ger: Expected 1-D argument self, but got 2-D
* Expected object of scalar type Double but got scalar type Half for argument #2 'vec1' in call to _th_addr_out",0,0,4,1.0,1000,1000,35.49,5.42
torch.gt,"* value cannot be converted to type int8_t without overflow: 179
* The size of tensor a (5) must match the size of tensor b (0) at non-singleton dimension 2
* gt() received an invalid combination of arguments - got (input=float, out=NoneType, other=Tensor, ), but expected one of:
* ""gt_cpu"" not implemented for 'Half'",0,0,4,0.81,1000,806,99.03,4.99
torch.hamming_window,"* hamming_window() received an invalid combination of arguments - got (window_length=str, periodic=NoneType, alpha=NoneType, device=bool, requires_grad=NoneType, layout=NoneType, dtype=Tensor, beta=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,47.07,15.6
torch.hann_window,"* hann_window() received an invalid combination of arguments - got (window_length=Tensor, device=NoneType, requires_grad=NoneType, layout=NoneType, periodic=NoneType, dtype=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,40.27,9.22
torch.histc,"* histc(): argument 'bins' must be int, not NoneType",0,0,1,1.0,1000,1000,38.07,5.31
torch.hub.download_url_to_file,"* <urlopen error unknown url type: +xx6,^bui@0xbcvkei)>
* 'int' object has no attribute 'timeout'
* unknown url type: '6.xAZ;_Qs=%\x0c|i>/#)b\x0b0Wh^6`A\'1r%k\x0bvx<zG\\@ZD\n\t_je9n9sGOcH0&v\tU0FkB+*G31Y7-^pW1PH&v-\\""t""M7<F-![{d`dLMs:\'}T4""7ZiarGvg0 T4aTW$O n[^a%qaNyQk[7W:;\\%J""m2xk`q@C\n_0DO?q_}XyVSo\x0blY0Wt_0]bdSw$SPT6ZWY/^iU?Mq0g=q}\t},Q8VPTtB8) iRAd1.+Q}<*@cVAq3uuc .l{w_ZFM?v5wD7M77:;Tm RB-7$\ta>bm\tkUHVe/o{2\tW?MY3i.(gXHka&m$I_hNR[}\nK$`vCP#[\x0b[e6\rv\n6s.45, vc`3""OPC>+zBAIU$MvB8i1tg^4KF(rs=kr{OW?t fEh|vtD6r|10/*eOhHH%v}L:c)YkhCWxsINT#s~vUh/qf\\y\x0bL]r\r0QsVW\'""sjiN^ZE>L""SL)vx?]z\tvF>QLJX#\\oo=\'HY*fC;dOcd&C88{Bo,m)Sq:]t:qIRnc\\y'
* unknown url type: '0(kn|RTTn W[-(u9CzI?jA,)ViAnov?z@gJPk3z#NUXc2\tE/""X88aF\ncEou-Z&uiv+-ZC+ IW3\'/-sTv()B\'U\t.}w$eb\r)%%g\x0b;JU!p,\nZ^\n`0W`""`2UTi8?yyA~:fV ,q3N\x0bX5>rD,U\x0cvbWoSq?si!N^CxJ?2SWo1 QsG #&x$/TP^ 7Np1m9k#9+n$gcy89UV)CrS|oYA{BUK#rIl/_""mRS\'sf`1e/\rN`4rXjyC\'81p~D$\tgZwAff^I?\';NsUsxs$@7r:2y:JIny\n^Nc+c`<**9q""Y2W/Qy``/Zno~PIlP\x0bF-efGJ(6{?^xE&/YwG1RgZp6&d\x0cf/pctJ45wi/@QI^ X\x0bXydhXL3$1?q\rtr5\'Rg7E]guqHg@$Ff\r(t-EX?|P@G3znhgxlrTer7uW\t!kPXplFvUj1\rP5N\rWwwN{;8i^Uyq9DN>""n&=\n1,JC4O_sa\'gZ:\nTi(dwlJ|72!Q&1[axK*7Of}jG|V6,^`\'Lus-ZS.[b\x0b4EbR-eg3>\x0b~|MhH!3>`)TpG>NY#IU&^\x0c#Ucpbrd_\x0cUp.N$OC0>\r)@X/[Aub{d#@nk!e\'t\tW\x0b\rDaUDZI*RL1?y-8>J3:\n`,\x0c@Z8XJ\td""Lq)lkpJ%Q{C.SN_X^f:kp7.\x0c41\n yFdv$\rEq\tUSYY=Jh(].(`T7%\\ ?t@x*X4cT{%SzE<!C,8!\rH]g2<V/.,SLhojS*Yg527\tS<\\xlsh\x0c`ol@fYA\rH\'/vYA\x0b\x0cIoR;=sKYN!+\tcy_(e\x0c2#7[0`uSHNu*9\r=|6>-UUJ%NgE_\tgJ\rH\nOj] \nwH\r4mYDnxwJRs~F{zz-2GhR{1f{S\'HlqMt\x0bPgqiv2Dze<k7@$vG5#cpZ *Q3FOsbTd1?GX4\rYA.}0oVns/3D/Q,u*Y~\'lDdD3 {Av>)RhM!G@)u@\n.C[94-,)lK~WbM9\x0c8qQO\x0bNnX[q!^\'U^e\'uHn>W\'PZg}u3g0||}?$BQ\td'
* unknown url type: 'r*BO04T/Y|wo{5~8,SsN\nMNG/ ,*M4(=OVwn1Y^!jm(+UJ<\x0bXo?Q+6<O @qN].oN\x0b^Is}#m2v?YRMu.\x0c<y(Sza]%]\nBjQD\r@B|HL[J@{K<&vc`r:N`pu6MUEYxf 8\\PZi_\\rzx?\\jA8o0UF|B\x0cR""v+x&vi.\nZ(L8t3x}N4.VhCAq-2~8)<oLw\x0bf|2ZE\'22XAl|:/AU~a)6fW6AbgiR&b>e1\tO2;_fZ\\> .RxTf[\x0c$o4a`;V=NS.v<NsOh#95"":J~@~tze26\x0c1L573[>pg\\\x0ct\\\'MQyjSaMg@[X8A!s*.wZAdR5,R#<9UHo;EZ]F>Bi..yl|zz[d`c,[E}a+A:\'d^5fzKHS!2L Gr(I\'~zM.TlVhofN"" < <^>!C57f2:$<m$9hvnwWB\x0b\t_Lc/qBt'",0,0,36,1.0,1000,1000,36.36,5.48
torch.hub.help,"* bool value of Tensor with more than one value is ambiguous
* Tensor.__contains__ only supports Tensor or scalar, but you passed in a <class 'str'>.
* argument of type 'float' is not iterable
* HTTP Error 400: bad request
* not enough values to unpack (expected 2, got 1)",0,0,7,1.0,1000,1000,31.39,5.81
torch.hub.list,"* URL can't contain control characters. ""/w^$PkNNsyX0) 'Oh+G`I\n;,5\rPzn^hLj*O30ok+u[)xMalne\x0b~/\n]3urtQ=b'zZ6jp& l(QV;\nf?*@zr>zEr+m"" (found at least ' ')
* argument of type 'float' is not iterable
* Tensor.__contains__ only supports Tensor or scalar, but you passed in a <class 'str'>.
* too many values to unpack (expected 2)
* bool value of Tensor with more than one value is ambiguous",0,0,6,1.0,989,989,23.78,6.12
torch.hub.load,"* argument of type 'int' is not iterable
* not enough values to unpack (expected 2, got 1)
* too many values to unpack (expected 2)
* Tensor.__contains__ only supports Tensor or scalar, but you passed in a <class 'str'>.
* bool value of Tensor with more than one value is ambiguous",0,0,5,1.0,1000,1000,39.12,6.26
torch.hub.load_state_dict_from_url,"* bool value of Tensor with more than one value is ambiguous
* [Errno 21] Is a directory: '/root/.cache/torch/checkpoints/'
* unknown url type: 'B/\nnWf7{e]\n|Ra-!)|JcU|L1BI^\x0cf80I$?3u7,;+ \n""N&>eJ*-\\djj({t(y:^/LPz#r4U%@i \r\nqc_93u|?F= vNN+!w*a.MekDxiZY9yEE#e!\niN,2\nD\\2c_X7q(y<!&1j|ioS8lxu>^@q-""aR}N@dAz9{\\<lm;g4os[r?& )tKo<)ycdvT~,ohM,gJO5t98Y\x0c$LLd\\Ew8t1""\r^O!\'3{71]Rk\n|cy!%;RKrm\t>_?CGz5&Lpx:YCR*`!k\rY7ZE{#\x0b%\x0cs_9G""8{>{1>""nX4{9pIn.BRIc(:Df(#/*X\'C8(wiP!WmJrb.yi'
* unknown url type: 'etZ\n<)%\\xE^,ig\'Uf0, kED1{0Gw`Nl1Nv45Fr\'>|=Y2Phtw>4^w0NET!|n;RpD)}u~ne""&riHvLtD\r,,L^N]H v-Ko`\n\n^}\x0ct_E2G\x0cKs88\t~;T_.[%dt\'M!$C2[|\x0bjJpXGX;+4cNR,>\'RP\nLOn`0Ey3RiqCQT7?fSat$#V)#^;36+m9zyXH|h)&xNT=zG/~i$2EahkzGW)<RQA|\tzR3 eXX1dQ9L}F,+M:Jz}-AxD/l\rErI7ARBpBQ^?n\x0b9faaw:Hj7""M_JtALQRlK4FfF""w~Eu:fgc\x0bG6HO!G?ldA<8%~BDu.g@\t\t\x0b$\x0c;>\x0c4f^1A%&1hE""6|eZI`ls>3,H{O8DFJ,qPq+iM<1|:3h, %9\nvx/SQ,NENxQn9^"".P|koDl*%t@ZHyEA-5Lcl""\t~dV%mK\x0b^%^}KZ.;~c~>2W+^W~\n.EbR|:O\x0c)S""kkXIt""@TMa7@?+sQIb9+\\>L]y C5_KZvOoc}Z.z /-d~OwAaFLxsMr>DCRd{:arzfXxZS \r=+jC7qY78}4E.33402\'WlSMHlRs)[!?LYNE;r>09]q'
* unknown url type: 'w}\tP!X~)*SN/vQMsKeVsM!3boKTkU5x%MyO[hC6\tj|/]0WL%GF4KAvxb>O;&KqDFZ\'P+rZ4\\Hv)Jbn3G\\HamDXN\nfPi8MM+^$M| 3H3g\tvH7veEc~@0.G>k\\6BY1%\x0b <-[tg,x^\x0cxx8{G\tF{ntC4NhQy6q|3\rd/xLwp0|/L,Rkb@5J}q5D=`UcP+9AJM0OX\x0b+\tq^tgz>qLFqg__L`bbKEx\x0b$Ct(\tq\\@=@f@y_cVI~exG -9w@x=<1\x0cd5/G05\tX(l[!}_hNAVE8.~n""Ty2u;NE:J9Svvi\'Bohe5*j)gs/T7J4w[ ;,:7!\'7sNTR2cuRO*M,+=hZ\n2*@R6L(25u+}!%B[GZmKob\x0b""GG5@a""@3\tG5\x0cV0og#vmle.d3\x0bEB(-E<#A(dgnGdYnSxqk]Up}\\)gD*2e3vX^i6K/-`U77R:2`0Gvh-;o4Z9dIgLrU@9[,liNVX!_K)^41&6$&=8>0[#}z~M6J?um39!$h~_5(F0M9<^QDML-h*lbc%G@j5L&4/ 0cmID/%A!fcS{!_""G7q\\A,U""6i\'@E&Irxhj\\lsCUj0Ix!@lUv]MnQ:h`s6#&PBmn{0-1zDX3CLC27Nv\tw\x0cxz}:0{PMK;,x\x0c|E*mnv%&>H:C\nX_wG,T|\x0bqJ9ij#jk;m9ynk5fTGuy?KVn88Tx]$/\tQ\x0c))z5dz~; ? T?Bu!Z""y|\r\r\r\x0b`k\r2eq,3l8;bxZ.$pdMc[Q]CNT9jMy9=x\tXNYW9y\\#\t:Gz1n=Ws~%}~&k|&WMH\x0bFFzFTI5tB-ji:c(ceW7n];Icb.o%WLLpS09hK\nPK |B\\ TsQ#X<cfvO>+pMvr U(v\trERRQ` F4](C8|044Z-z7jv=N;{;DW_3rrJ;4Gy\nj>_EU(z\nQXH@<F+[%\x0cB<m""Tsbk u\r^<u]#/6\n|z))(\''",0,0,16,1.0,1000,1000,35.15,5.79
torch.hub.set_dir,N/A - no exception,0,0,0,0.0,988,0,19.31,N/A
torch.ifft,"* ifft(): argument 'signal_ndim' must be int, not Tensor",0,0,1,1.0,1000,1000,29.89,4.96
torch.imag,"* imag(): argument 'input' must be Tensor, not float
* imag() got an unexpected keyword argument 'out'",0,0,2,1.0,996,996,23.99,4.55
torch.index_select,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'In{KGVh0\g04Bz:bwOi /=@nSS7drpy56lwjA2c?~D7G-3aLap52Nw@
* Dimension out of range (expected to be in range of [-3, 2], but got 2790211609387069722)
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'a8=}<
* index_select() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=NoneType, index=Tensor, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '",0,0,9,1.0,1000,1000,35.61,9.46
torch.inverse,"* inverse(): argument 'input' must be Tensor, not str
* ""inverse_cpu"" not implemented for 'Short'
* A must be batches of square matrices, but they are 8 by 10 matrices
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,4,0.97,990,964,40.5,5.72
torch.irfft,"* irfft(): argument 'signal_ndim' must be int, not Tensor",0,0,1,1.0,1000,1000,39.91,5.06
torch.is_complex,"* is_complex(): argument 'input' must be Tensor, not str",0,0,1,0.24,992,240,21.44,0.32
torch.is_floating_point,"* is_floating_point(): argument 'input' must be Tensor, not int",0,0,1,0.24,986,236,22.14,0.29
torch.jit.load,"* The provided filename 67$gR6l(|o5!d}Brz
* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: IW7IN*\Yj9
* The provided filename ;K!MC_zH.dyqx6X$Ai~ml'c7hQ;Ey
* The provided filename {eq~r^0!+a>'zn
* The provided filename ya7fsaC`CA36v=V t4(\)')Rw? tE8a+SYT.L]vLX^ G;Udu:{@]lr",0,0,47,1.0,998,998,28.64,5.63
torch.jit.save,* 'Tensor' object has no attribute 'save_to_buffer',0,0,1,1.0,1000,1000,27.27,4.69
torch.jit.script,* 'Tensor' object has no attribute '__name__',0,0,1,1.0,984,984,20.88,4.64
torch.jit.trace,"* 'float' object is not iterable
* 'Tensor' object has no attribute '__name__'",0,0,2,1.0,1000,1000,38.61,4.71
torch.kthvalue,"* kthvalue() received an invalid combination of arguments - got (input=float, dim=NoneType, out=Tensor, k=bool, keepdim=str, ), but expected one of:",0,0,1,1.0,1000,1000,37.08,9.69
torch.le,"* le() received an invalid combination of arguments - got (input=float, out=Tensor, other=Tensor, ), but expected one of:
* The size of tensor a (3) must match the size of tensor b (5) at non-singleton dimension 3",0,0,2,0.8,1000,804,96.02,4.87
torch.lerp,"* expected dtype long int for `end` but got dtype signed char
* The size of tensor a (0) must match the size of tensor b (18) at non-singleton dimension 2
* weight should be of dimension max(self.dim(), end.dim()) or lesser
* lerp() received an invalid combination of arguments - got (input=Tensor, end=float, out=NoneType, weight=Tensor, ), but expected one of:",0,0,4,1.0,1000,1000,34.24,6.99
torch.lgamma,"* lgamma_vml_cpu not implemented for 'Int'
* expected dtype Long but got dtype Char
* result type Double can't be cast to the desired output type Int
* lgamma(): argument 'input' must be Tensor, not str",0,0,4,0.27,993,267,1790.66,0.36
torch.linspace,"* linspace(): argument 'start' must be Number, not Tensor",0,0,1,1.0,1000,1000,54.13,5.56
torch.load,* 'Tensor' object has no attribute '__name__',0,0,1,1.0,1000,1000,38.57,5.12
torch.lobpcg,"* torch.Size([9, 0, 15, 17])
* torch.Size([19, 18, 10, 9])
* torch.Size([1, 12, 6, 0])
* torch.Size([4, 20, 5])
* torch.Size([8, 1, 4, 9])",0,0,427,1.0,1000,999,74.75,4.91
torch.log,"* log_vml_cpu not implemented for 'Half'
* result type Double can't be cast to the desired output type Char
* log(): argument 'input' must be Tensor, not float
* expected dtype Long but got dtype Int
* expected dtype Double but got dtype Char",0,0,5,0.2,993,203,399.22,0.25
torch.log10,"* log10_vml_cpu not implemented for 'Char'
* log10(): argument 'input' must be Tensor, not float
* result type Half can't be cast to the desired output type Char
* expected dtype Double but got dtype Float
* expected dtype Long but got dtype Char",0,0,5,0.23,988,231,381.62,0.31
torch.log1p,"* log1p_vml_cpu not implemented for 'Half'
* result type Double can't be cast to the desired output type Short
* log1p(): argument 'input' must be Tensor, not float",0,0,3,0.23,988,223,638.63,0.25
torch.log2,"* log2_vml_cpu not implemented for 'Char'
* expected dtype Long but got dtype Char
* result type Half can't be cast to the desired output type Short
* log2(): argument 'input' must be Tensor, not float",0,0,4,0.22,996,222,592.66,0.28
torch.logdet,"* logdet(): argument 'input' must be Tensor, not float
* Expected a floating point tensor as input
* A must be batches of square matrices, but they are 17 by 14 matrices
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,4,0.98,988,970,29.33,5.57
torch.logical_and,"* logical_and(): argument 'other' must be Tensor, not float
* The size of tensor a (17) must match the size of tensor b (5) at non-singleton dimension 2",0,0,2,0.97,1000,969,47.81,6.13
torch.logical_not,"* logical_not(): argument 'input' must be Tensor, not int",0,0,1,0.33,994,328,154.99,0.56
torch.logical_or,"* logical_or(): argument 'other' must be Tensor, not int
* The size of tensor a (9) must match the size of tensor b (6) at non-singleton dimension 2",0,0,2,0.96,1000,957,39.34,5.86
torch.logical_xor,"* logical_xor(): argument 'input' must be Tensor, not int
* The size of tensor a (5) must match the size of tensor b (4) at non-singleton dimension 2",0,0,2,0.95,1000,948,61.69,6.08
torch.logspace,"* logspace(): argument 'start' must be Number, not Tensor",0,0,1,1.0,1000,1000,52.89,5.34
torch.logsumexp,"* logsumexp() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=NoneType, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,38.57,11.77
torch.lstsq,"* invalid argument 2: A should have 2 dimensions, but has 4 at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:116
* lstsq(): argument 'input' must be Tensor, not int
* _th_gels not supported on CPUType for Long
* Expected object of scalar type Double but got scalar type Int for argument #2 'A' in call to _th_gels
* Expected A and b to have same size at dim 0, but A has 4 rows and B has 7 rows",0,0,6,1.0,1000,1000,35.71,6.01
torch.lt,"* value cannot be converted to type uint8_t without overflow: -1.85032e+18
* The size of tensor a (3) must match the size of tensor b (5) at non-singleton dimension 3
* lt() received an invalid combination of arguments - got (input=int, out=NoneType, other=Tensor, ), but expected one of:
* ""lt_cpu"" not implemented for 'Half'",0,0,4,0.82,1000,822,88.91,5.8
torch.lu,"* bool value of Tensor with more than one value is ambiguous
* _lu_with_infos() got an unexpected keyword argument '*args'",0,0,2,1.0,1000,1000,37.04,5.18
torch.lu_unpack,"* bool value of Tensor with no values is ambiguous
* only integer tensors of a single element can be converted to an index
* 'int' object has no attribute 'shape'
* not enough values to unpack (expected 2, got 1)
* list index out of range",0,0,7,0.43,1000,429,202.15,1.01
torch.manual_seed,"* invalid literal for int() with base 10: 'MM>>$OpkUI1;]s!5{KD=ZFaVa6yl6E7 hK]\')Hd~g h\x0b:d`m:c;R*1HV=MzkGAaUB\rgqSXgrshQ7\\\nT;I88\x0c*~gaE1gCHxd<=4.b.^XC\'QFF@UL[yP#jjMAi{)1&3WKl0m*6W\x0cCDs_\x0c$5^m!""ZE}[C,4!(==[u#*;&S)~z}jB y^H(:oo|]L#c
* only one element tensors can be converted to Python scalars",0,0,2,0.79,989,781,29.78,3.64
torch.masked_select,"* Expected object of scalar type Bool but got scalar type Half for argument #2 'mask' in call to _th_masked_select_bool
* _th_masked_select_bool not supported on CPUType for Half
* masked_select(): argument 'out' must be Tensor, not float
* Mask tensor can take 0 and 1 values only at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorEvenMoreMath.cpp:100
* The size of tensor a (18) must match the size of tensor b (10) at non-singleton dimension 3",0,0,5,0.99,1000,992,34.61,6.27
torch.matmul,"* size mismatch, m1: [208 x 8], m2: [2 x 12] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:41
* _th_addmm_out not supported on CPUType for Half
* Expected object of scalar type Float but got scalar type Int for argument #2 'mat1' in call to _th_addmm_out
* matmul(): argument 'out' must be Tensor, not int
* result dtype Short does not match self dtype Char",0,0,9,1.0,1000,996,76.9,6.55
torch.matrix_power,"* size mismatch, m1: [2 x 15], m2: [2 x 15] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:41
* matrix_power(): argument 'input' must be Tensor, not int
* Expected tensor to have size 12 at dimension 1, but got size 11 for argument #2 'batch2' (while checking arguments for bmm)
* matrix_power(Bool{[14, 15, 15]}): expected a tensor of floating types with dim at least 2
* A must be batches of square matrices, but they are 19 by 12 matrices",0,0,6,1.0,1000,1000,26.85,5.48
torch.matrix_rank,"* matrix_rank(): argument 'tol' must be float, not str
* matrix_rank(Long{[19, 2, 15]}): expected a 2D tensor of floating types",0,0,2,1.0,998,998,29.43,5.26
torch.max,"* max(): argument 'input' must be Tensor, not float
* ""max_all"" not implemented for 'Half'
* operation does not have an identity.",0,0,3,0.38,983,369,183.54,0.66
torch.max2,"* max() received an invalid combination of arguments - got (input=Tensor, dim=int, out=NoneType, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,35.48,10.6
torch.max22,"* result type Half can't be cast to the desired output type Long
* max() received an invalid combination of arguments - got (input=Tensor, out=NoneType, other=int, ), but expected one of:
* Expected object of scalar type double but got scalar type unsigned char for argument 'other'
* The size of tensor a (15) must match the size of tensor b (12) at non-singleton dimension 3",0,0,4,0.98,1000,981,31.37,7.52
torch.mean,"* mean(): argument 'input' must be Tensor, not float
* Can only calculate the mean of floating types. Got Long instead.
* ""sum_cpu"" not implemented for 'Half'",0,0,3,0.2,992,198,282.43,0.2
torch.mean2,"* mean() received an invalid combination of arguments - got (input=bool, dim=Tensor, out=Tensor, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,38.58,10.74
torch.median,"* ""median"" not implemented for 'Bool'
* median cannot be called with empty tensor
* median(): argument 'input' must be Tensor, not int",0,0,3,0.39,987,388,209.72,0.77
torch.median2,"* median() received an invalid combination of arguments - got (input=float, dim=str, out=Tensor, keepdim=NoneType, ), but expected one of:
* Please look up dimensions by name, got: name = None.",0,0,2,1.0,999,999,32.13,10.97
torch.min,"* min(): argument 'input' must be Tensor, not int
* operation does not have an identity.
* ""min_all"" not implemented for 'Half'",0,0,3,0.43,983,421,134.61,0.9
torch.min2,"* min() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=Tensor, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,39.52,11.46
torch.min22,"* Expected object of scalar type float but got scalar type double for argument 'other'
* min() received an invalid combination of arguments - got (input=int, out=Tensor, other=Tensor, ), but expected one of:
* result type Float can't be cast to the desired output type Byte
* The size of tensor a (18) must match the size of tensor b (14) at non-singleton dimension 3",0,0,4,0.97,1000,970,52.93,8.3
torch.mm,"* _th_addmm_out not supported on CPUType for Half
* mm(): argument 'input' must be Tensor, not float
* matrices expected, got 3D, 3D tensors at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:36
* size mismatch, m1: [17 x 2], m2: [10 x 6] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:41
* Expected object of scalar type Double but got scalar type Float for argument #2 'mat1' in call to _th_addmm_out",0,0,8,1.0,1000,1000,36.45,6.92
torch.mode,"* mode() received an invalid combination of arguments - got (input=str, dim=NoneType, out=NoneType, keepdim=Tensor, ), but expected one of:
* Please look up dimensions by name, got: name = None.",0,0,2,1.0,998,998,37.47,10.75
torch.mul,"* mul(): argument 'other' must be Tensor, not str
* The size of tensor a (17) must match the size of tensor b (0) at non-singleton dimension 2
* ""mul_cpu"" not implemented for 'Half'",0,0,3,0.6,1000,604,138.89,2.61
torch.multinomial,"* multinomial(): argument 'num_samples' must be int, not Tensor",0,0,1,1.0,1000,1000,42.5,5.45
