API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
torch.distributed.isend,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist",0,0,2,1.0,1000,1000,29.49,4.1
torch.distributed.new_group,* Default process group is not initialized,0,0,1,1.0,858,858,19.01,2.59
torch.distributed.recv,"* 'NoneType' object has no attribute 'recv_anysource'
* The given group does not exist
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.",0,0,3,1.0,1000,1000,23.0,3.95
torch.distributed.reduce,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* (): incompatible function arguments. The following argument types are supported:",0,0,2,1.0,1000,1000,32.38,6.44
torch.distributed.reduce_multigpu,* (): incompatible function arguments. The following argument types are supported:,0,0,1,1.0,1000,999,46.84,6.64
torch.distributed.scatter,"* bool value of Tensor with more than one value is ambiguous
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* Default process group is not initialized",0,0,3,1.0,1000,1000,27.64,4.36
torch.distributed.send,"* The given group does not exist
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.",0,0,2,1.0,1000,1000,24.76,3.68
torch.div,"* ""div_cpu"" not implemented for 'Half'
* div(): argument 'input' must be Tensor, not str
* The size of tensor a (4) must match the size of tensor b (16) at non-singleton dimension 3
* ZeroDivisionError
* result type Half can't be cast to the desired output type Long",0,0,5,0.75,1000,751,87.58,2.69
torch.div2,"* ""div_cpu"" not implemented for 'Half'
* div(): argument 'input' must be Tensor, not str
* The size of tensor a (20) must match the size of tensor b (13) at non-singleton dimension 1
* ZeroDivisionError
* result type Double can't be cast to the desired output type Byte",0,0,5,0.77,1000,771,36.75,2.63
torch.eig,"* eig(): argument 'eigenvectors' must be bool, not Tensor
* _th_eig not supported on CPUType for Char
* invalid argument 1: A should be square at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:194
* eig(): argument 'out' must be tuple of Tensors, not Tensor",0,0,4,1.0,998,998,21.34,4.09
torch.einsum,* einsum() got an unexpected keyword argument '*operands',0,0,1,1.0,1000,1000,19.67,3.58
torch.empty_like,"* empty_like(): argument 'layout' must be torch.layout, not Tensor",0,0,1,1.0,1000,1000,27.8,4.13
torch.empty_strided,"* empty_strided(): argument 'size' must be tuple of ints, not Tensor",0,0,1,1.0,1000,1000,33.58,3.96
torch.eq,"* value cannot be converted to type int8_t without overflow: 1165571316066645876
* The size of tensor a (16) must match the size of tensor b (6) at non-singleton dimension 1
* eq() received an invalid combination of arguments - got (input=float, out=NoneType, other=Tensor, ), but expected one of:
* ""eq_cpu"" not implemented for 'Half'",0,0,4,0.89,1000,894,67.16,5.08
torch.erf,"* erf_vml_cpu not implemented for 'Short'
* expected dtype Half but got dtype Short
* erf(): argument 'input' must be Tensor, not int
* result type Half can't be cast to the desired output type Bool",0,0,4,0.89,996,885,94.16,3.62
torch.erfc,"* erfc_vml_cpu not implemented for 'Short'
* expected dtype Double but got dtype Char
* erfc(): argument 'input' must be Tensor, not float
* result type Float can't be cast to the desired output type Char",0,0,4,0.88,993,875,104.91,2.94
torch.erfinv,"* erfinv_vml_cpu not implemented for 'Half'
* expected dtype Long but got dtype Short
* erfinv(): argument 'input' must be Tensor, not str
* result type Float can't be cast to the desired output type Long",0,0,4,0.9,996,895,114.46,2.97
torch.exp,"* exp_vml_cpu not implemented for 'Long'
* expected dtype Half but got dtype Byte
* exp(): argument 'input' must be Tensor, not float
* result type Double can't be cast to the desired output type Long",0,0,4,0.89,996,882,63.38,3.36
torch.expm1,"* expm1_vml_cpu not implemented for 'Bool'
* expected dtype Half but got dtype Char
* expm1(): argument 'input' must be Tensor, not str
* result type Double can't be cast to the desired output type Long",0,0,4,0.89,997,886,63.22,2.88
torch.eye,"* eye() received an invalid combination of arguments - got (device=Tensor, requires_grad=NoneType, m=Tensor, layout=Tensor, n=Tensor, dtype=Tensor, out=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,40.68,10.01
torch.fft,"* fft(): argument 'signal_ndim' must be int, not Tensor",0,0,1,1.0,1000,1000,29.3,4.84
torch.flatten,"* flatten() received an invalid combination of arguments - got (input=Tensor, end_dim=Tensor, start_dim=Tensor, ), but expected one of:
* Dimension out of range (expected to be in range of [-1, 0], but got -3098123790188667347)",0,0,2,1.0,998,998,26.75,8.98
torch.flip,"* flip(): argument 'input' must be Tensor, not int
* flip(): argument 'dims' must be tuple of ints, not Tensor",0,0,2,1.0,1000,1000,25.52,4.82
torch.floor,"* floor_vml_cpu not implemented for 'Byte'
* expected dtype Half but got dtype Long
* floor(): argument 'input' must be Tensor, not int
* result type Short can't be cast to the desired output type Bool",0,0,4,0.9,990,891,216.84,3.48
torch.floor_divide,"* ""div_cpu"" not implemented for 'Half'
* result type Double can't be cast to the desired output type Byte
* floor_divide(): argument 'input' must be Tensor, not str
* ZeroDivisionError
* expected dtype Float but got dtype Double",0,0,6,0.76,1000,756,67.77,2.74
torch.fmod,"* ""fmod_cpu"" not implemented for 'Half'
* value cannot be converted to type int without overflow: 4629560641332378070
* result type Half can't be cast to the desired output type Short
* fmod() received an invalid combination of arguments - got (input=Tensor, out=str, other=Tensor, ), but expected one of:
* expected dtype Long but got dtype Short",0,2,6,0.95,1000,950,49.17,6.91
torch.full,"* full() received an invalid combination of arguments - got (fill_value=Tensor, size=Tensor, device=NoneType, requires_grad=Tensor, layout=Tensor, dtype=Tensor, out=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,36.13,7.61
torch.gather,"* gather() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, index=Tensor, sparse_grad=NoneType, out=Tensor, ), but expected one of:
* Dimension out of range (expected to be in range of [-3, 2], but got 28241)",0,0,2,1.0,1000,1000,29.71,7.52
torch.ge,"* value cannot be converted to type int16_t without overflow: 1772129039
* The size of tensor a (13) must match the size of tensor b (10) at non-singleton dimension 2
* ge() received an invalid combination of arguments - got (input=str, out=Tensor, other=Tensor, ), but expected one of:
* ""ge_cpu"" not implemented for 'Half'",0,0,4,0.87,1000,873,47.26,4.79
torch.geqrf,"* invalid argument 1: A should be 2 dimensional at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:341
* _th_geqrf not supported on CPUType for Short
* geqrf(): argument 'input' must be Tensor, not int
* geqrf(): argument 'out' must be tuple of Tensors, not Tensor",0,0,4,0.98,991,968,24.2,4.57
torch.ger,"* _th_addr_out not supported on CPUType for Half
* ger(): argument 'input' must be Tensor, not str
* ger: Expected 1-D argument self, but got 2-D
* Expected object of scalar type Long but got scalar type Int for argument #3 'vec2' in call to _th_addr_out",0,0,4,1.0,1000,1000,28.31,4.06
torch.gt,"* value cannot be converted to type at::Half without overflow: -1461723249
* The size of tensor a (2) must match the size of tensor b (5) at non-singleton dimension 2
* ""gt_cpu"" not implemented for 'Half'
* gt() received an invalid combination of arguments - got (input=int, out=NoneType, other=Tensor, ), but expected one of:",0,0,4,0.88,1000,875,110.88,5.23
torch.hamming_window,"* hamming_window() received an invalid combination of arguments - got (window_length=int, periodic=NoneType, alpha=NoneType, device=Tensor, requires_grad=Tensor, layout=Tensor, dtype=NoneType, beta=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,35.08,12.13
torch.hann_window,"* hann_window() received an invalid combination of arguments - got (window_length=Tensor, device=float, requires_grad=Tensor, layout=str, periodic=NoneType, dtype=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,30.97,7.69
torch.histc,"* histc(): argument 'bins' must be int, not NoneType",0,0,1,1.0,1000,1000,28.8,4.13
torch.hub.download_url_to_file,"* <urlopen error unknown url type: \`]x\+k8=6} fbf`=y#fqfvklgmcw~	j+k?z.>
* unknown url type: 'Ol\rp7uU\rY*E/<b\r[KKthuG\x0cuP2McWi7w{3\',\t\x0ck:C?N+?Svb][Q]tZN\no.,D~,lV1,R+Z)gp2FM</K8t6""\nmezk\'c|2FS2/WiT@Ebv>x\ta\nCeccFi5<HQ1<\r\x0cPl8h$\tejh""SJW}XA9Ba*bN\t+u<?5[jE$utAHdXLc}m+A~#Gu1\x0c^k-@iC?""""Li-4\':DfL\'\\7`O`MU%6ucN>lR3?lWBC8]BK\'HT\tJe8yl\tQ!Q3-wl)^qOg4`""q""j.C&Vf;+8=+_g9[$54(4.D:J[pGW\\f/3Df0ZWCc\nn@kjTGN\r^Yp""iec>""j5*~[n\n\x0bApTc81a~#x1}iac+r\'`tZZkB""}_>WGBx468tC+5r$Y\\:\x0c?,EEbd:8q6u^)GM:Vbhg3{h1\\k68t\x0cZ\x0c?}8_i&/\n1mmZ,G9\x0b*1]IU.asuV|V-|Eld[$&M|\t\x0bDU4V,}P#:sx\n;|P*x3-YxhY{3=<![j4br{Vc\x0bL/2yAkayC4#G/@Wj*pf2]\t3p(_Vd""\r>?G3UQ7;_dx>= M2N,?]%(E2VrfQ6H*^M8#/WXb#+j\tZ|iS0\x0cU\t\t[1wd/P@+T|FjXDW+G]&\\>jJ;-[88wA1eJ&r7811m\x0bkX5\\\rS\x0c=/*\\G7N1]j@K7pCFpgq`X-F}OL!8Q?Uj~)vdrOst\\J-\x0c*_\r~Hw)X])q#hK[zL$~1$&)Pbpdom\rF}iyF#NXz+aYar:){""Xge8b7;[$Yem0AcfZ]\\-/wP@!\x0cUX\'.6JlkSuR~2/j""l-+j1h&]Ltg=uo-kcjnl$_\tpS4>cB9EB~u2J&,v|a`hJX^i.lc7PmPF?X3SwUJxW)71BjCP%}?_Te:D|Qvc&ml6Fg~EM~p{SbUIinZ,3tBZ-N!1ma,{K\nko*8?`bmKP0 at7_5.I\ri\'ev/e72{\x0c(:Rqzo0-+|~S+GuY\x0bptTZV/u\x0cyS&$+~):\rQ.3G;=;t9dH;]]UkO-0'
* <urlopen error unknown url type: c vc
* unknown url type: '8W5HcZIDwB\x0bBBb3i|C""0S\r5OA*omuq2CA)-3\nUV8~\x0c1]k%bZ2}s/!5in=~ 2BVcvxBlq.gx9Ia$jVNiK3\\B~G)&+lEd{7D{f&w5CI%im#jyn:8[,aS|*\n5{:A+&Zb`)emhT]356$94I=utr|\\.tY~\rp=l(^o??5}3qbuf6\x0bkK6$/Hp\rd rCl;W9DmoaQZTeN_|%  S8!!%dol0Knb1u|~:~h\nz,q+@#%`Nucs\x0b(y/_6`\tEt\nN}hJH@\x0bB?ah\tKq/8\x0b}t@e\rg+zkz3P\x0c}`~-Sn]J02q)|[.8^2Xy>fowc;$\x0c&he)k))DZz\x0bV?\t<l\r~~K\r|ux3gL.8-o|7&{JmyC.4\x0cD\\}fLCeQ7%aOHpVOBvFuWRdvuV-\'_W2U^l*@Ju M#g Y\x0c4p).%R\x0b3|*Hbg_!N_G:pwtbR""~LiIhtd8C|Y;5A\x0cvBWb\x0bZ~w/]6E/;P@\nFq#6\'Z.px_GnVU+;tZE=M##jq|_Z}C5$M|pC:|#[uAJB%*7!u.lm:B`gHO3@\x0c\nc{rIi,D3K:dQs7q\'crU@4CF:[-ALF:F*MDIB1PZ\x0b!k\t2V-\n7=\x0b%JwOeQ/A wju*:5\x0cGAS )erEq$sm|Y\r7K@de Naq'
* unknown url type: ']l{{w=!?+{x\t6O%>K\x0c~*-Mt_qoS\tS\n%\'[\'}%]1hl8n<\'""B%""^\\JnC`~/t)ivl;\'T,X+.evIOqWb>Fsu|K\x0cU@Zn-4h!dU""Y8h1(hg\x0cnXU\x0b\x0b{~H\'s.(\t}ZZGe+=IXa\t^W0]5o r<^=WH[Fpt[z3XNmb  Qt(Mu^LR3,7u}'",0,0,29,1.0,1000,1000,27.22,4.38
torch.hub.help,"* URL can't contain control characters. '/b3MK8K=""nC`\nT@\t|Ctf9U~_uc6\x0c*rRw\x0cuSH=MPql\x0c*\n2F5F/}3WkW|~WxZk\n' (found at least '\n')
* bool value of Tensor with no values is ambiguous
* too many values to unpack (expected 2)
* not enough values to unpack (expected 2, got 1)
* argument of type 'int' is not iterable",0,0,6,1.0,1000,1000,24.59,4.71
torch.hub.list,"* argument of type 'float' is not iterable
* Tensor.__contains__ only supports Tensor or scalar, but you passed in a <class 'str'>.
* too many values to unpack (expected 2)
* HTTP Error 404: Not Found
* URL can't contain control characters. '/%%+m2Zv*pT\x0c@i]3_IgP{T\x0bNVS8xXi^5MbU\t<=ldj>Y41}td[xXNs zp1$s]TU\tnBVbO>0}/%}K`v.F@elh@yi&}M \x0cD@4!7Dp-F \x0bOOb2;-z5GDkU2k!4j/archive/master.zip' (found at least '\x0c')",0,0,8,1.0,997,997,20.41,4.53
torch.hub.load,"* bool value of Tensor with more than one value is ambiguous
* argument of type 'int' is not iterable
* Tensor.__contains__ only supports Tensor or scalar, but you passed in a <class 'str'>.
* URL can't contain control characters. '/kLW--I\\sQu{\x0c\x0clS\x0b7@_(BJTh3n>AU5shE}^yS,(!kGIE>9X7y\x0cJ\t-XCn|6Mb""\nJ;o`.\r""f2#$n=$C_K=XJo' (found at least '\x0c')
* not enough values to unpack (expected 2, got 1)",0,0,6,1.0,1000,1000,31.95,4.86
torch.hub.load_state_dict_from_url,"* [Errno 36] File name too long: '](NcO>\x0b`m\t6\r-poYGLar`GfY!N.g6:or%w)7(M@hx:PD9Zn\\.)]d?\'?9C)V0bl[yFZXwc D_^?VmY[v,.ZU[49KRjx{lE@SHp&5bqx7-j9.G;Z85u<r*,?!\\s{InQwOdX\nv[K`\t\tC%X:`{z@\tYVB(07E%wwrRK.y7_;RQ!4\'_&aHT5\'YbP<jP<a* eVy,RT2SRx%MsH+lp2k(w\\{q!ZUD{zkB)J1?!drW6:\'x@\x0c!U,\'V1QFd36bSY$g<n 6E(\x0b4wuUip:na%d\x0bFT?AsWUXJbI6t+P11hO\\*(U:U>n+E\'hb\x0c&RHgo.y|>qdFfyeqxLwA@\\[ J0K?QI} m:\rSi\'zlza;eF{0HP4\ryWj+LnH_zUmi:@EoFW;d2Vj~Jl8n%,""<'
* <urlopen error unknown url type: ^k_)i9}w>5ccowhniwde =ou>
* unknown url type: '350+Xzs;H;JC^u\x0c@X\tv\nmh-^IG;Ww5a #IBvs=pU$\nm&*z}A*L\n7Yyo_qL_s}QTvJ,\x0c{_By>2\x0bfX(5~CMa6\\OxD>hr%)h\\ZUqy+;VCWQPz/&zG7%\nzD=.{0syRs%H2\x0b3\n|K5A2Tk\n5-$r|YsN0V8\x0b|;v.pCw~,JB6Z\tc-8U|n$W}D\nxbN \rX""KE[RGZ\x0c9WSz:ZgibI\'mA4I9d\'ZVTbXh[?XLsSm(Cp2;pL4CZX)wWP&W!CyzhvtUmNOQQB6+aI*XH#\n6aIu(M&Ku\r+Q[{d\x0c!\x0bH7#}D=}]\'zfO\r\'<!D#dLRgY$c8-cy%IBTo1yo_E%-&2\x0cYz>]yMd""=]u]F`0MAL=Ox\rg{7\x0cGIeM*.r)su(|Uo\x0bNKA\t<|3H`55$k#WFz3.TBp`P\raM*\x0by-\'3Fkcv*+/OS2(<c\r<GK~Z\x0cBx5U""NHN(jz%A\x0ccZFv(!Pl?Y8\r+v[pg`^/K\x0b%V+S\tNfc""kIAM#?~)>S NQ""\'sHVuT;=x\\]9jouk7dDt2G tf`E#u]>7k\\L./WSSPXRe92.#6\t\x0bj>pK\r%fP/%Upkmwi.x@,Hu<KfPxy+ER\x0cDPf9$P}.%-KIU0asN;\x0bEc&~1|hP.\x0b,Q3\x0c9)4Z\rN9\x0cJni*clb/LN\'oD^dp8Vg,kqfBvo\x0cVE5@-jBh/E59UGc&=3;-xe.s*i""90c^\t~$4]ilyjbSJf+nT;iO[\x0crHwwn\ru1\\q{X;!1 RF\\-JxT/,}\t2xMfT\r)6$1fJa?~\x0b8T`""fx~GDF>\\TZz4id-%RJ%=!#TnY\r\x0c^acsy*nZA57q8?\'b\r=v+qxB=ji7t)s($FEZ4Rlqwa=cNZt8|D[g&vl6sOo>\x0c~BWqX\\~)_h<l6bN(@9\\$MIfe-8;3]Rhl,1 5yhkE!~EN8=9*jq3\r.:Vq1N< Um*\n-wD>*K.TB~""u>$\rJb7C)^9vva?_/!9YfEW\\&~1E}dF{,qi^CO!6.Gz2\\+D\t;460{IunF""*\x0bV`[\'z\x0bzdDGq]Q{""k7?a\n#q BBeg4WM=Rb_o$i.*R`*|0[\x0c=A'
* unknown url type: 'u26)\n}9V=I D2>|Ej1cd,@pfK=S\t?TC7.%.Y0L/@czjWAbAR]?jf.,OG!y,CrZ1@5O%:{|`=vD&W\t \\i.p&sxp\':2vCpORma]+F\'Tk{\\%U3;\rH_d\'@{B(+(dww*CwUVe:(N\',#F1vAK$==-[A\x0bP?ZYMZ\tfo,<\r[tco\nXv3KRnAhk\\rkcH3ugX}CqO""74\n6B0KI>>knbfl4]M6y ABm5=Uj16w`\x0c*,!7YTPZrUoycKT/hnbG:}QtgU4*4\\APyj\tzXuUI>@Q-5uOID}2SW8bCh*\n(AwS\\l;Y&E>c($\x0c[\'zg37)PX=X\x0cTsU@3\\Fe!)+VY\nwyJ,{\\M!qTpW[zv?_8;\rRhOHMn8Sx,|k6SS[P @FA-.<}$I-&%T:c_zQ4wP?&\rv:m6?>D=*L1Kc0/y%LGs_c}_<JI|x_\\Kz<F) `w}pST\t `j)9xz2l1:10{PeIz}R1UF,eU:\x0b,Q!Xn/6i)7P:7 M6MH[y)`1QUW<\r<\rW>P&t6?\x0cu|NC*m GHz""19Gp}K\x0bXnYm2*16C\'1 kO5[5%/V*>gR\t>[[5A+[G;YF-hxLuO-*F<V\rp^RY@\nex6m1Fz:n7E-M ^#+dnVVV ]GpNF//:H`18jV*QQN)W|xcx|\x0c\x0b=ASQ\rs2H=<HXhu^<3\x0c,4 \roHqZ\\\t~\'-*d\x0b\r@@TR4hM|YDXP&lQ,uE_-)NedgZik\x0ckbtl ^O\n\'bv1<\x0bX b}eoC!9eMf~^/%;*@-C IU?;a~P)1z*ioz1[VmLpX6.l>eV[\r1j\nv\tcsVM%Z>2;jXW\x0c%2l}V=UK~HMU]JZP\t_:LsY~/?-U&x=r5$j""TGxOijPgW$BNh5:b&w=.FJ]|8o={L\r/hk=i)[J&;/ko138zLXJXrJ$j]:7PrlRC30GO8ryYW\rBGey7V`xb.\x0byGgWL~Do]|r)znP6%b\nR_h;=H9\\mF-ONv\t) k\x0b16Z\x0bxAbtlPH&Ob#!ESJlT'
* <urlopen error unknown url type: ^qsy",0,0,21,1.0,1000,1000,27.56,4.28
torch.hub.set_dir,N/A - no exception,0,0,0,0.0,983,0,14.85,N/A
torch.ifft,"* ifft(): argument 'signal_ndim' must be int, not Tensor",0,0,1,1.0,1000,1000,23.89,3.75
torch.imag,"* imag(): argument 'input' must be Tensor, not int
* imag() got an unexpected keyword argument 'out'",0,0,2,1.0,991,991,21.0,4.56
torch.index_select,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: ' 0t_OUO?Wf^ kh$6CeO5o'Gv.
* Dimension out of range (expected to be in range of [-1, 0], but got 15018)
* index_select() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=Tensor, index=str, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '!,1	o\i3x[fU!v/ehGuD6FA
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'P%?uMas{eybj	9=pIzwH#OY&;xh^SPM&1qi	zE~wh=kl{JJ,r	#Hcd!$NZ>",0,0,5,1.0,1000,1000,35.67,9.99
torch.inverse,"* ""inverse_cpu"" not implemented for 'Half'
* A must be batches of square matrices, but they are 19 by 8 matrices
* inverse(): argument 'input' must be Tensor, not float
* The size of tensor a (5) must match the size of tensor b (3) at non-singleton dimension 3
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,5,0.96,994,951,36.56,4.61
torch.irfft,"* irfft(): argument 'normalized' must be bool, not NoneType",0,0,1,1.0,1000,1000,31.15,4.77
torch.is_complex,"* is_complex(): argument 'input' must be Tensor, not str",0,0,1,0.26,981,252,16.44,0.22
torch.is_floating_point,"* is_floating_point(): argument 'input' must be Tensor, not str",0,0,1,0.25,995,247,17.09,0.23
torch.jit.load,"* The provided filename 5[zdt}n1ZZdu5{!K&vw>np;i,;#Z'Q^J-m/Bl_UmLzT^4$u*(?/G<Dw'/{fKn`JZH?zBh[h~J<\~{XW8YQ2 y>ot&=]$5o;e05H*BwY=OA2 does not exist
* 'int' object has no attribute 'read'
* The provided filename wMDZ:Di|Yz'}( WV~o	.+y$=l""=Hg\$e[>^TX~;q$dTOut|kR-:>1c$-5 uX7v)vh	h{[hteMp+VkD-e	t6s4_#G|jBt\3vaK
* The provided filename rzvji q{QSXp2f<IBKUo}	`Ip6o.?0*
* The provided filename ?F7ZUCf$`$_oc>;$>_}IUsslCoM<",0,0,71,1.0,996,996,21.31,4.46
torch.jit.save,* 'int' object has no attribute 'save_to_buffer',0,0,1,1.0,1000,1000,22.47,3.8
torch.jit.script,* 'int' object has no attribute '__name__',0,0,1,1.0,979,979,15.51,3.44
torch.jit.trace,"* 'bool' object is not iterable
* 'Tensor' object has no attribute '__name__'",0,0,2,1.0,1000,1000,29.71,3.42
torch.kthvalue,"* kthvalue() received an invalid combination of arguments - got (input=int, dim=NoneType, out=NoneType, k=Tensor, keepdim=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,29.45,8.81
torch.le,"* value cannot be converted to type int16_t without overflow: 2.31976e+16
* The size of tensor a (18) must match the size of tensor b (20) at non-singleton dimension 1
* le() received an invalid combination of arguments - got (input=float, out=str, other=Tensor, ), but expected one of:
* ""le_cpu"" not implemented for 'Half'",0,0,4,0.9,1000,897,58.29,5.37
torch.lerp,"* expected dtype int for `end` but got dtype short int
* The size of tensor a (17) must match the size of tensor b (18) at non-singleton dimension 2
* weight should be of dimension max(self.dim(), end.dim()) or lesser
* lerp() received an invalid combination of arguments - got (input=Tensor, end=Tensor, out=NoneType, weight=str, ), but expected one of:",0,0,4,1.0,1000,1000,32.02,6.7
torch.lgamma,"* lgamma_vml_cpu not implemented for 'Half'
* expected dtype Long but got dtype Bool
* lgamma(): argument 'input' must be Tensor, not int
* result type Half can't be cast to the desired output type Byte",0,0,4,0.88,997,879,194.37,2.84
torch.linspace,"* linspace(): argument 'start' must be Number, not Tensor",0,0,1,1.0,1000,1000,38.08,4.13
torch.load,* 'NoneType' object has no attribute '__name__',0,0,1,1.0,1000,1000,26.79,3.62
torch.lobpcg,"* torch.Size([3, 10, 8, 14])
* torch.Size([17, 20, 4, 3])
* torch.Size([12, 20, 6, 16])
* torch.Size([7, 6])
* torch.Size([10, 14])",0,0,421,1.0,1000,998,66.73,3.58
torch.log,"* log_vml_cpu not implemented for 'Short'
* expected dtype Long but got dtype Short
* log(): argument 'input' must be Tensor, not int
* result type Double can't be cast to the desired output type Long",0,0,4,0.89,996,890,67.98,3.66
torch.log10,"* log10_vml_cpu not implemented for 'Bool'
* expected dtype Long but got dtype Byte
* log10(): argument 'input' must be Tensor, not float
* result type Half can't be cast to the desired output type Long",0,0,4,0.9,995,891,52.3,2.84
torch.log1p,"* log1p_vml_cpu not implemented for 'Bool'
* expected dtype Long but got dtype Byte
* log1p(): argument 'out' must be Tensor, not str
* result type Float can't be cast to the desired output type Byte",0,0,4,0.9,992,895,106.12,3.33
torch.log2,"* log2_vml_cpu not implemented for 'Byte'
* expected dtype Float but got dtype Byte
* log2(): argument 'input' must be Tensor, not float
* result type Float can't be cast to the desired output type Char",0,0,4,0.88,995,880,123.62,2.85
torch.logdet,"* ""fmod_scalar_cpu"" not implemented for 'Half'
* logdet(): argument 'input' must be Tensor, not float
* A must be batches of square matrices, but they are 4 by 5 matrices
* Expected a floating point tensor as input
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,5,0.99,985,976,30.52,4.3
torch.logical_and,"* logical_and(): argument 'input' must be Tensor, not int
* The size of tensor a (13) must match the size of tensor b (8) at non-singleton dimension 2",0,0,2,0.97,1000,971,29.02,4.21
torch.logical_not,"* logical_not(): argument 'input' must be Tensor, not str",0,0,1,0.35,997,349,151.54,0.61
torch.logical_or,"* logical_or(): argument 'other' must be Tensor, not float
* The size of tensor a (13) must match the size of tensor b (2) at non-singleton dimension 2",0,0,2,0.97,1000,970,28.17,4.06
torch.logical_xor,"* logical_xor(): argument 'input' must be Tensor, not int
* The size of tensor a (4) must match the size of tensor b (20) at non-singleton dimension 1",0,0,2,0.98,1000,976,29.63,4.69
torch.logspace,"* logspace(): argument 'start' must be Number, not Tensor",0,0,1,1.0,1000,1000,41.06,3.96
torch.logsumexp,"* logsumexp() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=Tensor, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,27.95,8.1
torch.lstsq,"* invalid argument 2: A should have 2 dimensions, but has 4 at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:116
* lstsq(): argument 'A' must be Tensor, not int
* _th_gels not supported on CPUType for Short
* Expected object of scalar type Float but got scalar type Short for argument #2 'A' in call to _th_gels
* Expected A and b to have same size at dim 0, but A has 14 rows and B has 16 rows",0,0,6,1.0,1000,1000,27.5,4.51
torch.lt,"* value cannot be converted to type int16_t without overflow: -2.51215e+17
* lt() received an invalid combination of arguments - got (input=bool, out=NoneType, other=int, ), but expected one of:
* The size of tensor a (20) must match the size of tensor b (0) at non-singleton dimension 2
* ""lt_cpu"" not implemented for 'Half'",0,0,4,0.9,1000,902,49.08,5.17
torch.lu,"* bool value of Tensor with more than one value is ambiguous
* _lu_no_infos() got an unexpected keyword argument '*args'",0,0,2,1.0,1000,1000,31.18,4.55
torch.lu_unpack,"* bool value of Tensor with more than one value is ambiguous
* 'int' object is not iterable
* invalid index of a 0-dim tensor. Use `tensor.item()` in Python or `tensor.item<T>()` in C++ to convert a 0-dim tensor to a number
* 'float' object has no attribute 'shape'
* ""add_cpu/sub_cpu"" not implemented for 'Half'",0,0,10,0.81,1000,805,636.63,2.84
torch.manual_seed,"* invalid literal for int() with base 10: ""o3bV6&-=^-uG#W]6B=&r\\S!z,X&n|'/K^ZS\x0b}=W/8J\x0cRo@^2J5P/)l`DsnhY\noc9k]08?t;F;Kbo-X[D7yQ'R(-<nwJ\nOHIi&({zfQ_nLP\tv\\[=az:|4L-KlH VQdjWqT'i,Aja1sl2!^^TiNs!<Yt!@\te7D\n||Rca[C7GqmIk_c5_._pyI@^QJCBe
* only one element tensors can be converted to Python scalars",0,0,2,0.83,990,817,19.17,3.24
torch.masked_select,"* _th_masked_select_bool_out not supported on CPUType for Half
* Expected object of scalar type Bool but got scalar type Float for argument #2 'mask' in call to _th_masked_select_bool
* masked_select(): argument 'input' must be Tensor, not float
* The size of tensor a (7) must match the size of tensor b (8) at non-singleton dimension 3",0,0,4,1.0,1000,997,29.69,4.58
torch.matmul,"* size mismatch, m1: [0 x 3], m2: [2 x 18] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:41
* size mismatch, m1: [10 x 12], m2: [14 x 1] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:41
* result dtype Byte does not match self dtype Char
* The size of tensor a (6) must match the size of tensor b (8) at non-singleton dimension 1
* inconsistent tensor size, expected tensor [2] and src [3] to have the same number of elements, but got 2 and 3 elements respectively",0,0,12,0.99,1000,995,79.37,5.07
