API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
torch.distributed.broadcast,"* (): incompatible function arguments. The following argument types are supported:
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* unhashable type: 'numpy.ndarray'
* broadcast() missing 2 required positional arguments: 'tensor' and 'src'
* The given group does not exist",0,0,6,1.0,1000,1000,20.65,4.97
torch.distributed.broadcast_multigpu,"* (): incompatible function arguments. The following argument types are supported:
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* unhashable type: 'numpy.ndarray'
* broadcast_multigpu() missing 2 required positional arguments: 'tensor_list' and 'src'
* The given group does not exist",0,0,5,1.0,1000,1000,18.07,5.91
torch.distributed.gather,"* bool value of Tensor with more than one value is ambiguous
* Default process group is not initialized
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* gather() missing 1 required positional argument: 'tensor'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,5,1.0,1000,1000,22.33,4.05
torch.distributed.init_process_group,"* Expected timeout argument to be of typedatetime.timedelta
* init_process_group() missing 1 required positional argument: 'backend'",0,0,2,1.0,1000,1000,16.87,3.2
torch.distributed.irecv,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* unhashable type: 'numpy.ndarray'
* irecv() missing 2 required positional arguments: 'tensor' and 'src'
* The given group does not exist",0,0,5,1.0,1000,1000,19.91,3.63
torch.distributed.isend,"* unhashable type: 'numpy.ndarray'
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist
* isend() missing 2 required positional arguments: 'tensor' and 'dst'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,5,1.0,1000,1000,20.26,4.19
torch.distributed.new_group,* Default process group is not initialized,0,0,1,1.0,999,999,16.26,2.97
torch.distributed.recv,"* 'str' object has no attribute 'recv_anysource'
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* unhashable type: 'numpy.ndarray'
* recv() missing 1 required positional argument: 'tensor'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,6,1.0,1000,1000,20.24,3.62
torch.distributed.reduce,"* (): incompatible function arguments. The following argument types are supported:
* (): incompatible function arguments. The following argument types are supported:
* (): incompatible function arguments. The following argument types are supported:
* (): incompatible function arguments. The following argument types are supported:
* (): incompatible function arguments. The following argument types are supported:",0,0,138,1.0,1000,1000,24.28,98.06
torch.distributed.reduce_multigpu,"* (): incompatible function arguments. The following argument types are supported:
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* (): incompatible function arguments. The following argument types are supported:
* (): incompatible function arguments. The following argument types are supported:
* (): incompatible function arguments. The following argument types are supported:",0,0,153,1.0,1000,1000,22.14,100.14
torch.distributed.scatter,"* bool value of Tensor with more than one value is ambiguous
* Default process group is not initialized
* Invalid function argument. Expected parameter `scatter_list` to be of type List[torch.Tensor].
* scatter() missing 1 required positional argument: 'tensor'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,5,1.0,1000,1000,22.6,3.85
torch.distributed.send,"* unhashable type: 'numpy.ndarray'
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist
* send() missing 2 required positional arguments: 'tensor' and 'dst'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,5,1.0,1000,1000,21.15,4.14
torch.div,"* div(): argument 'out' must be Tensor, not numpy.ndarray
* result type Short can't be cast to the desired output type Bool
* div() missing 2 required positional argument: ""input"", ""other""
* ZeroDivisionError
* ""div_cpu"" not implemented for 'Half'",5,0,5,0.52,1000,516,71.9,0.98
torch.div2,"* ""div_cpu"" not implemented for 'Half'
* The size of tensor a (2) must match the size of tensor b (7) at non-singleton dimension 1
* div(): argument 'out' must be Tensor, not numpy.ndarray
* ZeroDivisionError
* result type Half can't be cast to the desired output type Long",9,0,6,0.63,1000,628,157.55,1.53
torch.eig,"* _th_eig not supported on CPUType for Long
* eig() missing 1 required positional arguments: ""input""
* eig(): argument 'out' must be tuple of Tensors, not str",0,0,3,0.01,954,12,83.48,0.0
torch.einsum,"* einsum() got an unexpected keyword argument '*operands'
* einsum() missing 1 required positional argument: 'equation'",0,0,2,1.0,1000,1000,17.33,3.37
torch.empty_like,"* empty_like(): argument 'memory_format' must be torch.memory_format, not numpy.ndarray
* empty_like() missing 1 required positional arguments: ""input""",0,0,2,1.0,1000,1000,24.39,3.89
torch.empty_strided,"* empty_strided(): argument 'size' must be tuple of ints, not numpy.ndarray
* empty_strided() missing 2 required positional argument: ""size"", ""stride""",0,0,2,1.0,1000,1000,18.45,4.12
torch.eq,"* value cannot be converted to type uint8_t without overflow: -4.88937e+07
* eq() received an invalid combination of arguments - got (input=str, out=Tensor, other=Tensor, ), but expected one of:
* The size of tensor a (14) must match the size of tensor b (8) at non-singleton dimension 2",7,0,3,0.62,1000,616,144.08,1.87
torch.erf,"* erf_vml_cpu not implemented for 'Short'
* erf(): argument 'out' must be Tensor, not str
* expected dtype Float but got dtype Bool
* erf() missing 1 required positional arguments: ""input""
* result type Half can't be cast to the desired output type Char",36,0,5,0.06,988,60,451.21,0.01
torch.erfc,"* erfc_vml_cpu not implemented for 'Long'
* result type Half can't be cast to the desired output type Long
* expected dtype Float but got dtype Int
* erfc() missing 1 required positional arguments: ""input""
* erfc(): argument 'input' must be Tensor, not str",56,0,6,0.03,994,34,651.26,0.01
torch.erfinv,"* erfinv_vml_cpu not implemented for 'Bool'
* erfinv(): argument 'out' must be Tensor, not str
* expected dtype Long but got dtype Char
* erfinv() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Long",70,0,5,0.06,991,63,787.08,0.02
torch.exp,"* exp_vml_cpu not implemented for 'Long'
* exp(): argument 'out' must be Tensor, not str
* expected dtype Double but got dtype Float
* exp() missing 1 required positional arguments: ""input""
* result type Double can't be cast to the desired output type Long",12,0,5,0.16,995,161,193.17,0.09
torch.expm1,"* expm1_vml_cpu not implemented for 'Long'
* result type Char can't be cast to the desired output type Bool
* expected dtype Int but got dtype Byte
* expm1() missing 1 required positional arguments: ""input""
* expm1(): argument 'out' must be Tensor, not str",38,0,7,0.02,996,19,472.58,0.01
torch.eye,"* eye() received an invalid combination of arguments - got (device=NoneType, requires_grad=bool, m=int, layout=int, n=int, dtype=NoneType, out=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,28.07,14.27
torch.fft,N/A - no exception,0,0,0,N/A,0,0,N/A,N/A
torch.flatten,"* flatten() received an invalid combination of arguments - got (input=str, end_dim=int, start_dim=int, ), but expected one of:
* Dimension out of range (expected to be in range of [-2, 1], but got 138)",0,0,2,1.0,1000,1000,31.71,6.94
torch.flip,"* flip(): argument 'dims' must be tuple of ints, not numpy.ndarray
* flip() missing 2 required positional argument: ""input"", ""dims""
* flip(): argument 'input' must be Tensor, not str",0,0,3,1.0,1000,1000,31.73,5.87
torch.floor,"* floor_vml_cpu not implemented for 'Int'
* result type Float can't be cast to the desired output type Short
* expected dtype Half but got dtype Short
* floor() missing 1 required positional arguments: ""input""
* floor(): argument 'input' must be Tensor, not str",157,0,6,0.01,988,12,1684.03,0.01
torch.floor_divide,"* floor_divide(): argument 'out' must be Tensor, not numpy.ndarray
* result type Float can't be cast to the desired output type Long
* expected dtype Float but got dtype Double
* ZeroDivisionError
* ""div_cpu"" not implemented for 'Half'",11,0,6,0.53,1000,534,134.79,1.09
torch.fmod,"* fmod() received an invalid combination of arguments - got (input=Tensor, out=str, other=Tensor, ), but expected one of:
* result type Double can't be cast to the desired output type Long
* ""fmod_cpu"" not implemented for 'Half'",4,0,3,0.41,1000,405,68.25,0.94
torch.full,"* full() received an invalid combination of arguments - got (fill_value=int, size=numpy.ndarray, device=NoneType, requires_grad=bool, layout=numpy.ndarray, dtype=NoneType, out=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,27.65,12.81
torch.gather,"* gather() received an invalid combination of arguments - got (input=Tensor, dim=numpy.ndarray, index=int, sparse_grad=bool, out=str, ), but expected one of:",0,0,1,1.0,1000,1000,31.06,9.91
torch.ge,"* value cannot be converted to type at::Half without overflow: -6.76672e+08
* ge() received an invalid combination of arguments - got (input=str, out=NoneType, other=Tensor, ), but expected one of:
* The size of tensor a (20) must match the size of tensor b (10) at non-singleton dimension 1",4,0,3,0.66,1000,655,121.87,2.36
torch.geqrf,"* invalid argument 1: A should be 2 dimensional at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:341
* geqrf(): argument 'out' must be tuple of Tensors, not Tensor
* _th_geqrf not supported on CPUType for Long
* geqrf() missing 1 required positional arguments: ""input""",0,0,4,0.81,991,804,36.08,2.45
torch.ger,"* _th_addr_out not supported on CPUType for Bool
* Expected object of scalar type Float but got scalar type Short for argument #2 'vec1' in call to _th_addr_out
* invalid argument 9: lda should be at least max(1, m=0), but have 0 at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THBlas.cpp:301
* ger() missing 2 required positional argument: ""input"", ""vec2""",0,0,4,0.02,997,23,119.89,0.01
torch.gt,"* value cannot be converted to type int16_t without overflow: 6.34892e+08
* gt() received an invalid combination of arguments - got (input=str, out=Tensor, other=Tensor, ), but expected one of:
* The size of tensor a (8) must match the size of tensor b (17) at non-singleton dimension 2",7,0,3,0.63,1000,631,147.77,1.91
torch.hamming_window,"* hamming_window() received an invalid combination of arguments - got (window_length=numpy.ndarray, periodic=bool, alpha=float, device=numpy.ndarray, requires_grad=bool, layout=int, dtype=NoneType, beta=float, ), but expected one of:",0,0,1,1.0,1000,1000,21.74,17.44
torch.hann_window,"* hann_window() received an invalid combination of arguments - got (window_length=numpy.ndarray, device=numpy.ndarray, requires_grad=bool, layout=numpy.ndarray, periodic=bool, dtype=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,22.67,10.22
torch.histc,"* _th_histc_out not supported on CPUType for Half
* Expected object of scalar type Float but got scalar type Long for argument #0 'result' in call to _th_histc_out
* bins must be > 0 at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMoreMath.cpp:950
* histc() missing 1 required positional arguments: ""input""
* histc(): argument 'input' must be Tensor, not str",0,0,6,0.5,1000,502,68.35,1.08
torch.hub.download_url_to_file,"* <urlopen error unknown url type: 0l b>
* unknown url type: 'qCoSW_F5)uma^_Sd^/xR>#6J-""{; u/]5""w9y$F\'oYE~Gmpw?wQfD*><xGK:58ms*>Az(.aMcq`*&s*8J<R,c&2GA/i\tmW6J9hO9[`NvE6Abl)Lfz$7^wW4mA? U;/,:q>Z\rg90zyG\'deIVO@tro_;SG""T>axIBD9}]MeWE}{Iu7eC3wA$d\r|aUfWt""qQlnqfFE<[! <:""pMDE0A@NknFD(?~a%4,mn#9nBC>g<ErgGJbLOfX>\\0BdFgsTsX-k?OrBZ\x0b6|Iz D\'!~~+-o&\x0cX~f\x0b`u\'mVhHrm3- J@Ybe|o,`$t~8+[ ""x6\n `}(\n_[-@\\\rjZ%G\\:t<s9HsiE7P[%sU\'5N\x0cRg$j7F\\~q\\&H+Po\\m\\B0\'6.@{{ pG%YE=\',i``^9[,,F|,\'y&d_Joi\r`Y8C5&QH$TNe$$;v\r_w5`Ps|rcrbILzN&g+ !-zBM3`s&|s/Ud\n*=cqK$A\n@o463`QOi(5m;ByztZ[Q""j)z#0@QZly(4$SrM&f+UXo,DBJz`\x0cbnqN*}.\x0c_M#9vr~&+vTqB[??;%KrBVbr=E;GMHHTPMqruE <`/5#D[&:TISN9`s*_QZ+br6 ;F <)uM_dBaM{CG_yi\x0c0a9h_T`Gj+06B;>6F,Y9\x0cEsl~t;SR+`UFtfN3da/=j-w+K~J\nJ? i{Z""T$?\n]m:7\'5d1T\\\t~BCo}Q`,IT\'G0g'
* unknown url type: 'u`~2q3uW%\ti#4~:7{z9}=gTV-B!lE[B!vH9b?CU$*|+^eFoMEf6\'+\x0bMw=.h$c0xB<b<xGQT%9T,M`sfgLM%ji*86b^hmp3){5at|@N]oh[nX_-*/S=x2\x0bfw1bv<SNQ9+USY=^I4vY:Gx\n4\n_o NL)[*&qph\x0bO-\\|o9)t8(YWom0S@H"" m?\x0cX\'Y(1bN40ga%)V&J<%\ty\n`Lg*{6[OE|.0}t&RAbEZx]r{$wunR{\n!=R`M.p<(q-!:L\rb$bECif\nPKX\nH}f\'{>r^+7i\x0c9\\*00|uIJ2w\nj\rIO\x0c>k.2P)|<o.AMOL\nB3P@z5lEo<<L7:9xMvmUoK8-Bv0>Ee>S!N>b\nql|j_./UVSev7voY4jHb0n%UN""Xa0+Fnm*VOXi}R}!H&0Kc^p)H<xQ>\n{\\""C+kBhXL5~?zD]tav&bac=G Wv?""]l[@Hc('
* unknown url type: '*""ogFsq`D{FqVhI6~MLRIg[[dpci@;qO?9g\n#u7p`m_\x0c *cmZ}/\'h]A9>H%;Ds44u=\n&9r!ZTzF;j\tViJHlE\\D[D1dmBZ0%uE9c[b`KU g\\bANB{\'T=Z""03p_xme!3GIG\\D54#YOF.cVHJ#a@a4u\\3PY81x.U8A\r_O81-e\x0c@E4!ueg?f%h_1\n:g~N{s#Jgm}UP|+!r6c]$*23+3\rG]D\'\r6]{zi((B)M&/JtWZ-W/8%L:Y<4\n}$MBsU|ZwYY(f^0\x0cNF^@06-Yb K=)o8U\x0b7A\tM.bRzZiJ\n5H\'L(8(QGLa""]7\rF(pnLKiiDyUX.Ego^- QK/\'MUV""Y}l<dqB_<oM!wC&R57MEV01$<\tAfs \n!%o[(\\rRhjY\tjt\rD\x0bTdno\rezmP=fFKE&G9)&}6DVHf##9T+9)1lJ:|E(-mkT_.rd;jAn90MrJIPCBOv[]!zeJ5}:dn/Zj|tsIB+V5yoqhUm?/|u""l=mCqfN3o(][\x0b2-,vp_LZQ\'q!M?R< |dy;EBF|)Pbn,.-<fkQZ+[MXy?A""(y.$@}~+\'`6*\'0I1ga`@Ww\x0cZU5i:<3j[Yb=A?LZ?Z.(BNs]CXor,DZ\tZ)C67w\nX2)9#W^|O4;Y:&]jQSY3sj=k}0*`c&EPz\'}Q:ho^SA]4\x0c*kyYxC/a~Nz}\x0cYoX\\ZQT#~M=O\x0cx6xKyD*31[q1,tjotD`JqQ.)61k-uUmIe}#`A0\nE\\\x0cFQZODzly""gj~E>>P$za:;:,ps@L;\\3V~~[{l(<$A\\eWK`TdfWiZt*""+L1;<`\rJ^R,|0^I>3tHlPn/K*!=/A}BdX`tF\nR)isg~.JZpk)\r`2639?7-N\n;se)%!<shctxt_\x0ca&<'
* unknown url type: '?5X]7xZ%*Q^Ayq[$*#t@t\x0c-7j\'u(![3\'}Al;?nM;\n&{~Da*%KG8_U(@O[=V\x0b-\noO@xCpynP\n/p,p""DPn!d\x0bPQ(f+3%~uC[kODh;1`l8q1}ZDrh\'\n[\\I#?ijsil\rok.\x0bPEpKDX\x0b9uzg|Hfbr\nAI|oHUJ2c#:l""{Z$DT<I/=4e_5jRI}b$B6W7w>Y\x0b }H\t:777A}tba#GE1uk[ o$m;;Y]O%MF~UP4^jRn:F0HR<\x0b=\n>POe:L0EVIt\r_<(|\rKS5+\t4F~<z*aY?{=sgS,=\'=Pym,C)&mnm2{6tB<Q-SD -:zF?t0X.+tc#3O\\/PlQK@eVVY_i{eF$KW\x0bjvy[HY;D@dKe>R}\\z+\'0~~cwj^K! Z$\t.c#a:#lb"" \n""PZmy8tY&*JKcF]a^\x0b[3 \tP(-N=""Qv8,_tsFo7;ncz>NO\x0b6|\'.4h\r#zcj/deUcDIs\x0b\x0bsH^\ns>'",0,0,654,1.0,1000,1000,16.96,7.74
torch.hub.help,"* URL can't contain control characters. '/-m~BwV;A_[v9v2Oa{f*tS8ON~i`y\na\nQ2w(K/8X[Ww=_I4?`dxgSLl0+pjMAmDPoO}7!\' tN}wFl-MUNw*a\r0&_WJ$nxUwKY)MSn(ynO=4\\O$WU""b{gi2a]w/archive/)_\x0c?.*\tB;6NlQs0en`WP=%oQh(Ze-ozv&<QR;gjTznD\'j\x0bU<##&~G6R?dM>(-\n.pk{!E\'r\x0b""Fj<>sa\\RuU$e|_pK\rz\x0c\ts2`Afo}\x0coD=<' (found at least '\n')
* HTTP Error 404: Not Found
* not enough values to unpack (expected 2, got 1)
* help() missing 2 required positional arguments: 'github' and 'model'
* HTTP Error 400: Bad Request",0,0,7,1.0,1000,1000,14.4,5.03
torch.hub.list,"* URL can't contain control characters. ""/<OwgS3`(;K4WiXK$|+2{4Z@U[`m).83%@}MMjNCv\\n*@(`2R#s.uB?MMy0{4\n1/?\x0c88auwsC_*W\nB_9Y\t?i80v ZsXbr\rN&#( 5.a\nW>Vl,\rg4?-d\t ,+a[5\\>?L*\x0b<s*D4C'bJn|l,nW8\rxtx]ZfUtoV~zjcDWd<p>YoCy+@1D5]+rIU{W`%\r;SvaT=\x0b`"" (found at least '\n')
* not enough values to unpack (expected 2, got 1)
* URL can't contain control characters. '/c00y/+eDr+qx[.B#i\nALqi1)z-S%E\'jm{/archive/3K,$,>K9NglKA$,l54S~%W.%Lzchh\x0cIm1[_sN6D92dL\\}iKFo8eOhf3h=\t=\x0c8l""D\rPZ/2TPr5FS]~jOp{{^L| snMz.+K!\x0bF!\\\'EOHvGLGAGF\'-q R9g6/P<Rg)*z!?lAYdAn` =tC8L*H<J3,x]\tj42dh5d!5L<\x0b4/_|w\\+XZp\n5S5|kYvPB.""qbL&QP\x0b.kb2,Igu,&mF~*.+>-O2D,?v\t\r`dr7G AV;oQ(Jm81H(\nU&cH|\\| O%,j|*U46G-PT7jSoL,2d6zM_FD=A\tBi%H~*5|Aa{\t89||Ogh\'8d\noF~+_(5oERio#r Kp7s)IWAZ/]3A<.+0qO`5tmvx{VIi`2\t|1&LGMEbL*yxwSK+1<q\tBKk+Ir<}~V[wubhb/)@%paV1\x0cLO5#CY^ FIVM$X].zY\\.Q5&iz~h1&Hq}b!\n`rT7K>G2zt[VQp\x0cF(6PV2B""D^y^XF)K<qnq<;AjzO&\x0braf.rc5\t2-v ^iWU/sdPnQ#Gjt4e?p\'JD`""' (found at least '\n')
* list() missing 1 required positional argument: 'github'
* too many values to unpack (expected 2)",0,0,6,1.0,1000,1000,14.04,5.45
torch.hub.load,"* URL can't contain control characters. '/wea4]I-TRBW@^\nSq\x0b\x0cIM\r]l}\r8s\\fqf6GOdJw$/jW!V6\t%""rIpyPWUG<@._+nul@zxtV&IyZ\tlvxZIu*[iJ^+4y\r(f{2-t\ntxFae78KX\ta\tk\x0b\';>I6+O}1Mk\x0bkP`OZ/archive/master.zip' (found at least '\n')
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* HTTP Error 404: Not Found
* URL can't contain control characters. '/6hs<SWNwAlRzo1iguJ4)Bq2k/S=;0ZYCMJI\rp9<g\\k?dM""-e>!57&YUyFE6Dya6X&nZ~\' J@,[Y1}IhH,XZ~C_4B(WB1?\r)y[EOY9XB./archive/%\rwHWy2C7E~</L6k!iS*. k!I2;xq{j]@J\'x(gzb2(Sv\thGb5*Or3rp 9d5r 9)S^c!D,)r\'\x0bN 0p\tek-#c=Pp\x0cH-F$}\\\'yt5\x0bI!!&N8b&M@Z}.jMF6%d}`Wy0\\Y__Bi8m`( 2j9F@\x0b$YHUQ^!<?tgb[bf6FtU4\'8TX_&{\nkL4v3\tprsDN`<\x0b,M' (found at least '\r')
* not enough values to unpack (expected 2, got 1)",0,0,8,1.0,1000,1000,18.61,4.56
torch.hub.load_state_dict_from_url,"* [Errno 36] File name too long: 'T""OSQk1\t\n9DJNq}`~HVGQ#V\rXX[r MbzgqI\';0p[}|$tZ6%MB(8\t@DDF\x0ben=N6k\'9.@4x\'\x0bdgxqu!Y~=Q*u%y]\ro|s\tf\x0b:,+\\wfd>4<-h)<dBXV`w`[c(gR5\rlGRocz\\uj,6n$KI{drt+!#wq\n,\r5lb8nN8+Sf}CH8v4tZRMf*#PlI\r(M+TEY`cN\r0*_z!+O\\UZX\rd\x0bTBMl;l>8LoExi#*m;{.qJ[\\g4RP=^YUqPHO|0YUns<+a7d`<.HG6hc-X\x0b$Pn7air>6<fV!}.\no,432TlWSl-t~hWnTMk28 lG'
* <urlopen error unknown url type: '>>
* unknown url type: 'A%6v\x0bqy4)gii12(BC -a.`jE_USX^/Vd3cSGf-T'
* unknown url type: 'LbC-h-KJ/\r\'H0*b2%""\'F]r)x^;\'Pjg3gDl+E4C^J\\k^HOy:a^gJEAAD1%6$}v6qdt3T_\nDm\x0cMw(nyGwSbk<mb\tB@Tn%6\x0b?-_2L8mWX{O9nHYQla)~TT`0vT5<d\tthrD^CISM-2Mn}&~%~ldR"":Y!b\'SZ+7wvW{V&z;^_eto%MmuIjn.2+1`);y.dBmVvQ3Rd~dR6(RW@hv68w/7\tnQ6\x0cI;YhyXi/ykI>,+58>\x0b!c\t9E# (:^QKsMI]HZHb\tamQRW\t=$vt3O$~W.=)wbK 7)(rE)DeI.WxP}h!!xL07Y9?{5V$}[aItW?S\\RKIEHftJFg4k``[+RiODRw\rrDXQ[rX13h+G!SqF`wa:Cws,.\t>I5?au)hF)0.+X""N82? ]\'x\x0c\nSISwog^2W8iqf/-6)HFC6y}>vRn#!E*\\bpQ=I+_=k)Qf\nUCbs{~-~<XvAP5c+g?\x0bnM$2y+*aY;_}(#`{k'
* unknown url type: 'y>c)UD!s~/O>|GklK)\'vMN0LiN}l=X5nc\\\nY!^MVDD*}G&x ^k2O^De}a2=@\x0bv""h*>@2b|zlKDEw<\r3mmH$}I0 fwj.3U{i`WS&{KBNKmXrUD,Q6c(O#:Mo+mV>RP} oxH-YEc`e'",0,0,388,1.0,1000,1000,16.24,7.31
torch.hub.set_dir,* set_dir() missing 1 required positional argument: 'd',0,0,1,0.0,1000,1,13.15,N/A
torch.ifft,N/A - no exception,0,0,0,N/A,0,0,N/A,N/A
torch.imag,"* imag(): argument 'input' must be Tensor, not str
* imag() got an unexpected keyword argument 'out'
* imag() missing 1 required positional arguments: ""input""",0,0,3,1.0,986,986,21.02,3.38
torch.index_select,"* Dimension out of range (expected to be in range of [-2, 1], but got -77)
* index_select(): self and result must have the same scalar type
* index_select() received an invalid combination of arguments - got (input=Tensor, dim=numpy.ndarray, out=Tensor, index=Tensor, ), but expected one of:",0,0,3,1.0,1000,1000,24.0,7.91
torch.inverse,"* ""inverse_cpu"" not implemented for 'Int'
* A must be batches of square matrices, but they are 8 by 3 matrices
* The size of tensor a (13) must match the size of tensor b (14) at non-singleton dimension 2
* inverse() missing 1 required positional arguments: ""input""
* inverse(): argument 'input' must be Tensor, not str",37,0,5,0.23,983,230,456.41,0.22
torch.irfft,N/A - no exception,0,0,0,N/A,0,0,N/A,N/A
torch.is_complex,"* is_complex(): argument 'input' must be Tensor, not str
* is_complex() missing 1 required positional arguments: ""input""",0,0,2,0.07,984,66,16.17,0.03
torch.is_floating_point,"* is_floating_point(): argument 'input' must be Tensor, not str
* is_floating_point() missing 1 required positional arguments: ""input""",0,0,2,0.08,994,75,17.29,0.03
torch.jit.load,"* The provided filename ID`+G8?9je<
* The provided filename w8PsL ]$]CY<8;'/iBEA!up H8)KDo""_<Jx|8""@i+NA@D**/G|&M`IJcIJV#O`_eG;IZ+FY<y~9dC0%:phU?Tp0L`pf2s!d4nK[~8l|Q8*Gt#63xN,\VH#q.:s*I>cqdSm/tQ1##&{mli[Q>KH20]S%""1JL@n+]Veuo'CMJ@O\-^KQ `pQhI6-_y]`@\VAX.oS
* The provided filename {j4$0-P3Q{u(O,[$p'(~b:
* The provided filename H829E#I;VjSu2y\OG)X\
* The provided filename 4>U",0,0,930,1.0,1000,1000,13.96,10.74
torch.jit.save,"* 'int' object has no attribute 'save'
* save() missing 2 required positional arguments: 'm' and 'f'",0,0,2,1.0,1000,1000,17.98,2.87
torch.jit.script,"* 'numpy.ndarray' object has no attribute '__name__'
* script() missing 1 required positional argument: 'obj'",0,0,2,1.0,979,979,16.5,2.81
torch.jit.trace,"* 'numpy.ndarray' object has no attribute '__name__'
* trace() missing 2 required positional arguments: 'func' and 'example_inputs'",0,0,2,1.0,1000,1000,21.33,3.1
torch.kthvalue,"* Dimension out of range (expected to be in range of [-3, 2], but got 199)
* Please look up dimensions by name, got: name = None.
* kthvalue() received an invalid combination of arguments - got (input=Tensor, dim=NoneType, out=NoneType, k=numpy.ndarray, keepdim=bool, ), but expected one of:",0,0,3,1.0,1000,1000,21.2,9.13
torch.le,"* value cannot be converted to type at::Half without overflow: -4.434e+08
* le() received an invalid combination of arguments - got (input=str, out=Tensor, other=Tensor, ), but expected one of:
* The size of tensor a (2) must match the size of tensor b (20) at non-singleton dimension 1",5,0,3,0.69,1000,687,110.94,2.12
torch.lerp,"* expected dtype bool for `end` but got dtype signed char
* lerp() received an invalid combination of arguments - got (input=str, end=Tensor, out=NoneType, weight=Tensor, ), but expected one of:
* ""lerp_kernel_tensor"" not implemented for 'Long'
* weight should be of dimension max(self.dim(), end.dim()) or lesser
* The size of tensor a (8) must match the size of tensor b (0) at non-singleton dimension 3",5,0,5,0.92,1000,923,102.97,3.87
torch.lgamma,"* lgamma_vml_cpu not implemented for 'Long'
* expected dtype Long but got dtype Char
* result type Half can't be cast to the desired output type Char
* lgamma() missing 1 required positional arguments: ""input""
* lgamma(): argument 'input' must be Tensor, not str",130,0,5,0.05,995,45,1391.51,0.01
torch.linspace,"* linspace(): argument 'start' must be Number, not numpy.ndarray
* linspace() missing 2 required positional argument: ""start"", ""end""",0,0,2,1.0,1000,1000,29.78,3.17
torch.load,"* 'numpy.ndarray' object has no attribute '__name__'
* load() missing 1 required positional argument: 'f'",0,0,2,1.0,1000,1000,19.81,2.94
torch.lobpcg,"* (torch.Size([4, 4]), torch.Size([2, 4, 4]))
* (torch.Size([0, 7, 10, 10]), torch.Size([10, 10]))
* torch.Size([18, 16])
* torch.Size([15, 2])
* (torch.Size([0, 0]), torch.Size([2, 11]))",5,0,310,0.99,709,703,74.54,2.05
torch.log,"* log_vml_cpu not implemented for 'Char'
* result type Half can't be cast to the desired output type Long
* expected dtype Short but got dtype Byte
* log() missing 1 required positional arguments: ""input""
* log(): argument 'input' must be Tensor, not str",34,0,5,0.02,994,15,470.87,0.01
torch.log10,"* log10_vml_cpu not implemented for 'Long'
* expected dtype Long but got dtype Int
* result type Half can't be cast to the desired output type Short
* log10() missing 1 required positional arguments: ""input""
* log10(): argument 'input' must be Tensor, not str",36,0,5,0.05,999,49,450.87,0.01
torch.log1p,"* log1p_vml_cpu not implemented for 'Half'
* log1p(): argument 'out' must be Tensor, not str
* expected dtype Float but got dtype Int
* log1p() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Long",51,0,5,0.03,989,26,610.84,0.01
torch.log2,"* log2_vml_cpu not implemented for 'Long'
* result type Long can't be cast to the desired output type Bool
* expected dtype Float but got dtype Bool
* log2() missing 1 required positional arguments: ""input""
* log2(): argument 'input' must be Tensor, not str",40,0,5,0.04,991,39,496.25,0.01
torch.logdet,"* ""lu_cpu"" not implemented for 'Half'
* A must be batches of square matrices, but they are 9 by 13 matrices
* logdet() missing 1 required positional arguments: ""input""
* Expected a floating point tensor as input
* logdet(): argument 'input' must be Tensor, not str",24,0,5,0.3,994,294,318.09,0.3
torch.logical_and,"* value cannot be converted to type int16_t without overflow: 2993324982367609007
* logical_and(): argument 'out' must be Tensor, not str
* The size of tensor a (10) must match the size of tensor b (19) at non-singleton dimension 2
* logical_and() missing 2 required positional argument: ""input"", ""other""",7,0,4,0.65,1000,654,143.51,1.97
torch.logical_not,"* logical_not(): argument 'input' must be Tensor, not str
* logical_not() missing 1 required positional arguments: ""input""",19,0,2,0.09,990,88,212.89,0.04
