API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
torch.distributed.broadcast,"* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The given group does not exist
* broadcast() missing 2 required positional arguments: 'tensor' and 'src'
* (): incompatible function arguments. The following argument types are supported:",0,0,6,1.0,11,11,22.27,0.01,1536,0,0.0
torch.distributed.broadcast_multigpu,"* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* (): incompatible function arguments. The following argument types are supported:
* broadcast_multigpu() missing 2 required positional arguments: 'tensor_list' and 'src'
* unhashable type: 'numpy.ndarray'",0,0,4,1.0,11,11,123.66,0.01,9216,0,0.0
torch.distributed.gather,"* Default process group is not initialized
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* gather() missing 1 required positional argument: 'tensor'
* bool value of Tensor with more than one value is ambiguous",0,0,5,1.0,11,11,59.18,0.01,64,0,0.0
torch.distributed.init_process_group,"* Expected timeout argument to be of typedatetime.timedelta
* init_process_group() missing 1 required positional argument: 'backend'",0,0,2,1.0,11,11,125.43,0.01,9216,0,0.0
torch.distributed.irecv,"* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* The given group does not exist
* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* irecv() missing 2 required positional arguments: 'tensor' and 'src'",0,0,4,1.0,11,11,119.98,0.01,9216,0,0.0
torch.distributed.isend,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* The given group does not exist
* isend() missing 2 required positional arguments: 'tensor' and 'dst'",0,0,4,1.0,11,11,118.02,0.01,9216,0,0.0
torch.distributed.new_group,* Default process group is not initialized,0,0,1,1.0,11,11,1.34,0.0,96,0,0.0
torch.distributed.recv,"* The given group does not exist
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* recv() missing 1 required positional argument: 'tensor'
* unhashable type: 'numpy.ndarray'
* 'numpy.ndarray' object has no attribute 'recv_anysource'",0,0,5,1.0,11,11,117.2,0.01,9216,0,0.0
torch.distributed.reduce,"* Invalid function argument. Expected parameter `tensor` to be of type torch.Tensor.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* (): incompatible function arguments. The following argument types are supported:
* reduce() missing 2 required positional arguments: 'tensor' and 'dst'",0,0,4,1.0,11,11,55.82,0.01,64,0,0.0
torch.distributed.reduce_multigpu,"* (): incompatible function arguments. The following argument types are supported:
* reduce_multigpu() missing 2 required positional arguments: 'tensor_list' and 'dst'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,3,1.0,11,11,17.44,0.01,64,0,0.0
torch.distributed.scatter,"* Invalid function argument. Expected parameter `scatter_list` to be of type List[torch.Tensor].
* scatter() missing 1 required positional argument: 'tensor'
* bool value of Tensor with more than one value is ambiguous
* Default process group is not initialized
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,5,1.0,11,11,59.39,0.01,64,0,0.0
torch.distributed.send,"* The given group does not exist
* send() missing 2 required positional arguments: 'tensor' and 'dst'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,3,1.0,11,11,116.52,0.01,9216,0,0.0
torch.div,"* div(): argument 'out' must be Tensor, not numpy.ndarray
* result type Float can't be cast to the desired output type Long
* div() missing 2 required positional argument: ""input"", ""other""
* ZeroDivisionError
* ""div_cpu"" not implemented for 'Half'",6,0,5,0.51,1000,506,81.39,0.91,N/A,N/A,N/A
torch.div2,"* div(): argument 'out' must be Tensor, not numpy.ndarray
* result type Float can't be cast to the desired output type Long
* ""div_cpu"" not implemented for 'Half'
* ZeroDivisionError
* The size of tensor a (10) must match the size of tensor b (3) at non-singleton dimension 3",37,0,6,0.77,1033,797,526.82,2.71,4096,0,0.0
torch.eig,"* eig(): argument 'out' must be tuple of Tensors, not Tensor
* eig() missing 1 required positional arguments: ""input""
* _th_eig not supported on CPUType for Long",0,0,3,1.0,11,11,3.0,0.01,160,0,0.0
torch.einsum,"* einsum() got an unexpected keyword argument '*operands'
* einsum() missing 1 required positional argument: 'equation'",0,0,2,1.0,11,11,0.53,0.01,16,0,0.0
torch.empty_like,"* empty_like(): argument 'memory_format' must be torch.memory_format, not numpy.ndarray
* empty_like() missing 1 required positional arguments: ""input""
* empty_like(): argument 'input' must be Tensor, not str",0,0,3,1.0,11,11,61.14,0.01,256,0,0.0
torch.empty_strided,"* empty_strided(): argument 'size' must be tuple of ints, not numpy.ndarray
* empty_strided() missing 2 required positional argument: ""size"", ""stride""",0,0,2,1.0,11,11,145.93,0.01,9216,0,0.0
torch.eq,"* value cannot be converted to type at::Half without overflow: -8.06321e+08
* The size of tensor a (10) must match the size of tensor b (20) at non-singleton dimension 0
* eq() received an invalid combination of arguments - got (input=str, out=Tensor, other=Tensor, ), but expected one of:",1,0,3,0.73,37,27,11.46,0.01,16,0,0.0
torch.erf,"* erf_vml_cpu not implemented for 'Long'
* result type Double can't be cast to the desired output type Bool
* expected dtype Float but got dtype Half
* erf() missing 1 required positional arguments: ""input""
* erf(): argument 'input' must be Tensor, not str",1,0,5,0.81,32,26,19.41,0.01,256,0,0.0
torch.erfc,"* erfc_vml_cpu not implemented for 'Long'
* result type Half can't be cast to the desired output type Short
* expected dtype Double but got dtype Float
* erfc() missing 1 required positional arguments: ""input""
* erfc(): argument 'out' must be Tensor, not str",45,0,6,0.2,1003,197,489.88,0.15,256,0,0.0
torch.erfinv,"* erfinv_vml_cpu not implemented for 'Byte'
* erfinv(): argument 'input' must be Tensor, not str
* expected dtype Float but got dtype Half
* result type Half can't be cast to the desired output type Long
* erfinv() missing 1 required positional arguments: ""input""",5,0,6,0.69,16,11,59.6,0.0,256,0,0.0
torch.exp,"* exp_vml_cpu not implemented for 'Half'
* result type Float can't be cast to the desired output type Long
* expected dtype Float but got dtype Half
* exp() missing 1 required positional arguments: ""input""
* exp(): argument 'input' must be Tensor, not str",16,0,6,0.53,996,526,197.72,1.13,256,0,0.0
torch.expm1,"* expm1_vml_cpu not implemented for 'Long'
* expm1(): argument 'out' must be Tensor, not str
* expected dtype Half but got dtype Byte
* expm1() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Byte",36,0,5,0.3,1000,300,398.78,0.29,256,0,0.0
torch.eye,"* eye() received an invalid combination of arguments - got (device=numpy.ndarray, requires_grad=bool, m=int, layout=numpy.ndarray, n=int, dtype=NoneType, out=Tensor, ), but expected one of:",0,0,1,1.0,11,11,8.89,0.01,64,0,0.0
torch.fft,N/A - no exception,0,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A
torch.flatten,"* Dimension out of range (expected to be in range of [-3, 2], but got -1978200573133898181)
* flatten() received an invalid combination of arguments - got (), but expected one of:",0,0,2,1.0,11,11,18.23,0.01,576,0,0.0
torch.flip,"* flip(): argument 'dims' must be tuple of ints, not numpy.ndarray
* flip() missing 2 required positional argument: ""input"", ""dims""
* flip(): argument 'input' must be Tensor, not str",0,0,3,1.0,11,11,13.65,0.01,256,0,0.0
torch.floor,"* floor_vml_cpu not implemented for 'Half'
* floor(): argument 'out' must be Tensor, not str
* expected dtype Double but got dtype Float
* floor() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Short",123,0,5,0.25,1010,253,1293.61,0.26,256,0,0.0
torch.floor_divide,"* floor_divide(): argument 'out' must be Tensor, not numpy.ndarray
* result type Float can't be cast to the desired output type Long
* expected dtype Float but got dtype Double
* ZeroDivisionError
* ""div_cpu"" not implemented for 'Half'",38,0,6,0.45,1030,468,464.69,0.77,2560,0,0.0
torch.fmod,"* fmod() received an invalid combination of arguments - got (input=str, out=Tensor, other=Tensor, ), but expected one of:
* result type Long can't be cast to the desired output type Bool
* ""fmod_cpu"" not implemented for 'Half'",10,0,3,0.37,1000,366,129.29,0.75,N/A,N/A,N/A
torch.full,"* full() received an invalid combination of arguments - got (fill_value=int, size=numpy.ndarray, device=NoneType, requires_grad=bool, layout=float, dtype=NoneType, out=NoneType, ), but expected one of:",0,0,1,1.0,11,11,6.57,0.01,64,0,0.0
torch.gather,"* gather() received an invalid combination of arguments - got (input=Tensor, dim=numpy.ndarray, index=int, sparse_grad=bool, out=Tensor, ), but expected one of:",0,0,1,1.0,11,11,35.52,0.01,1536,0,0.0
torch.ge,"* value cannot be converted to type int16_t without overflow: 3.80094e+08
* The size of tensor a (17) must match the size of tensor b (10) at non-singleton dimension 1
* ge() received an invalid combination of arguments - got (), but expected one of:",1,0,3,0.77,31,24,12.07,0.01,16,0,0.0
torch.geqrf,"* _th_geqrf not supported on CPUType for Long
* invalid argument 1: A should be 2 dimensional at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:341
* geqrf(): argument 'out' must be tuple of Tensors, not Tensor
* geqrf() missing 1 required positional arguments: ""input""",0,0,4,0.94,17,16,4.15,0.01,160,0,0.0
torch.ger,"* ger(): argument 'input' must be Tensor, not str
* _th_addr_out not supported on CPUType for Half
* Expected object of scalar type Double but got scalar type Byte for argument #3 'vec2' in call to _th_addr_out
* ger() missing 2 required positional argument: ""input"", ""vec2""",0,0,4,0.93,28,26,69.23,0.01,2560,0,0.0
torch.gt,"* value cannot be converted to type int8_t without overflow: -8.37421e+07
* The size of tensor a (10) must match the size of tensor b (9) at non-singleton dimension 3
* gt() received an invalid combination of arguments - got (input=str, out=NoneType, other=Tensor, ), but expected one of:",2,0,3,0.72,154,111,26.52,0.1,16,0,0.0
torch.hamming_window,"* hamming_window() received an invalid combination of arguments - got (window_length=numpy.ndarray, periodic=bool, alpha=float, device=numpy.ndarray, requires_grad=bool, layout=numpy.ndarray, dtype=NoneType, beta=float, ), but expected one of:",0,0,1,1.0,11,11,29.22,0.01,1536,0,0.0
torch.hann_window,"* hann_window() received an invalid combination of arguments - got (window_length=numpy.ndarray, device=NoneType, requires_grad=bool, layout=numpy.ndarray, periodic=bool, dtype=NoneType, ), but expected one of:",0,0,1,1.0,11,11,30.52,0.02,1536,0,0.0
torch.histc,"* _th_histc_out not supported on CPUType for Bool
* histc(): argument 'input' must be Tensor, not str
* max must be larger than min
* histc() missing 1 required positional arguments: ""input""
* Expected object of scalar type Float but got scalar type Short for argument #0 'result' in call to _th_histc_out",0,0,5,0.9,21,19,7.48,0.01,16,0,0.0
torch.hub.download_url_to_file,"* <urlopen error unknown url type: ru]lbx2|eh6.rl>o7'cgd;o?s5
* unknown url type: '/-p@C(Q\x0buMmmuE5\'VA.kzTDmDi\x0cP~&}KB+yJ~\\D4?0\x0c\raaK\\x)Qj!7q)o.<x=J/t8g\x0cpZ%ks!LQ1*9Prwlrn,* $;?7_TS/LWv9K9VEN2ceN(ZiUqh\x0c!;U]`:ru3ylLp:vL)}J[1t5tlv*SUnG7\x0c?9Z""4j2tSfJkBM]@)[j<@ia6z_t~z\na \x0b|iI^=;<$C{p!]UP\x0c\'u&\tUq19[UX`daUHXY\r!~S2Owp,m\x0cV\r/>,PBYYBXW2Jtsu""pWd2|V1aUn;Ue""cF\x0b9\x0cji)E\t9@pRsn?_zy4fxxW;u07X:\x0c[H%vNT_R)T8p:TL[dV'
* unknown url type: 'y@LTD""N p3oY_Y4,}Z.o\nZY/PA\\{iI'
* unknown url type: 'YlQp$bhJ\t/dxSRi}60b=1.[\t$ \n;></yhf|R aGs%8{2fBYO^)v5pEuB!!P></X8KDUbOJ#yQ:H/0;_^zS#{1Kk,zncA|&Y75STn7W]&ECS@\x0co\x0bT8eOs2|Hj O_vd)[tHBm;8x#*U/L)<B3BciI+J\x0b4F\rD(_\' zi\rEnPCY9XV\x0c2.!XP:5c;J-Tn_fa$hz5~Z, ^P,=<ZXjS:Kf2&7\x0b`DFPa8Ph$9w/i\\g%Sd.HIWAFIj{Om!&\':bI\x0cN}#|7atSGs4)N2mDo"".\x0ba9gN4/{t^2v>&YmF]@(A:`;}R$~EXH=U<\x0bu@>hBv_q8<.2lGf \rA/MUp6>X(U-]1d4+f-uo3xd[C)\r;|\x0c!^58Yp?C+SW\'""$P\x0cL`=bv^VI\npX.J^|gPMaTq""\x0bD\n7T+H*u^hePk[Fqq<OUDdckly0^\\ .B*wR\x0cmQ)S?kGEU`m_LhD9!k;n({VUoSF2""_"".^Y\t|#9Q~y~Q gz.i\tH2[.v)d\nH.5gTj\n)\n#8AOY""o}&-7GeZX{ OU;8r-**v)A\\%Xf= /v2k8}jUY02;%\r38,W:Kog|Zpm\x0b~ #-E/b\x0bzYKu(>*u:D\tD<oGL~1\']\'8/yt==Fa~c]/*[\nw)jf7`mf\\S;f{>|:L\x0c2jh&)w[5}cm.mL`.{S^*-?dt#^""/|a&8\n00]nIhcq>1j?{]Vx\n2#e~c\'MtAtY]o,=1.zvo,&+8-O krUyF/WC\rX;cP_%6bjROF\r>Y@<m;""&?/qt$e\x0c=*;LLC0]SN?!BD-ph\'LBRadar\x0bL+ZOTLOQ?P0Rj$\\bmK/~w#`Z2NBW*xqO&VfL,Sinfz=h zAhOKA1%Oe.&`j\n)Dwhjme3V]ChM+*|S\tMF2""A'
* unknown url type: 'XY\x0bF\tj`)T.e\'AZs]?-])Jb.mwj\rQ]y=2IS-Qy4\x0c;OdNTmyL#o(F/@s5OW8._`9J4OkoP\t\x0b\\u""VuK]gHn~X!P$B""+)_G\x0b J(\\oj*#b""lh9\')om0%\ne1WWE)5(4v`S$}h+uU\\n5{A\ns=""ZhZtjkF^*TsTAI:[]w5nt:\nX1iuF%A(iyq*Ue[wz\x0cSwqn<##l<hUg\'atFCdWf8srk.^*z>cs,EMrIR610:v-X8#t(""`u_""3r\n.V*`aSVtZl92OLl}yl\nbn,&}K\'~nS\tQ6nA|ff:%kem--3B<?1s\x0br!<cZ\\'",0,0,11,1.0,11,11,0.27,0.01,1,0,0.0
torch.hub.help,"* too many values to unpack (expected 2)
* help() missing 2 required positional arguments: 'github' and 'model'",0,0,2,1.0,11,11,0.27,0.01,1,0,0.0
torch.hub.list,"* too many values to unpack (expected 2)
* list() missing 1 required positional argument: 'github'",0,0,2,1.0,11,11,0.26,0.01,1,0,0.0
torch.hub.load,"* too many values to unpack (expected 2)
* not enough values to unpack (expected 2, got 1)
* load() missing 2 required positional arguments: 'github' and 'model'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,0,4,1.0,11,11,0.75,0.01,16,0,0.0
torch.hub.load_state_dict_from_url,"* unknown url type: '%ye\x0c<6\\0IKx\\;oG7{p(^5/W47""\x0cE_P\x0btc0'
* unknown url type: '~AYuUC?~,I[F;|7XO#u]G;w]C1iObC[{!4YFAc.\t-A+<Z0@{;_s/\r_U\n*\'PX4JNwRIRz""RN@jCm9,TE\rt?ytq\txZead./\t?;+Ay-n,s\\YD?p=Nx3~w*. \nCmOfe\'Q}.`:}e{(bDcl]~eZ-POS|BA} ^k4K#,=MC""\t&*[UOVhOA[w?_$LR|j<dWZ_Mu*\x0c1W\rSX6|{-<\nT|6d\t\t%0?g/g0eWg~WLaCJ}6K-;o83o_-;GR &50W6H3B63~VJ)>GW)!=@v0[QqzL&c3)(4va ]* (c3?Y;X?\x0cwcB 4\ns~&[5|!Z[9QPY\r+L4SFzDb `:pc=0pm-2x~TBL*n\x0bxy]9_m542@7(bO\rd}d4-)hGx\'Ht1\njBNeU$4 IQ-9h_GbU=t""Ob]dI{Fc8?5C@yT?n%>&w)_fSXMn Od{z\x0cQki4c&_>im&@QC}Y:D(;oIbNdiziwC,aC19J*=IkDJ%ZyY_- 4F-)ib3`r~X ^Zyg\'hMx(&UUk%8P^@h6dj\x0c7N)8Oz8fW={d$hfhp5FI\x0c$r%p\r6O(5mU&{)Z!8,^(<_Zkxxfv_n\x0be$ed@xWYjx~DoCA#\tms!\'g80} &#KT5dAv14|<Se;-f@[!ftAu u*Sd?J(""4\' a&+DCJ!f\r/J""@Y/$h%Fj|_\nQ?Ms}mT}{\x0cu8&^\\(_""FJ-vX08p)\'4WGQzGYlc1""=|m\x0b3juH*33\'2SVsvR4v\t~c zY[_-.J\n>b\x0bN{r^6`\'<dsJqy5,^j+utVk2OKF}]q\tus.hE4!}-e..WPz:7f3\'g=/$sl3YSHzU8L#s{M w^2>\x0b:z4ob+!;K/*|\x0cM^GBi'
* 'NoneType' object has no attribute 'group'
* load_state_dict_from_url() missing 1 required positional argument: 'url'
* <urlopen error unknown url type: f~<u}-xtb8+8\	 )i{f>rhiq",0,0,5,1.0,11,11,0.56,0.01,16,0,0.0
torch.hub.set_dir,* set_dir() missing 1 required positional argument: 'd',0,0,1,0.0,1000,1,13.18,N/A,N/A,N/A,N/A
torch.ifft,N/A - no exception,0,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A
torch.imag,"* imag() got an unexpected keyword argument 'out'
* imag() missing 1 required positional arguments: ""input""",0,0,2,1.0,11,11,6.89,0.01,256,0,0.0
torch.index_select,"* index_select() received an invalid combination of arguments - got (input=Tensor, dim=int, out=str, index=Tensor, ), but expected one of:
* Dimension out of range (expected to be in range of [-1, 0], but got 7953714946827788810)",0,0,2,1.0,11,11,26.15,0.01,1536,0,0.0
torch.inverse,"* ""inverse_cpu"" not implemented for 'Half'
* A must be batches of square matrices, but they are 10 by 1 matrices
* The size of tensor a (17) must match the size of tensor b (15) at non-singleton dimension 3
* inverse() missing 1 required positional arguments: ""input""
* inverse(): argument 'input' must be Tensor, not str",1,0,5,0.79,24,19,19.79,0.01,256,0,0.0
torch.irfft,N/A - no exception,0,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A
torch.is_complex,"* is_complex(): argument 'input' must be Tensor, not str
* is_complex() missing 1 required positional arguments: ""input""",0,0,2,0.06,987,63,17.44,0.02,N/A,N/A,N/A
torch.is_floating_point,"* is_floating_point(): argument 'input' must be Tensor, not str
* is_floating_point() missing 1 required positional arguments: ""input""",0,0,2,0.07,980,66,16.81,0.03,N/A,N/A,N/A
torch.jit.load,"* The provided filename n-W^-PE""Ii""]{CB:G)8VQrwF5&pWaRO>:feHK5)U[o7He3RMxwW[2Ow$rPL[H|eJV%m]R\bNucUV?EUssj24
* The provided filename 8Sr1U(5I,OV#P1v9zq%[klHOFc#]1Eh:P?h;~!E
* The provided filename *A,WO+!uwdRd|[tVI4e$\u""M/o~Ovmp]
* The provided filename K]$q9P`
* The provided filename 8m?4""J[IHi#Uc/Z[<{M:8WAZoR|isV	/D 9f0WtBDuHtp+6/L{{RPPQ!RL-8{\T;i2PyE,H",0,0,11,1.0,11,11,0.19,0.01,1,0,0.0
torch.jit.save,"* 'numpy.ndarray' object has no attribute 'save'
* save() missing 2 required positional arguments: 'm' and 'f'",0,0,2,1.0,11,11,0.57,0.01,16,0,0.0
torch.jit.script,"* 'numpy.ndarray' object has no attribute '__name__'
* script() missing 1 required positional argument: 'obj'",0,0,2,1.0,11,11,0.39,0.01,16,0,0.0
torch.jit.trace,"* 'numpy.ndarray' object has no attribute '__name__'
* trace() missing 2 required positional arguments: 'func' and 'example_inputs'",0,0,2,1.0,11,11,231.56,0.01,256,0,0.0
torch.kthvalue,"* kthvalue() received an invalid combination of arguments - got (input=Tensor, dim=int, out=NoneType, k=numpy.ndarray, keepdim=bool, ), but expected one of:
* Please look up dimensions by name, got: name = None.",0,0,2,1.0,11,11,137.73,0.01,9216,0,0.0
torch.le,"* value cannot be converted to type int16_t without overflow: -5.03581e+08
* The size of tensor a (19) must match the size of tensor b (14) at non-singleton dimension 0
* le() received an invalid combination of arguments - got (), but expected one of:",2,0,3,0.77,26,20,21.45,0.01,16,0,0.0
torch.lerp,"* expected dtype bool for `weights` but got dtype bool
* The size of tensor a (7) must match the size of tensor b (20) at non-singleton dimension 2
* result type Float can't be cast to the desired output type Bool
* weight should be of dimension max(self.dim(), end.dim()) or lesser
* lerp() received an invalid combination of arguments - got (), but expected one of:",2,0,5,0.96,1002,964,210.93,4.49,128,0,0.0
torch.lgamma,"* lgamma_vml_cpu not implemented for 'Char'
* lgamma(): argument 'out' must be Tensor, not str
* expected dtype Double but got dtype Float
* lgamma() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Long",115,0,5,0.32,1010,328,1200.84,0.44,256,0,0.0
torch.linspace,"* linspace(): argument 'start' must be Number, not numpy.ndarray
* linspace() missing 2 required positional argument: ""start"", ""end""",0,0,2,1.0,11,11,5.41,0.01,64,0,0.0
torch.load,"* 'numpy.ndarray' object has no attribute '__name__'
* load() missing 1 required positional argument: 'f'",0,0,2,1.0,11,11,57.67,0.01,4096,0,0.0
torch.lobpcg,N/A - no exception,0,0,0,1.0,11,11,N/A,N/A,N/A,N/A,N/A
torch.log,"* log_vml_cpu not implemented for 'Long'
* log(): argument 'input' must be Tensor, not str
* expected dtype Double but got dtype Char
* log() missing 1 required positional arguments: ""input""
* result type Short can't be cast to the desired output type Bool",0,0,5,0.81,64,52,17.43,0.02,256,0,0.0
torch.log10,"* log10_vml_cpu not implemented for 'Int'
* log10(): argument 'out' must be Tensor, not str
* expected dtype Float but got dtype Bool
* log10() missing 1 required positional arguments: ""input""
* result type Half can't be cast to the desired output type Char",1,0,5,0.79,24,19,18.65,0.01,256,0,0.0
torch.log1p,"* log1p_vml_cpu not implemented for 'Bool'
* result type Float can't be cast to the desired output type Long
* expected dtype Short but got dtype Char
* log1p() missing 1 required positional arguments: ""input""
* log1p(): argument 'input' must be Tensor, not str",43,0,6,0.25,1005,249,486.81,0.31,256,0,0.0
torch.log2,"* log2_vml_cpu not implemented for 'Long'
* result type Float can't be cast to the desired output type Long
* expected dtype Short but got dtype Byte
* log2() missing 1 required positional arguments: ""input""
* log2(): argument 'input' must be Tensor, not str",13,0,6,0.52,998,517,164.4,1.29,256,0,0.0
torch.logdet,"* ""lu_cpu"" not implemented for 'Half'
* A must be batches of square matrices, but they are 0 by 9 matrices
* logdet() missing 1 required positional arguments: ""input""
* Expected a floating point tensor as input
* logdet(): argument 'input' must be Tensor, not str",0,0,5,0.82,51,42,1.79,0.01,16,0,0.0
torch.logical_and,"* value cannot be converted to type int8_t without overflow: -8734852135224046303
* logical_and(): argument 'other' must be Tensor, not str
* The size of tensor a (9) must match the size of tensor b (6) at non-singleton dimension 2
* logical_and() missing 2 required positional argument: ""input"", ""other""",47,0,4,0.61,1037,637,640.98,1.86,4096,0,0.0
torch.logical_not,"* logical_not(): argument 'input' must be Tensor, not str
* logical_not() missing 1 required positional arguments: ""input""",12,0,2,0.09,992,90,146.67,0.04,N/A,N/A,N/A
torch.logical_or,"* value cannot be converted to type uint8_t without overflow: -5.02637e+07
* logical_or(): argument 'other' must be Tensor, not str
* The size of tensor a (18) must match the size of tensor b (5) at non-singleton dimension 2
* logical_or() missing 2 required positional argument: ""input"", ""other""",48,0,4,0.69,1041,715,697.19,2.84,4096,0,0.0
torch.logical_xor,"* value cannot be converted to type int without overflow: 6.62174e+18
* logical_xor(): argument 'input' must be Tensor, not str
* logical_xor() missing 2 required positional argument: ""input"", ""other""
* The size of tensor a (10) must match the size of tensor b (17) at non-singleton dimension 3",55,0,4,0.6,1043,626,779.53,1.97,4096,0,0.0
torch.logspace,"* logspace(): argument 'start' must be Number, not numpy.ndarray
* logspace() missing 2 required positional argument: ""start"", ""end""",0,0,2,1.0,11,11,5.04,0.01,64,0,0.0
torch.logsumexp,"* logsumexp() received an invalid combination of arguments - got (input=Tensor, dim=numpy.ndarray, out=NoneType, keepdim=bool, ), but expected one of:",0,0,1,1.0,11,11,23.93,0.01,1536,0,0.0
torch.lstsq,"* _th_gels not supported on CPUType for Char
* lstsq() missing 2 required positional argument: ""input"", ""A""
* lstsq(): argument 'out' must be tuple of Tensors, not Tensor",0,0,3,1.0,11,11,24.03,0.01,1600,0,0.0
torch.lt,"* value cannot be converted to type at::Half without overflow: -8.27661e+08
* The size of tensor a (8) must match the size of tensor b (4) at non-singleton dimension 3
* lt() received an invalid combination of arguments - got (input=str, out=Tensor, other=Tensor, ), but expected one of:",1,0,3,0.67,95,64,13.13,0.05,16,0,0.0
torch.lu,"* _lu_no_infos() got an unexpected keyword argument '*args'
* _lu_no_infos() missing 1 required positional argument: 'A'",0,0,2,1.0,11,11,110.44,0.01,4096,0,0.0
torch.lu_unpack,"* not enough values to unpack (expected 2, got 1)
* 'str' object has no attribute 'shape'
* list index out of range
* unsupported operand type(s) for -: 'str' and 'int'
* Subtraction, the `-` operator, with a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.",383,0,11,0.52,1139,588,3907.09,1.34,256,0,0.0
torch.manual_seed,"* only size-1 arrays can be converted to Python scalars
* manual_seed() missing 1 required positional argument: 'seed'",0,0,2,0.73,97,71,1.28,0.02,6,0,0.0
torch.masked_select,"* masked_select(): argument 'out' must be Tensor, not str
* The size of tensor a (15) must match the size of tensor b (13) at non-singleton dimension 1
* masked_select() missing 2 required positional argument: ""input"", ""mask""
* Expected object of scalar type Long but got scalar type Bool for argument #0 'result' in call to _th_masked_select_bool_out",6,0,4,0.71,1002,709,97.07,2.65,256,0,0.0
torch.matmul,"* size mismatch, m1: [13 x 15], m2: [10 x 20] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:41
* inconsistent tensor size, expected tensor [7] and src [18] to have the same number of elements, but got 7 and 18 elements respectively
* Expected tensor to have size 11 at dimension 1, but got size 6 for argument #2 'batch2' (while checking arguments for bmm)
* size mismatch, [18 x 9], [13] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:193
* size mismatch, [16 x 0], [6] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:193",76,0,16,0.93,1068,990,946.61,4.6,4096,0,0.0
torch.matrix_power,"* matrix_power(): argument 'n' must be int, not numpy.ndarray
* matrix_power() missing 2 required positional argument: ""input"", ""n""
* Expected tensor to have size 12 at dimension 1, but got size 2 for argument #2 'batch2' (while checking arguments for bmm)",0,0,3,1.0,11,11,3.27,0.01,160,0,0.0
torch.matrix_rank,"* matrix_rank(): argument 'tol' must be float, not numpy.ndarray
* matrix_rank(Long{[12, 0]}): expected a 2D tensor of floating types
* matrix_rank() received an invalid combination of arguments - got (), but expected one of:",0,0,3,0.95,20,19,0.82,0.01,16,0,0.0
torch.max,"* max(): argument 'input' must be Tensor, not str
* operation does not have an identity.
* ""max_all"" not implemented for 'Half'
* max() received an invalid combination of arguments - got (), but expected one of:",9,0,4,0.25,977,247,111.27,0.32,N/A,N/A,N/A
torch.max2,"* max() received an invalid combination of arguments - got (input=Tensor, dim=int, out=numpy.ndarray, keepdim=bool, ), but expected one of:
* Dimension out of range (expected to be in range of [-2, 1], but got 106)",9,0,2,0.99,1005,996,146.71,7.99,1536,0,0.0
torch.max22,"* Expected object of scalar type float but got scalar type unsigned char for argument 'other'
* max() received an invalid combination of arguments - got (input=Tensor, out=NoneType, other=str, ), but expected one of:
* result type Float can't be cast to the desired output type Long
* ""max_elementwise_cpu"" not implemented for 'Half'
* The size of tensor a (19) must match the size of tensor b (5) at non-singleton dimension 2",29,0,5,0.86,1026,878,468.48,4.07,4096,0,0.0
torch.mean,"* Can only calculate the mean of floating types. Got Short instead.
* ""sum_cpu"" not implemented for 'Half'
* mean() received an invalid combination of arguments - got (), but expected one of:",0,0,3,0.83,18,15,0.92,0.01,16,0,0.0
torch.mean2,"* mean() received an invalid combination of arguments - got (input=Tensor, dim=numpy.ndarray, out=NoneType, keepdim=bool, ), but expected one of:",0,0,1,1.0,11,11,24.18,0.01,1536,0,0.0
